children_wh_valid_scores_count_2018, development_at_risk_count_2018, development_at_risk_perc_2018, development_at_risk_count_2015, development_at_risk_perc_2012, development_vulnerable_perc_2009, development_at_risk_perc_2015, development_on_track_perc_2009, development_at_risk_count_2012, development_on_track_count_2012, name, development_on_track_count_2009, development_vulnerable_count_2009, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_at_risk_count_2009, code, development_vulnerable_perc_2012, development_at_risk_perc_2009, development_on_track_count_2015, development_vulnerable_count_2015, development_vulnerable_count_2012, development_on_track_count_2018, children_wh_valid_scores_count_2012, sa2_main16, development_on_track_perc_2012, children_wh_valid_scores_count_2015, development_on_track_perc_2015, development_vulnerable_count_2018, development_on_track_perc_2018
118,6,5.084746,10,8.641975,12.244898,9.708738,72.10884,7,67,"Sunshine",106,18,147,7.76699,4.237288,23,"21336",8.641975,15.646258,85,8,7,107,81,"213011336",82.71605,103,82.52427,5,90.67796
121,18,14.876033,8,15.2,10.218978,5.9259257,83.941605,19,92,"Sydenham",115,14,137,11.111111,4.132231,8,"21339",11.2,5.839416,112,15,14,98,125,"213011339",73.6,135,82.96296,5,80.99174
211,28,13.270143,22,8.854167,9.655172,10.377358,77.24138,17,165,"Sunshine West",112,14,145,11.320755,9.00474,19,"21338",5.2083335,13.103448,166,24,10,164,192,"213011338",85.9375,212,78.30189,19,77.72512
141,9,6.382979,21,5.235602,2.2421525,13.375796,84.30493,10,171,"Taylors Lakes",188,5,223,3.1847134,13.475178,30,"21340",5.235602,13.452915,131,5,10,113,191,"213011340",89.52879,157,83.43949,19,80.141846
151,15,9.933775,19,4.3103447,5.357143,12.837838,79.46429,5,108,"Altona",89,6,112,3.3783784,6.6225166,17,"21341",2.586207,15.178572,124,5,3,126,116,"213021341",93.10345,148,83.78378,10,83.44371
195,36,18.461538,39,11.891891,7.8125,17.488789,70.833336,22,138,"Altona Meadows",136,15,192,11.659193,14.358974,41,"21342",13.513514,21.354166,158,26,25,131,185,"213021342",74.5946,223,70.85202,28,67.17949
272,10,3.6764705,19,8.796296,8.0,7.2796936,84.0,19,185,"Newport",168,16,200,4.2145596,6.617647,16,"21344",5.5555553,8.0,231,11,12,244,216,"213021344",85.64815,261,88.505745,18,89.70588
106,4,3.7735848,5,5.3333335,6.451613,6.1728396,83.870964,4,69,"Seabrook",52,4,62,3.7037036,6.6037736,6,"21345",2.6666667,9.67742,73,3,2,95,75,"213021345",92.0,81,90.12346,7,89.62264
193,20,10.362695,28,4.597701,4.4444447,19.178082,82.77778,8,159,"Williamstown",149,8,180,4.109589,5.699482,23,"21346",4.0229883,12.777778,112,6,7,162,174,"213021346",91.37931,146,76.712326,11,83.93782
145,18,12.413794,10,7.964602,8.433735,7.633588,85.54217,9,97,"West Footscray - Tottenham",71,7,83,3.053435,2.0689654,5,"21351",6.19469,6.0240965,117,4,7,124,113,"213031351",85.840706,131,89.31298,3,85.51724
191,20,10.471204,23,11.055276,9.210526,11.165049,78.947365,22,155,"Braybrook",120,14,152,5.8252425,5.235602,18,"21347",11.055276,11.842105,171,12,22,161,199,"213031347",77.88945,206,83.00971,10,84.29319
136,10,7.352941,21,8.791209,20.754717,17.355371,64.15094,8,77,"Footscray",68,22,106,8.264462,5.882353,16,"21348",6.5934067,15.094339,90,10,6,118,91,"213031348",84.61539,121,74.380165,8,86.76471
117,10,8.5470085,6,11.340206,9.67742,5.6603775,78.49462,11,84,"Maribyrnong",73,9,93,5.6603775,3.4188035,11,"21349",2.0618556,11.827957,94,6,2,103,97,"213031349",86.59794,106,88.679245,4,88.03419
135,28,20.74074,8,9.803922,7.0422535,5.714286,76.056335,10,88,"Seddon - Kingsville",54,5,71,5.0,3.7037036,12,"21350",3.9215686,16.90141,125,7,4,102,102,"213031350",86.27451,140,89.28571,5,75.55556
210,14,6.6666665,23,14.136126,9.523809,10.40724,67.85714,27,150,"Yarraville",114,16,168,7.6923075,10.476191,38,"21352",7.329843,22.619047,181,17,14,174,191,"213031352",78.534035,221,81.90045,22,82.85714
284,22,7.746479,17,9.2,6.034483,7.7272725,82.75862,23,211,"Bacchus Marsh",192,14,232,10.909091,3.5211267,26,"21353",6.4,11.206897,179,24,16,252,250,"213041353",84.4,220,81.36364,10,88.73239
316,30,9.49367,30,9.0,3.0674846,12.244898,89.57055,18,165,"Hillside",146,5,163,8.979591,8.544304,12,"21355",8.5,7.3619633,193,22,17,259,200,"213041355",82.5,245,78.77551,27,81.96203
295,41,13.898305,36,16.666666,6.6929135,14.4,86.220474,40,160,"Melton",219,17,254,6.8,9.491526,18,"21356",16.666666,7.086614,197,17,40,226,240,"213041356",66.666664,250,78.8,28,76.61017
488,50,10.245902,61,7.4418607,5.9171596,16.804407,86.98225,16,182,"Melton South",147,10,169,12.396694,9.016394,12,"21357",7.9069767,7.1005917,257,45,17,394,215,"213041357",84.65116,363,70.7989,44,80.7377
311,34,10.932476,41,11.792453,11.235955,14.590747,78.65169,25,162,"Melton West",140,20,178,8.896797,9.003216,18,"21358",11.792453,10.11236,215,25,25,249,212,"213041358",76.41509,281,76.51246,28,80.06431
44,1,2.2727273,4,0.0,4.5454545,25.0,86.36364,0,14,"Rockbank - Mount Cottrell",19,1,22,6.25,6.818182,2,"21359",17.647058,9.090909,11,1,3,40,17,"213041359",82.35294,16,68.75,3,90.90909
327,29,8.868502,28,8.695652,4.878049,7.235142,86.585365,24,237,"Taylors Hill",142,8,164,6.976744,7.3394494,14,"21360",5.4347825,8.536586,332,27,15,274,276,"213041360",85.86957,387,85.78812,24,83.792046
83,6,7.2289157,6,10.9375,7.3170733,10.169492,90.243904,7,53,"Burnside",37,3,41,11.864407,7.2289157,1,"21461",6.25,2.4390244,46,7,4,71,64,"213041461",82.8125,59,77.9661,6,85.54217
166,19,11.445783,15,8.080808,7.8431373,11.627907,90.196075,8,84,"Burnside Heights",46,4,51,3.1007752,4.8192773,1,"21462",7.070707,1.9607843,110,4,7,139,99,"213041462",84.84849,129,85.27132,8,83.73494
329,41,12.462006,42,9.539474,4.5454545,12.244898,86.931816,29,262,"Caroline Springs",306,16,352,9.329446,6.079027,30,"21463",4.2763157,8.522727,269,32,13,268,304,"213041463",86.18421,343,78.42566,20,81.45897
242,43,17.768595,46,8.333333,9.727627,19.65812,80.15564,19,188,"Hoppers Crossing - North",206,25,257,11.538462,9.504132,26,"21361",9.210526,10.116732,161,27,21,176,228,"213051361",82.45614,234,68.80342,23,72.72727
130,7,5.3846154,14,23.529411,19.047619,12.5,71.42857,16,39,"Laverton",30,8,42,16.071428,23.846153,4,"21363",19.117647,9.523809,80,18,13,92,68,"213051363",57.35294,112,71.42857,31,70.76923
869,105,12.082854,122,13.900414,6.614786,17.836258,76.653694,67,352,"Tarneit",197,17,257,12.719298,9.090909,43,"21365",13.070539,16.731518,475,87,63,685,482,"213051365",73.029045,684,69.44444,79,78.82624
646,68,10.526316,59,13.5,11.494253,15.284974,72.413795,27,156,"Truganina",63,10,87,8.290155,8.823529,14,"21366",8.5,16.091953,295,32,17,521,200,"213051366",78.0,386,76.42487,57,80.650154
132,24,18.181818,12,11.926605,16.504854,11.650485,66.99029,13,88,"Werribee - South",69,17,103,7.76699,8.333333,17,"21368",7.3394494,16.504854,83,8,8,97,109,"213051368",80.73395,103,80.58253,11,73.48485
475,67,14.105263,36,10.714286,12.272727,8.653846,66.36364,36,268,"Wyndham Vale",146,27,220,5.2884617,9.894737,47,"21369",9.523809,21.363636,358,22,32,361,336,"213051369",79.7619,416,86.05769,47,76.0
291,32,10.996564,21,8.196721,9.433962,10.606061,82.07547,10,100,"Point Cook - East",87,10,106,13.636364,9.278351,9,"21464",9.836065,8.490566,150,27,12,232,122,"213051464",81.96722,198,75.757576,27,79.72508
451,28,6.2084255,54,13.636364,5.9210525,11.73913,84.86842,48,283,"Point Cook - North",258,18,304,6.304348,5.764967,28,"21465",5.965909,9.210526,377,29,21,397,352,"213051465",80.39773,460,81.95652,26,88.02661
293,44,15.017065,47,13.765182,8.59375,18.287937,74.609375,34,178,"Werribee - East",191,22,256,7.3929963,9.215017,43,"21467",14.17004,16.796875,191,19,35,222,247,"213051467",72.06477,257,74.31907,27,75.76792
169,35,20.71006,17,10.852714,6.3492064,12.142858,74.60317,14,101,"Werribee - West",94,8,126,10.714286,8.87574,24,"21468",10.852714,19.047619,108,15,14,119,129,"213051468",78.29457,140,77.14286,15,70.4142
287,39,13.58885,23,19.86755,13.278008,8.363636,65.975105,60,207,"Carrum Downs",159,32,241,8.0,8.013937,50,"21370",11.589404,20.746887,230,22,35,225,302,"214011370",68.543045,275,83.63636,23,78.39721
218,32,14.678899,38,8.490566,9.268292,15.833333,82.439026,18,178,"Frankston",169,19,205,11.666667,11.926605,17,"21371",7.5471697,8.292683,174,28,16,160,212,"214011371",83.962265,240,72.5,26,73.39449
225,25,11.111111,29,17.467249,14.883721,12.133891,72.558136,40,149,"Frankston North",156,32,215,19.665272,9.777778,27,"21372",17.467249,12.55814,163,47,40,178,229,"214011372",65.065506,239,68.200836,22,79.111115
236,25,10.593221,26,9.9009905,6.918239,12.322275,81.76101,20,168,"Frankston South",130,11,159,5.21327,3.3898306,18,"21373",6.930693,11.320755,174,11,14,203,202,"214011373",83.16832,211,82.464455,8,86.01695
304,36,11.842105,28,10.30303,8.741259,8.695652,81.818184,34,280,"Langwarrin",234,25,286,4.347826,7.5657897,27,"21374",4.848485,9.440559,280,14,16,245,330,"214011374",84.84849,322,86.95652,23,80.5921
194,13,6.7010307,26,10.91954,9.933775,15.476191,79.4702,19,138,"Seaford (Vic.)",120,15,151,11.309524,3.6082475,16,"21375",9.770115,10.596026,123,19,17,174,174,"214011375",79.31035,168,73.21429,7,89.69072
180,18,10.0,20,20.0,14.893617,10.638298,72.34042,32,118,"Skye - Sandhurst",102,21,141,4.787234,9.444445,18,"21376",6.25,12.765958,159,9,10,145,160,"214011376",73.75,188,84.57447,17,80.55556
118,16,13.559322,16,13.253012,7.2289157,13.223141,68.6747,11,63,"Dromana",57,6,83,7.4380164,10.169492,20,"21377",10.843373,24.096386,96,9,9,90,83,"214021377",75.90362,121,79.338844,12,76.27119
52,14,26.923077,5,8.333333,7.5,9.803922,75.0,5,54,"Flinders",30,3,40,1.9607843,7.6923075,7,"21378",1.6666666,17.5,45,1,1,34,60,"214021378",90.0,51,88.23529,4,65.38461
286,43,15.034965,27,12.969283,12.840466,13.043478,73.15175,38,231,"Hastings - Somers",188,33,257,16.908213,13.636364,36,"21379",8.191126,14.007782,145,35,24,204,293,"214021379",78.83959,207,70.04831,39,71.328674
233,14,6.0085835,37,9.271523,5.9925094,12.5,76.404495,28,254,"Mornington",204,16,267,8.445946,6.866953,47,"21380",6.6225166,17.602997,234,25,20,203,302,"214021380",84.10596,296,79.054054,16,87.124466
282,27,9.574468,40,10.194175,7.111111,14.925373,82.666664,21,175,"Mount Eliza",186,16,225,4.477612,4.964539,23,"21381",4.854369,10.222222,216,12,10,241,206,"214021381",84.951454,268,80.597015,14,85.46099
206,29,14.07767,18,5.579399,8.181818,7.03125,75.454544,13,211,"Mount Martha",166,18,220,5.859375,2.4271846,36,"21382",3.862661,16.363636,223,15,9,172,233,"214021382",90.55794,256,87.109375,5,83.49515
169,16,9.467456,35,4.5454545,13.548388,16.746412,73.548386,9,179,"Point Nepean",114,21,155,8.133971,4.1420116,20,"21383",5.050505,12.903226,157,17,10,146,198,"214021383",90.40404,209,75.11961,7,86.39053
209,27,12.91866,39,12.182741,8.67347,18.483412,75.5102,24,151,"Rosebud - McCrae",148,17,196,6.1611376,9.569378,31,"21384",11.167513,15.816326,159,13,22,162,197,"214021384",76.64975,211,75.35545,20,77.51196
210,32,15.238095,58,12.565445,10.194175,33.333332,70.87379,24,144,"Somerville",146,21,206,8.620689,10.0,39,"21385",12.041884,18.93204,101,15,23,157,191,"214021385",75.39267,174,58.04598,21,74.7619
