children_wh_valid_scores_count_2018, development_at_risk_count_2018, development_at_risk_perc_2018, development_at_risk_count_2015, development_at_risk_perc_2012, development_vulnerable_perc_2009, development_at_risk_perc_2015, development_on_track_perc_2009, development_at_risk_count_2012, development_on_track_count_2012, name, development_on_track_count_2009, development_vulnerable_count_2009, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_at_risk_count_2009, code, development_vulnerable_perc_2012, development_at_risk_perc_2009, development_on_track_count_2015, development_vulnerable_count_2015, development_vulnerable_count_2012, development_on_track_count_2018, children_wh_valid_scores_count_2012, sa2_main16, development_on_track_perc_2012, children_wh_valid_scores_count_2015, development_on_track_perc_2015, development_vulnerable_count_2018, development_on_track_perc_2018
202,25,12.376238,33,15.979382,10.152285,18.965517,76.64975,31,145,"St Albans - South",151,20,197,13.21839,10.39604,26,"21335",9.278351,13.197969,118,23,18,156,194,"213011335",74.74227,174,67.81609,21,77.22772
151,14,9.271523,14,16.346153,8.181818,10.687023,79.09091,17,84,"Sunshine North",87,9,110,9.923664,5.9602647,14,"21337",2.8846154,12.727273,104,13,3,128,104,"213011337",80.76923,131,79.38931,9,84.76821
117,11,9.40171,18,6.1728396,14.965986,17.475729,75.5102,5,72,"Sunshine",111,22,147,17.475729,11.965812,14,"21336",4.9382715,9.523809,67,18,4,92,81,"213011336",88.888885,103,65.048546,14,78.63248
120,12,10.0,9,8.8,5.882353,6.6666665,83.088234,11,103,"Sydenham",113,8,136,3.7037036,9.166667,15,"21339",8.8,11.029411,121,5,11,97,125,"213011339",82.4,135,89.62963,11,80.833336
211,26,12.322275,23,15.625,4.827586,10.849056,82.06896,30,139,"Sunshine West",119,7,145,12.264151,11.848341,19,"21338",11.979167,13.103448,163,26,23,160,192,"213011338",72.395836,212,76.886795,25,75.829384
141,12,8.510638,11,13.756614,4.0358744,7.0063696,87.89238,26,158,"Taylors Lakes",196,9,223,4.4585986,9.219858,18,"21340",2.6455026,8.071749,139,7,5,116,189,"213011340",83.597885,157,88.535034,13,82.2695
151,12,7.94702,9,4.3103447,6.25,6.081081,87.5,5,105,"Altona",98,7,112,2.0270271,3.97351,7,"21341",5.172414,6.25,136,3,6,133,116,"213021341",90.51724,148,91.89189,6,88.07947
195,29,14.871795,26,13.513514,7.8125,11.659193,77.083336,25,148,"Altona Meadows",148,15,192,8.52018,13.333333,29,"21342",6.4864864,15.104167,178,19,12,140,185,"213021342",80.0,223,79.820625,26,71.79487
272,10,3.6764705,15,4.1666665,4.0,5.7471266,89.5,9,200,"Newport",179,8,200,3.065134,4.0441175,13,"21344",3.2407408,6.5,238,8,7,251,216,"213021344",92.59259,261,91.18774,11,92.27941
106,7,6.6037736,4,4.0,3.2258065,4.9382715,90.32258,3,69,"Seabrook",56,2,62,3.7037036,2.8301888,4,"21345",4.0,6.451613,74,3,3,96,75,"213021345",92.0,81,91.358025,3,90.56604
193,11,5.699482,6,5.7471266,1.1049724,4.137931,94.475136,10,162,"Williamstown",171,2,181,5.5172415,2.5906737,8,"21346",1.1494253,4.4198895,131,8,2,177,174,"213021346",93.10345,145,90.344826,5,91.70985
145,11,7.586207,8,6.19469,12.048193,6.10687,81.92771,7,98,"West Footscray - Tottenham",68,10,83,3.816794,4.827586,5,"21351",7.079646,6.0240965,118,5,8,127,113,"213031351",86.72566,131,90.07633,7,87.586205
193,26,13.471502,21,14.070352,6.5789475,10.194175,77.63158,28,157,"Braybrook",118,10,152,8.7378645,3.626943,24,"21347",7.035176,15.789474,167,18,14,160,199,"213031347",78.89447,206,81.06796,7,82.90156
136,18,13.235294,5,13.186813,12.380953,4.132231,79.04762,12,76,"Footscray",83,13,105,4.132231,2.2058823,9,"21348",3.2967033,8.571428,111,5,3,115,91,"213031348",83.51649,121,91.735535,3,84.55882
117,8,6.837607,3,7.216495,3.2258065,2.8301888,90.32258,7,89,"Maribyrnong",84,3,93,3.7735848,4.2735043,6,"21349",1.0309278,6.451613,99,4,1,104,97,"213031349",91.75258,106,93.396225,5,88.888885
134,7,5.223881,7,10.784314,0.0,5.0,84.50704,11,84,"Seddon - Kingsville",60,0,71,2.857143,1.4925373,11,"21350",6.8627453,15.492958,129,4,7,125,102,"213031350",82.35294,140,92.14286,2,93.283585
210,10,4.7619047,7,5.235602,5.357143,3.1674209,81.54762,10,173,"Yarraville",137,9,168,4.072398,3.3333333,22,"21352",4.188482,13.095238,205,9,8,193,191,"213031352",90.57591,221,92.76018,7,91.90476
283,21,7.4204946,20,7.66129,4.7619047,9.090909,90.90909,19,215,"Bacchus Marsh",210,11,231,7.2727275,2.8268552,10,"21353",5.645161,4.3290043,184,16,14,254,248,"213041353",86.69355,220,83.63636,8,89.75265
316,32,10.126582,20,9.5,2.4691358,8.163265,87.03704,19,167,"Hillside",141,4,162,4.0816326,8.86076,17,"21355",7.0,10.493827,215,10,14,256,200,"213041355",83.5,245,87.755104,28,81.01266
295,57,19.322035,27,18.333334,10.714286,10.8,76.190475,44,172,"Melton",192,27,252,9.2,8.81356,33,"21356",10.0,13.095238,200,23,24,212,240,"213041356",71.666664,250,80.0,26,71.86441
488,62,12.704918,50,13.023255,5.9880238,13.774105,83.233536,28,166,"Melton South",139,10,167,7.4380164,9.221312,18,"21357",9.767442,10.778443,286,27,21,381,215,"213041357",77.209305,363,78.78788,45,78.07377
311,43,13.826366,36,10.849056,8.988764,12.857142,80.33708,23,160,"Melton West",143,16,178,8.571428,8.681672,19,"21358",13.679245,10.674157,220,24,29,241,212,"213041358",75.471695,280,78.57143,27,77.49196
44,3,6.818182,1,5.882353,4.5454545,6.25,95.454544,1,16,"Rockbank - Mount Cottrell",21,1,22,0.0,2.2727273,0,"21359",0.0,0.0,15,0,0,40,17,"213041359",94.117645,16,93.75,1,90.90909
327,45,13.761468,19,9.782609,3.6809816,4.9095607,86.50307,27,239,"Taylors Hill",141,6,163,5.1679587,6.116208,16,"21360",3.6231885,9.815951,348,20,10,262,276,"213041360",86.5942,387,89.92248,20,80.12232
83,6,7.2289157,9,20.63492,4.878049,15.254237,87.80488,13,49,"Burnside",36,2,41,16.949152,4.8192773,3,"21461",1.5873016,7.3170733,40,10,1,73,63,"213041461",77.77778,59,67.79661,4,87.951805
166,9,5.4216866,15,12.121212,5.882353,11.627907,86.27451,12,83,"Burnside Heights",44,3,51,5.426357,3.0120482,4,"21462",4.040404,7.8431373,107,7,4,152,99,"213041462",83.83839,129,82.94574,5,91.56626
329,27,8.206687,33,10.197369,4.5454545,9.620992,89.204544,31,261,"Caroline Springs",314,16,352,8.746356,6.9908814,22,"21463",3.9473684,6.25,280,30,12,279,304,"213041463",85.85526,343,81.63265,23,84.80243
242,31,12.809917,33,6.9868994,11.023623,14.102564,76.77165,16,193,"Hoppers Crossing - North",195,28,254,6.4102564,9.917356,31,"21361",8.733624,12.204724,186,15,20,187,229,"213051361",84.27947,234,79.48718,24,77.27273
130,19,14.615385,19,14.705882,26.190475,16.964285,64.28571,10,49,"Laverton",27,11,42,12.5,9.230769,4,"21363",13.235294,9.523809,79,14,9,99,68,"213051363",72.05882,112,70.53571,12,76.15385
870,78,8.965517,80,9.128631,10.196078,11.713031,72.54902,44,390,"Tarneit",185,26,255,6.8814054,7.816092,44,"21365",9.958507,17.254902,556,47,48,724,482,"213051365",80.912865,683,81.40556,68,83.21839
648,57,8.796296,51,10.243902,9.195402,13.246754,81.60919,21,170,"Truganina",71,8,87,7.2727275,7.5617285,8,"21366",6.8292685,9.195402,306,28,14,542,205,"213051366",82.92683,385,79.48052,49,83.641975
132,15,11.363636,12,8.181818,8.7378645,11.650485,74.75728,9,95,"Werribee - South",77,9,103,12.621359,6.060606,17,"21368",5.4545455,16.504854,78,13,6,109,110,"213051368",86.36364,103,75.72816,8,82.57576
475,68,14.315789,64,11.044776,9.090909,15.384615,81.818184,37,267,"Wyndham Vale",180,20,220,7.451923,8.842105,20,"21369",9.253732,9.090909,321,31,31,365,335,"213051369",79.70149,416,77.16346,42,76.8421
291,38,13.058419,18,9.836065,7.5471697,9.090909,83.962265,12,103,"Point Cook - East",89,8,106,7.5757575,8.591065,9,"21464",5.7377048,8.490566,165,15,7,228,122,"213051464",84.42623,198,83.333336,25,78.35052
451,38,8.42572,53,9.090909,6.25,11.521739,85.197365,32,298,"Point Cook - North",259,19,304,5.869565,4.656319,26,"21465",6.25,8.552631,380,27,22,392,352,"213051465",84.65909,460,82.608696,21,86.91796
293,40,13.651877,37,14.919354,6.25,14.396887,81.25,37,178,"Werribee - East",208,16,256,8.171206,10.580205,32,"21467",13.306452,12.5,199,21,33,222,248,"213051467",71.77419,257,77.43191,31,75.76792
169,20,11.834319,18,14.728683,10.31746,12.857142,76.190475,19,102,"Werribee - West",96,13,126,12.142858,9.467456,17,"21468",6.2015505,13.492064,105,17,8,133,129,"213051468",79.06977,140,75.0,16,78.69823
287,36,12.543554,31,15.89404,10.788382,11.272727,74.6888,48,230,"Carrum Downs",180,26,241,10.909091,7.6655054,35,"21370",7.94702,14.522821,214,30,24,229,302,"214011370",76.15894,275,77.818184,22,79.79094
218,21,9.633027,20,10.377358,7.804878,8.333333,80.0,22,174,"Frankston",164,16,205,7.9166665,7.3394494,25,"21371",7.5471697,12.195122,201,19,16,181,212,"214011371",82.07547,240,83.75,16,83.02752
225,24,10.666667,35,14.41048,18.60465,14.644351,69.30232,33,163,"Frankston North",149,40,215,11.297071,12.888889,26,"21372",14.41048,12.093023,177,27,33,172,229,"214011372",71.17904,239,74.05858,29,76.44444
236,15,6.355932,21,7.4257426,3.7735848,9.952606,88.050316,15,179,"Frankston South",140,6,159,4.265403,2.118644,13,"21373",3.960396,8.176101,181,9,8,216,202,"214011373",88.61386,211,85.78199,5,91.52542
304,23,7.5657897,27,7.878788,5.944056,8.411215,85.66434,26,287,"Langwarrin",245,17,286,5.29595,3.618421,24,"21374",5.151515,8.391608,277,17,17,270,330,"214011374",86.969696,321,86.29283,11,88.81579
194,11,5.670103,14,8.045977,3.97351,8.333333,84.10596,14,144,"Seaford (Vic.)",127,6,151,7.7380953,3.6082475,18,"21375",9.195402,11.920529,141,13,16,176,174,"214011375",82.75862,168,83.92857,7,90.72165
180,16,8.888889,12,8.75,7.8014183,6.382979,83.68794,14,141,"Skye - Sandhurst",118,11,141,3.7234042,3.8888888,12,"21376",3.125,8.510638,169,7,5,157,160,"214011376",88.125,188,89.893616,7,87.22222
117,20,17.094017,12,9.638555,4.8192773,9.917356,71.084335,8,72,"Dromana",59,4,83,9.090909,5.982906,20,"21377",3.6144578,24.096386,98,11,3,90,83,"214021377",86.74699,121,80.99174,7,76.92308
52,11,21.153847,4,6.6666665,0.0,7.8431373,95.0,4,54,"Flinders",38,0,40,3.9215686,3.8461537,2,"21378",3.3333333,5.0,45,2,2,39,60,"214021378",90.0,51,88.23529,2,75.0
286,36,12.587413,33,16.040956,22.265625,15.942029,68.75,47,189,"Hastings - Somers",176,57,256,13.52657,13.286714,23,"21379",19.453924,8.984375,146,28,57,212,293,"214021379",64.50512,207,70.5314,38,74.12588
232,16,6.8965516,20,10.927153,8.2397,6.756757,78.27715,33,249,"Mornington",209,22,267,5.743243,8.189655,36,"21380",6.6225166,13.483146,259,17,20,197,302,"214021380",82.45033,296,87.5,19,84.913795
282,9,3.1914895,15,4.830918,1.7777778,5.597015,94.22222,10,195,"Mount Eliza",212,4,225,1.8656716,0.7092199,9,"21381",0.9661836,4.0,248,5,2,271,207,"214021381",94.202896,268,92.537315,2,96.09929
206,10,4.854369,20,11.587983,5.4545455,7.8125,87.27273,27,200,"Mount Martha",192,12,220,2.34375,1.9417475,16,"21382",2.5751073,7.2727275,230,6,6,192,233,"214021382",85.83691,256,89.84375,4,93.20388
169,17,10.059172,25,7.5757575,3.8709676,11.961722,86.451614,15,170,"Point Nepean",134,6,155,7.6555023,5.9171596,15,"21383",6.5656567,9.67742,168,16,13,142,198,"214021383",85.85859,209,80.382774,10,84.02367
209,30,14.354067,26,13.56784,6.122449,12.322275,76.53061,27,157,"Rosebud - McCrae",150,12,196,6.6350713,9.569378,34,"21384",7.5376883,17.34694,171,14,15,159,199,"214021384",78.89447,211,81.042656,20,76.07655
210,25,11.904762,16,7.329843,2.415459,9.195402,87.92271,14,165,"Somerville",182,5,207,6.321839,5.2380953,20,"21385",6.2827225,9.661836,147,11,12,174,191,"214021385",86.387436,174,84.48276,11,82.85714
