rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_lss_5_yrs_nm, number_businesses_industry_30_june_arts_recreation_services_num, business_exits_year_ended_30_june_number_non_employing_num, tourist_accommodation_establishments_30_june_15_rooms_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_pblc_admnstr_sfty_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_hvy_rgd_trcks_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_10_yrs_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_mtrcycls_nm, registered_motor_vehicles_type_vehicle_31_january_total_num, number_of_businesses_by_industry_as_at_30_june_retail_trade_num, bldng_apprvls_yr_endd_30_jne_ttl_vle_prvte_sctr_dwllng_unts_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_edctn_trnng_pc, nmbr_bsnsss_indstry_30_jne_admnstrtve_spprt_srvcs_nm, bldng_apprvls_yr_endd_30_jne_vle_prvte_sctr_hss_m, rsdntl_prprty_prcs_yr_endd_30_jne_hss_mdn_sle_prce, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnfctrng_pc, rsdntl_prprty_prcs_yr_endd_30_jne_hss_nmbr_trnsfrs_nm, nmbr_bsnsss_indstry_30_jne_elctrcty_gs_wtr_wste_srvcs_nm, number_businesses_industry_30_june_currently_unknown_num, number_businesses_30_june_total_number_of_businesses_num, sa2_name_2016, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bldng_apprvls_yr_endd_30_jne_prvte_sctr_dwllngs_excldng_hss_nm, bldng_aprvls_yr_end_30_jne_vle_prvte_sctr_dwlngs_excldng_hs_m, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_5_10_yrs_nm, number_businesses_30_june_of_employing_5_19_employees_num, business_entries_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_infrmt_mda_tlcmns_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_elctry_gs_wtr_wste_srvc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_rgd_trcks_nm, number_businesses_30_june_of_employing_20_employees_num, number_businesses_industry_30_june_wholesale_trade_num, building_approvals_year_ended_30_june_private_sector_houses_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_fncl_insrce_srvc_pc, number_of_businesses_by_industry_as_at_30_june_construction_num, nmbr_bsnsss_indstry_30_jne_pblc_admnstrtn_sfty_nm, nmbr_bsnsss_indstry_30_jne_hlth_cre_scl_assstnce_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, number_businesses_30_june_of_employing_1_4_employees_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_admnstrve_sprt_srvc_pc, registered_motor_vehicles_type_fuel_31_january_electric_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_acmdtn_fd_srvc_pc, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_whlsle_trde_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_arts_rctn_srvc_pc, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_manufacturing_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_nn_frght_crryng_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_cmprvns_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_prfsnl_scntf_tchnl_srvc, nmbr_bsnsss_indstry_30_jne_agrcltre_frstry_fshng_nm, nmbr_bsnsss_indstry_30_jne_fnncl_insrnce_srvcs_nm, building_approvals_year_ended_30_june_value_non_residential_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_srvcs_pc, nmbr_bsnsss_indstry_30_jne_infrmtn_mda_tlcmmnctns_nm, registered_motor_vehicles_type_vehicle_31_january_buses_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_rtl_trde_pc, building_approvals_year_ended_30_june_total_dwelling_units_num, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_of_by_total_num, business_entries_year_ended_30_june_number_non_employing_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_cnstrctn_pc, building_approvals_year_ended_30_june_value_of_total_building_m, number_businesses_30_june_of_non_employing_num, building_approvals_year_ended_30_june_value_residential_m, registered_motor_vehicles_type_vehicle_31_january_passenger_num, number_businesses_industry_30_june_services_num, nmbr_bsnsss_indstry_30_jne_trnsprt_pstl_wrhsng_nm, number_of_businesses_by_industry_as_at_30_june_mining_num, business_exits_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_trnsp_pstl_wrhsng_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_indqtly_dscrb_std_pc, nmbr_bsnsss_indstry_30_jne_accmmdtn_fd_srvcs_nm, rsdntl_prty_prcs_yr_end_30_jne_atchd_dwlngs_nmbr_trnsf_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_agrclte_frsty_fshng_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_artcltd_trcks_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_hlt_cre_scl_astnce_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_cmmrcl_nm, registered_motor_vehicles_type_fuel_31_january_lpgdualother_num, sa2_maincode_2016, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, nmbr_bsnsss_indstry_30_jne_rntl_hrng_rl_estte_srvcs_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_ttl_nm, rsdntl_prprty_prcs_yr_endd_30_jne_attchd_dwllngs_mdn_sle_prce, yr, registered_motor_vehicles_type_fuel_31_january_petrol_num, number_businesses_industry_30_june_education_training_num, nmbr_bsnsss_indstry_30_jne_prfssnl_scntfc_tchncl_srvcs_nm, bldng_apprvls_yr_endd_30_jne_ttl_prvte_sctr_dwllng_unts_nm, registered_motor_vehicles_type_fuel_31_january_diesel_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_rntl_hrng_rl_est_srvc_p
4730,21,282,null,null,52,4942,286,13496,265,148,null,140,23,1220000.0,null,125,5,4,3130,"Box Hill",3,333,125,3822,288,688,null,null,70,56,280,35,null,423,5,228,15,921,null,10,null,11,null,null,95,71,11,16,null,13,284,38,null,27,80,null,370,201,3130,475,null,188,1861,150,12135,117,163,3,393,null,null,195,259,null,null,null,849,197,"207031163",3,439,null,null,541944.0,2019,11403,54,381,368,1892,null
2569,14,117,null,null,22,2449,199,7185,49,62,null,47,20,1642444.0,null,81,3,null,1154,"Surrey Hills (East) - Mont Albert",null,76,42,2166,82,158,null,null,15,11,47,16,null,126,3,124,3,252,null,8,null,4,null,null,23,25,null,5,null,13,191,2,null,19,7,null,92,39,1154,113,null,65,801,63,6555,29,40,null,146,null,null,34,55,null,null,null,379,66,"207031167",null,139,null,null,729500.0,2019,5922,21,218,92,1191,null
3368,12,153,null,null,85,3222,183,9098,78,59,null,62,18,1179750.0,null,108,null,4,1231,"Burwood",null,146,41,2509,102,231,null,null,95,32,89,24,null,171,6,67,3,326,null,5,null,7,null,null,35,34,null,4,null,8,103,27,null,15,12,null,170,77,1231,150,null,87,765,61,7855,50,105,3,194,null,null,84,87,null,null,null,866,147,"207031165",null,153,null,null,730000.0,2019,7207,30,149,170,1740,null
2753,35,162,null,null,52,3224,320,8416,75,68,null,67,20,1155000.0,null,126,9,4,1567,"Cheltenham - Highett (West)",3,126,47,2436,142,214,null,null,52,55,79,26,null,290,3,76,3,428,null,3,null,4,null,null,28,77,5,13,null,6,168,4,null,25,7,null,152,45,1567,165,null,72,948,68,7164,73,50,3,197,null,null,40,106,null,3,null,801,167,"208011171",3,156,null,null,629500.0,2019,6892,24,307,152,1353,null
3828,37,148,null,null,21,3848,382,10835,71,55,null,48,35,1534000.0,null,163,3,6,1687,"Beaumaris",null,35,20,3158,107,208,null,null,30,26,65,36,null,256,3,99,3,430,null,15,null,null,null,null,27,36,null,21,null,19,297,6,null,22,11,null,71,34,1687,176,null,62,1123,56,9679,43,15,null,175,null,null,55,43,null,8,null,681,118,"208011168",null,182,null,null,865000.0,2019,8774,40,395,71,1933,null
1143,3,37,null,null,19,1589,153,3856,20,7,null,14,6,750000.0,null,54,3,3,372,"Chelsea Heights",null,8,2,1121,26,57,null,null,17,9,21,16,null,91,null,25,null,116,null,null,null,null,null,null,10,23,null,9,null,3,23,17,null,3,3,null,24,10,372,47,null,24,219,8,3255,16,25,null,56,null,null,9,19,null,null,null,398,89,"208031187",null,25,null,null,602500.0,2019,3153,12,56,24,612,null
7200,59,412,null,null,45,5645,565,18018,194,203,null,131,129,2622500.0,null,254,3,15,4281,"Brighton (Vic.)",5,82,73,5167,273,572,null,null,45,67,162,62,null,404,10,418,12,917,null,48,null,11,null,null,77,61,3,26,null,69,687,21,null,66,31,null,144,119,4281,435,null,228,3024,207,16462,97,57,null,505,null,null,120,202,null,null,null,848,139,"208011169",3,809,null,null,1100000.0,2019,14394,64,856,144,3445,null
4276,48,173,null,null,16,3832,337,11507,109,77,null,66,51,1700000.0,null,184,null,6,1900,"Brighton East",null,35,26,3400,89,282,null,null,25,25,74,41,null,221,null,138,12,458,null,22,null,3,null,null,34,26,3,11,null,22,286,59,null,30,5,null,76,53,1900,220,null,137,1335,78,10487,55,60,null,210,null,null,39,40,null,null,null,618,121,"208011170",null,253,null,null,830000.0,2019,9436,40,431,76,1936,null
4329,42,238,null,null,29,4452,405,12352,129,136,null,79,55,1817500.0,null,190,5,3,2107,"Hampton",3,151,81,3571,150,318,null,null,32,26,64,43,null,237,9,216,5,542,null,9,null,4,null,null,44,41,null,16,null,25,264,5,null,20,40,null,194,65,2107,249,null,143,1385,138,11115,85,63,3,294,null,null,85,163,null,null,null,713,168,"208011172",null,216,null,null,670000.0,2019,10095,48,485,194,2082,null
4456,32,206,null,null,49,4527,465,12727,123,75,null,63,41,1780000.0,null,143,5,3,2116,"Sandringham - Black Rock",3,55,34,3746,128,295,null,null,33,21,64,26,null,259,6,126,6,539,null,10,null,7,null,null,45,52,4,27,null,32,315,10,null,42,17,null,81,72,2116,220,null,85,1428,75,11313,59,41,null,263,null,null,86,168,null,4,null,826,162,"208011173",null,263,null,null,782500.0,2019,10242,45,503,81,2321,null
1811,6,83,null,null,46,2312,144,5689,33,33,null,34,12,1065650.0,null,39,null,null,596,"Hughesdale",null,53,20,1565,38,106,null,null,51,5,13,19,null,107,null,28,3,136,null,3,null,3,null,null,9,20,9,6,null,3,52,null,null,3,38,null,72,13,596,84,null,34,414,33,4846,22,70,null,94,null,null,22,78,null,6,null,542,186,"208021180",null,65,null,null,616750.0,2019,4623,16,93,72,876,null
5604,37,225,null,null,43,5577,467,15603,158,137,null,82,46,1379000.0,null,228,4,4,2407,"Bentleigh - McKinnon",null,224,91,4419,162,370,null,null,37,34,119,51,null,344,11,160,8,627,null,12,null,4,null,null,66,59,null,17,null,16,259,19,null,37,15,null,275,91,2407,274,null,157,1585,137,14107,63,145,null,296,null,null,102,209,null,8,null,904,219,"208021174",null,290,null,null,700000.0,2019,13284,36,489,275,2090,null
3543,22,183,null,null,29,4325,290,11095,94,70,null,83,14,1242500.0,null,71,3,5,1589,"Carnegie",3,198,56,3223,91,305,null,null,32,20,65,14,null,229,4,108,3,359,null,12,null,6,null,null,38,39,3,13,null,4,123,42,null,16,18,null,212,45,1589,254,null,114,1127,72,10093,60,167,null,224,null,null,77,270,null,null,null,617,192,"208021176",null,168,null,null,548000.0,2019,9646,25,297,212,1241,null
4537,64,352,null,null,39,4684,353,12994,142,111,null,115,52,1875000.0,null,146,6,18,3719,"Caulfield - North",null,124,59,3770,176,461,null,null,37,41,113,23,null,325,10,356,10,663,null,20,null,15,null,null,52,64,null,17,null,21,582,25,null,50,23,null,147,74,3719,371,null,136,2834,112,11986,73,87,null,413,null,null,94,178,null,13,null,523,154,"208021177",3,979,null,null,678000.0,2019,11291,48,574,147,1531,null
3066,15,138,null,null,24,3278,254,8882,88,28,null,67,14,1323500.0,null,65,3,7,1288,"Ormond - Glen Huntly",null,39,14,2537,86,234,null,null,23,8,52,16,null,143,4,93,3,301,null,7,null,4,null,null,36,18,null,10,null,8,102,3,null,13,11,null,55,35,1288,192,null,30,888,27,8047,39,157,null,171,null,null,71,171,null,3,null,508,135,"208021182",null,129,null,null,610500.0,2019,7621,21,250,55,1117,null
3312,18,167,null,null,40,4089,268,10444,88,118,null,67,32,1200000.0,null,178,4,3,1429,"Bentleigh East (North)",null,256,86,3043,87,214,null,null,32,27,78,55,null,233,6,103,4,359,null,12,null,4,null,null,35,45,null,13,null,10,115,2,null,17,16,null,311,32,1429,176,null,121,969,118,9265,64,82,null,205,null,null,70,87,null,3,null,804,174,"208021426",null,163,null,null,740000.0,2019,8901,24,243,311,1361,null
2959,13,129,null,null,35,3655,239,9335,85,66,null,52,20,1088000.0,null,177,3,3,1069,"Bentleigh East (South)",null,135,46,2720,43,169,null,null,28,10,35,36,null,213,3,57,3,320,null,11,null,3,null,null,20,16,null,12,null,3,103,2,null,9,14,null,171,37,1069,129,null,69,697,67,8280,49,88,null,145,null,null,47,77,null,3,null,719,155,"208021427",null,87,null,null,710000.0,2019,7956,15,188,171,1216,null
14,10,83,null,null,null,21,null,49,86,null,null,30,null,null,null,null,5,4,1358,"Braeside",4,null,null,14,296,108,null,null,null,144,216,null,null,147,6,3,4,296,null,null,null,10,null,null,14,261,null,null,null,9,114,19,null,4,null,null,null,23,1358,76,null,19,626,null,41,67,32,null,107,null,null,25,null,null,null,null,5,null,"208031184",null,230,null,null,null,2019,40,12,101,null,8,null
3040,9,126,null,null,96,3805,470,9607,53,23,null,38,15,865000.0,null,147,3,3,1050,"Carrum - Patterson Lakes",null,32,9,2753,71,128,null,null,63,8,47,19,null,250,3,70,3,291,null,9,null,4,null,null,37,48,3,30,null,11,113,3,null,5,19,null,51,30,1050,102,null,27,683,25,7828,50,49,null,166,null,null,42,73,null,null,null,1091,247,"208031185",null,133,null,null,622750.0,2019,7546,11,99,51,1811,null
3046,20,120,null,null,51,4237,407,10278,44,43,null,36,18,852500.0,null,127,null,null,895,"Chelsea - Bonbeach",null,73,25,2988,55,145,null,null,46,7,30,32,null,265,3,44,null,233,null,4,null,null,null,null,29,24,3,23,null,null,81,5,null,4,9,null,105,28,895,114,null,49,600,44,8676,27,50,null,149,null,null,36,228,null,null,null,1060,237,"208031186",null,71,null,null,562500.0,2019,8405,19,139,105,1632,null
6060,46,284,null,null,145,7152,516,18475,184,64,null,94,33,946500.0,null,216,5,11,2703,"Cheltenham - Highett (East)",5,85,32,5259,305,422,null,null,147,83,206,60,null,430,4,146,12,754,null,6,null,10,null,null,59,175,10,24,null,15,237,23,null,23,22,null,145,105,2703,308,null,88,1561,65,15625,151,161,3,358,null,null,143,237,null,18,null,1967,458,"208031188",null,280,null,null,577000.0,2019,14926,52,347,145,3084,null
2792,23,137,null,null,34,3178,251,8404,79,34,null,56,19,1450000.0,null,74,3,8,1397,"Ivanhoe",null,37,15,2430,119,210,null,null,26,21,51,16,null,144,5,176,5,327,null,12,null,7,null,null,21,34,null,7,null,15,157,41,null,13,4,null,53,38,1397,159,null,76,933,35,7518,43,60,null,167,null,null,58,105,null,16,null,540,120,"209011200",null,173,null,null,615000.0,2019,6984,34,276,53,1292,null
3912,17,147,null,null,61,5150,527,12704,63,28,null,57,24,883500.0,null,144,null,5,1484,"Montmorency - Briar Hill",3,9,3,3649,102,193,null,null,36,13,32,33,null,391,3,78,null,419,null,8,null,5,null,null,29,41,4,26,null,9,190,4,null,22,30,null,43,51,1484,133,null,33,946,30,10633,73,54,null,176,null,null,52,117,null,8,null,1384,285,"209011202",null,139,null,null,620000.0,2019,10251,27,241,42,2174,null
4136,13,108,null,null,61,4939,431,12949,53,57,null,52,16,850000.0,null,197,3,4,1074,"Viewbank - Yallambie",null,100,41,3865,44,170,null,null,46,6,42,24,null,248,4,69,3,264,null,7,null,null,null,null,30,20,null,11,null,11,96,39,null,17,33,null,125,23,1074,140,null,97,762,58,11303,37,70,3,144,null,null,34,60,null,3,null,1063,204,"209011203",null,89,null,null,636500.0,2019,10857,24,197,124,1888,null
4406,22,232,null,null,195,9061,583,18278,84,63,null,122,21,720000.0,null,214,6,6,1791,"Reservoir - East",null,153,41,4807,81,414,null,null,127,9,48,50,null,431,17,80,5,389,null,8,null,3,null,null,53,50,10,19,null,3,78,6,null,14,43,null,208,65,1791,346,null,72,1311,66,15376,74,393,null,292,null,null,65,236,null,24,null,1900,614,"209021207",null,98,null,null,540000.0,2019,15311,21,179,203,2345,null
3199,16,103,null,null,115,3922,363,10047,41,59,null,42,29,1000000.0,null,128,3,3,945,"Edithvale - Aspendale",3,77,30,2920,53,162,null,null,89,12,30,33,null,250,null,46,3,250,null,4,null,null,null,null,18,26,6,19,null,11,86,7,null,10,13,null,110,41,945,116,null,66,634,59,8225,41,42,null,122,null,null,25,87,null,14,null,1202,222,"208031189",null,98,null,null,710000.0,2019,7937,19,159,110,1884,null
null,3,null,null,null,null,null,null,null,6,null,null,3,null,null,null,null,null,null,104,"Moorabbin Airport",null,null,null,null,16,16,null,null,null,18,13,null,null,null,null,null,null,21,null,null,null,3,null,null,3,16,null,null,null,null,6,28,null,null,null,null,null,4,104,5,null,28,50,null,null,null,19,null,5,null,null,3,null,null,null,null,null,null,"208031192",null,15,null,null,null,2019,null,13,5,null,null,null
3889,38,239,null,null,173,8043,518,16202,116,39,null,92,20,750000.0,null,181,14,6,2058,"Reservoir - West",null,79,19,4267,151,385,null,null,112,27,82,41,null,433,7,73,6,466,null,7,null,3,null,null,35,127,9,17,null,10,119,42,null,12,38,null,120,63,2058,319,null,81,1418,39,13631,107,311,null,288,null,null,82,135,null,22,null,1681,547,"209021208",null,252,null,null,575500.0,2019,13573,22,164,120,2075,null
3548,19,135,null,null,101,4157,312,10670,66,18,null,55,13,1016250.0,null,81,3,3,1233,"Mentone",3,11,5,2956,87,167,null,null,88,21,52,21,null,208,3,72,5,344,null,5,null,3,null,null,26,51,3,16,null,7,118,23,null,14,29,null,37,39,1233,123,null,45,782,22,9115,62,68,3,176,null,null,46,146,null,5,null,992,195,"208031190",null,143,null,null,592500.0,2019,8689,27,215,32,1781,null
4169,25,168,null,null,253,4014,242,11181,210,16,null,69,10,960000.0,null,101,9,3,2304,"Moorabbin - Heatherton",4,15,6,3006,323,306,null,null,261,135,253,24,null,346,5,75,17,658,null,9,null,11,null,null,62,216,8,13,null,18,167,44,null,10,118,null,39,80,2304,214,null,61,1185,17,8247,172,88,null,250,null,null,64,66,null,60,null,1978,304,"208031191",null,275,null,null,630000.0,2019,7845,33,254,39,3029,null
5629,37,212,null,null,271,6308,565,16835,111,60,null,65,29,1100000.0,null,186,10,4,2127,"Mordialloc - Parkdale",3,67,31,4891,180,275,null,null,203,56,131,39,null,414,6,98,5,612,null,7,null,3,null,null,56,153,15,28,null,8,192,12,null,19,26,null,106,75,2127,199,null,74,1272,61,13474,99,94,null,270,null,null,75,191,null,38,null,2215,360,"208031193",null,259,null,null,643000.0,2019,12963,30,316,106,3505,null
2235,11,87,null,null,106,2714,243,6932,52,36,null,19,12,792500.0,null,85,3,5,838,"Airport West",3,79,24,1983,113,112,null,null,63,9,42,27,null,164,3,33,4,255,null,null,null,9,null,null,24,83,10,75,null,4,56,6,null,6,33,null,106,25,838,82,null,42,458,36,5252,90,62,null,115,null,null,30,67,null,9,null,1145,189,"210011226",3,98,null,null,628500.0,2019,5424,15,73,106,1319,null
6294,38,315,null,null,61,4709,321,15387,185,282,null,143,66,2301000.0,null,154,15,16,3529,"Malvern - Glen Iris",3,502,216,4383,284,433,null,null,82,64,125,13,null,283,3,508,15,762,null,30,null,10,null,null,55,73,null,9,null,51,519,18,null,42,53,null,515,63,3529,363,null,302,2418,284,13965,77,87,3,386,null,null,96,231,null,4,null,890,146,"208041194",null,575,null,null,610250.0,2019,12118,48,638,515,3103,null
3756,6,145,null,null,212,5047,483,12306,52,75,null,85,75,523500.0,null,266,7,3,1094,"Cranbourne West",null,null,null,3494,37,326,null,null,70,3,22,243,null,220,13,34,3,201,null,5,null,5,null,null,18,24,5,26,null,9,22,38,null,3,40,null,243,45,1094,281,null,113,851,75,9990,49,400,null,164,null,null,35,17,null,43,null,1436,465,"212031304",null,36,null,null,392500.0,2019,9645,10,61,243,2192,null
4856,41,238,null,null,53,4721,313,13588,115,118,null,111,72,1790550.0,null,178,3,15,2599,"Malvern East",null,110,46,4005,170,367,null,null,50,40,73,32,null,260,4,288,9,586,null,13,null,10,null,null,39,43,3,15,null,40,356,50,null,25,15,null,142,67,2599,295,null,170,1799,120,12281,63,97,3,285,null,null,103,150,null,9,null,851,177,"208041195",3,357,null,null,632000.0,2019,11085,44,545,142,2320,null
2275,7,82,null,null,54,3082,221,7447,45,6,null,34,4,700000.0,null,89,3,3,855,"Bundoora - East",null,11,2,2091,65,148,null,null,39,7,39,5,null,224,3,72,3,227,null,4,null,null,null,null,22,28,null,7,null,5,49,4,null,5,175,null,16,30,855,113,null,11,543,7,6254,44,75,null,103,null,null,36,22,null,3,null,688,181,"209011196",3,80,null,null,515000.0,2019,6092,5,91,16,1170,null
4923,20,171,null,null,151,6412,612,15997,112,32,null,49,17,808000.0,null,209,4,3,1681,"Greensborough",null,46,15,4656,126,235,null,null,67,28,45,21,null,441,8,92,5,537,null,4,null,6,null,null,35,55,9,26,null,8,171,6,null,8,35,null,67,59,1681,170,null,39,994,33,13323,71,74,3,215,null,null,50,83,null,12,null,1766,363,"209011197",null,146,null,null,632500.0,2019,12889,31,273,67,2740,null
786,3,23,null,null,74,1667,205,3256,22,1,null,15,1,725000.0,null,28,null,null,357,"Hurstbridge",null,null,null,797,28,39,null,null,18,5,6,1,null,144,null,21,null,112,null,4,null,null,null,null,7,12,null,11,null,4,12,null,null,null,8,null,1,10,357,31,null,2,208,2,2243,16,7,null,34,null,null,14,null,null,10,null,694,111,"209031210",null,28,null,null,null,2019,2235,4,39,1,910,null
989,3,26,null,null,96,2030,356,4059,17,8,null,17,8,532500.0,null,28,3,3,375,"Kinglake",null,null,null,1038,20,45,null,null,31,9,13,19,null,128,null,5,3,120,null,null,null,null,null,null,18,23,3,16,null,46,20,null,null,3,21,null,19,18,375,28,null,9,234,8,2571,19,15,3,45,null,null,11,null,null,10,null,960,206,"209031211",null,18,null,null,null,2019,2644,null,28,19,1214,null
3544,21,142,null,null,51,4118,314,10855,67,84,null,68,23,1033750.0,null,129,6,6,1519,"Heidelberg - Rosanna",3,216,61,3191,119,225,null,null,40,31,43,29,null,223,7,242,5,423,null,7,null,5,null,null,19,36,null,11,null,7,161,31,null,9,17,null,245,58,1519,154,null,115,949,85,9607,41,67,null,178,null,null,75,143,null,null,null,814,173,"209011198",null,148,null,null,673000.0,2019,9087,37,272,245,1590,null
1301,22,59,null,null,135,2620,367,5241,24,5,null,30,5,841500.0,null,5,3,null,724,"Panton Hill - St Andrews",null,null,null,1314,40,81,null,null,54,9,28,7,null,204,null,17,null,225,null,8,null,3,null,null,18,29,null,10,null,72,56,2,null,10,8,null,7,19,724,60,null,8,458,6,3513,24,16,null,81,null,null,7,null,null,12,null,1140,180,"209031212",null,71,null,null,null,2019,3425,10,103,7,1629,null
2649,16,73,null,null,177,3315,441,8347,45,23,null,36,23,850000.0,null,71,4,null,1046,"Plenty - Yarrambat",null,null,null,2369,56,126,null,null,69,19,31,27,null,303,6,49,null,286,null,4,null,3,null,null,25,32,7,14,null,17,114,1,null,9,22,null,27,33,1046,94,null,25,691,25,6303,42,56,null,99,null,null,19,9,null,40,null,1266,232,"209031213",null,131,null,null,339500.0,2019,6222,8,128,27,1886,null
3114,14,132,null,null,136,5043,371,11141,92,49,null,63,17,732500.0,null,155,3,5,1550,"Heidelberg West",3,117,33,2975,157,258,null,null,114,61,84,39,null,259,12,97,5,347,null,5,null,4,null,null,30,161,7,16,null,12,77,18,null,14,135,null,178,45,1550,204,null,73,985,55,8868,92,231,3,168,null,null,46,166,null,12,null,1470,394,"209011199",3,136,null,null,568000.0,2019,8783,17,138,156,1952,null
1795,23,72,null,null,76,2518,313,5984,26,9,null,31,9,890000.0,null,42,3,3,867,"Research - North Warrandyte",null,null,null,1667,60,91,null,null,43,7,26,7,null,209,5,41,null,244,null,3,null,3,null,null,20,36,5,11,null,23,97,null,null,5,10,null,7,18,867,72,null,10,550,10,4728,20,20,null,84,null,null,17,7,null,4,null,793,133,"209031214",null,85,null,null,655000.0,2019,4417,20,170,7,1433,null
2497,11,73,null,null,81,3911,264,8938,25,5,null,30,4,627500.0,null,115,9,null,703,"Mill Park - South",null,3,1,2528,26,150,null,null,37,5,23,10,null,187,3,44,null,167,null,null,null,3,null,null,8,9,5,6,null,null,44,5,null,3,7,null,13,31,703,121,null,10,503,5,7649,26,129,null,82,null,null,34,13,null,12,null,877,245,"209041221",null,48,null,null,455500.0,2019,7499,11,74,13,1195,null
1865,13,90,null,null,25,2144,166,5661,60,40,null,37,39,1877500.0,null,96,3,3,1173,"Ivanhoe East - Eaglemont",null,5,1,1650,73,147,null,null,19,9,30,25,null,128,6,140,4,274,null,6,null,5,null,null,25,24,null,5,null,17,174,null,null,16,6,null,30,21,1173,118,null,40,819,40,5037,19,24,null,117,null,null,23,25,null,6,null,394,85,"209011201",null,215,null,null,670000.0,2019,4721,15,220,30,850,null
1815,10,60,null,null,35,2845,232,6551,34,9,null,22,7,720250.0,null,91,null,3,526,"Watsonia",null,9,3,1896,32,65,null,null,21,6,13,9,null,160,3,22,3,144,null,3,null,3,null,null,14,9,null,10,null,null,52,3,null,11,13,null,18,12,526,52,null,13,338,10,5533,35,40,null,77,null,null,13,16,null,null,null,710,157,"209011204",null,38,null,null,475000.0,2019,5506,8,56,18,882,null
2361,9,117,null,null,51,3122,239,7671,46,7,null,45,5,797500.0,null,81,4,null,819,"Kingsbury",null,7,1,2188,34,202,null,null,37,4,31,10,null,145,3,49,3,197,null,4,null,null,null,null,31,25,null,7,null,8,55,151,null,4,145,null,17,33,819,169,null,158,582,7,6487,37,126,null,155,null,null,36,107,null,3,null,698,171,"209021205",null,80,null,null,393750.0,2019,6314,13,105,17,1183,null
4459,11,138,null,null,341,7770,1122,16551,52,155,null,38,141,500000.0,null,226,null,3,1223,"Wallan",null,68,14,4295,65,240,null,null,127,7,34,451,null,386,4,38,3,379,null,8,null,4,null,null,32,71,25,44,null,38,53,31,null,6,32,null,519,46,1223,186,null,189,770,157,11625,64,192,5,180,null,null,34,24,null,118,null,3109,836,"209041224",null,83,null,null,330000.0,2019,11560,18,99,519,4138,null
2102,5,70,null,null,241,3994,629,8150,37,37,null,24,37,582500.0,null,69,6,3,772,"Whittlesea",null,2,null,2036,54,95,null,null,62,9,14,118,null,265,3,25,5,237,null,4,null,3,null,null,30,29,14,23,null,52,55,5,null,13,50,null,120,27,772,69,null,44,476,38,5283,45,48,3,100,null,null,20,10,null,34,null,1825,356,"209041225",null,76,null,null,390000.0,2019,5388,16,53,120,2402,null
6018,16,139,null,null,156,5768,696,16779,55,117,null,69,111,590000.0,null,405,4,null,1237,"Doreen",null,25,7,4971,56,279,null,null,57,5,29,359,null,444,4,64,4,385,null,7,null,null,null,null,40,31,7,19,null,3,64,7,null,9,14,null,384,55,1237,215,null,125,790,118,13874,78,137,null,183,null,null,37,null,null,24,null,1931,406,"209041430",null,56,null,null,null,2019,13379,16,112,384,2984,null
