m1_carasdriv_maopdv, m1_tram_inc_lr_tot, m2_trncaraspa_tot, m1_train_lab, m2_trncaraspa_mng, m1_train_maopdv, m1_wlkonly_claw, m1_tot_m1_mng, m2_trnoth_tot, m1_oth_tot, m1_caraspas_idns, m1_carasdriv_mng, m2_trnoth_lab, m1_taxi_idns, m2_trnoth_mng, m2_trntrm_inc_lr_mng, m2_trnfer_claw, m1_train_pro, m2_trnbus_claw, m2_trncarasdriv_mng, m1_wlkonly_idns, m2_trn_and_tot_lab, m1_ferry_swks, m1_truck_swks, m1_bicycle_mng, m2_trn_and_tot_pro, m1_tram_inc_lr_mng, m1_tram_inc_lr_claw, m2_trnoth_pro, m2_trncaraspa_copsw, m2_trnoth_tectw, m2_trnbus_idns, m1_ferry_copsw, m1_carasdriv_copsw, m1_train_tot, m2_trncaraspa_idns, m2_trnbus_maopdv, m1_caraspas_copsw, m2_trnfer_mng, m1_tot_m1_claw, m1_caraspas_tot, m1_taxi_maopdv, m1_bus_mng, m2_trncarasdriv_claw, m2_trn_and_tot_copsw, m1_carasdriv_pro, m1_bicycle_claw, m1_mbikescoot_copsw, m1_bicycle_idns, m1_ferry_tot, m2_trnbus_pro, m1_bicycle_maopdv, m2_trnoth_claw, m1_oth_lab, m1_tram_inc_lr_tectw, m1_ferry_lab, m1_taxi_tectw, m1_taxi_claw, m1_oth_pro, m1_train_mng, m2_trntrm_inc_lr_maopdv, m1_truck_tot, sa4_name16, m1_caraspas_mng, m1_wlkonly_pro, m1_oth_maopdv, m1_caraspas_swks, m2_trn_and_tot_maopdv, m1_caraspas_claw, m1_tram_inc_lr_copsw, m1_mbikescoot_claw, m1_wlkonly_lab, m1_train_idns, m1_tram_inc_lr_idns, m2_trn_and_tot_swks, m2_trncaraspa_tectw, m1_bus_lab, m2_trncaraspa_swks, m1_mbikescoot_tectw, m1_bicycle_copsw, m2_trnbus_tectw, m2_trn_and_tot_claw, m1_oth_claw, m2_trnfer_copsw, m1_bus_tot, m1_bus_idns, m1_truck_mng, m1_truck_claw, m2_trnbus_lab, m2_trntrm_inc_lr_lab, m2_trn_and_tot_tot, m2_trnfer_tectw, m2_trncaraspa_lab, m2_trntrm_inc_lr_idns, m2_trnbus_tot, m1_caraspas_pro, m2_trnfer_maopdv, m2_trntrm_inc_lr_tot, m1_bus_copsw, m2_trnfer_pro, m1_bus_claw, m1_oth_mng, m2_trnbus_swks, m2_trncaraspa_maopdv, m1_truck_maopdv, m1_wlkonly_tectw, m1_train_tectw, m1_bicycle_pro, m2_trncarasdriv_maopdv, m2_trnoth_swks, m1_carasdriv_idns, m1_wlkonly_swks, m1_carasdriv_lab, m2_trncarasdriv_copsw, m2_trncaraspa_pro, m2_trnoth_maopdv, m1_ferry_pro, m1_ferry_claw, m1_bus_maopdv, m2_trnfer_idns, m1_tot_m1_idns, m1_wlkonly_copsw, m1_carasdriv_tot, m1_tot_m1_tot, m1_train_claw, m1_tram_inc_lr_swks, m1_oth_tectw, m1_wlkonly_tot, m1_tot_m1_copsw, m1_mbikescoot_idns, m2_trncarasdriv_pro, m2_trntrm_inc_lr_copsw, m2_trnfer_tot, m2_trn_and_tot_idns, m1_tot_m1_tectw, m1_train_swks, m2_trntrm_inc_lr_pro, m1_ferry_tectw, m1_ferry_maopdv, m1_wlkonly_maopdv, m2_trncarasdriv_idns, m1_taxi_lab, m1_bicycle_swks, m1_bus_swks, m1_carasdriv_tectw, m2_trnfer_swks, m1_mbikescoot_lab, m1_taxi_pro, m1_mbikescoot_maopdv, m1_ferry_idns, m1_bicycle_tot, m1_caraspas_lab, m2_trncarasdriv_swks, m1_tot_m1_swks, m1_truck_copsw, m1_bicycle_lab, m1_mbikescoot_mng, m1_carasdriv_claw, m1_truck_idns, m1_mbikescoot_pro, m1_caraspas_maopdv, m1_train_copsw, m2_trntrm_inc_lr_swks, m1_mbikescoot_tot, m1_bus_pro, m1_oth_copsw, m1_tot_m1_maopdv, m1_tram_inc_lr_lab, m1_mbikescoot_swks, m1_tot_m1_pro, m1_taxi_swks, m2_trn_and_tot_tectw, m1_oth_idns, m2_trncarasdriv_tectw, m2_trncarasdriv_tot, m1_tram_inc_lr_pro, m2_trnbus_copsw, m1_ferry_mng, m2_trnfer_lab, m2_trnbus_mng, m2_trncarasdriv_lab, m1_oth_swks, m1_truck_lab, m1_tot_m1_lab, m1_bus_tectw, m1_caraspas_tectw, m2_trnoth_copsw, m1_carasdriv_swks, m1_truck_pro, m1_taxi_copsw, m1_bicycle_tectw, m1_tram_inc_lr_maopdv, m2_trn_and_tot_mng, m1_wlkonly_mng, m1_taxi_mng, m1_truck_tectw, m2_trnoth_idns, m2_trntrm_inc_lr_tectw, sa4_code16, m2_trntrm_inc_lr_claw, m2_trncaraspa_claw, m1_taxi_tot
7437,15,119,278,5,119,244,11339,61,481,73,10322,9,3,4,0,0,184,95,7,28,188,0,26,71,144,4,0,16,15,9,8,3,7863,1330,3,41,574,0,13734,4970,60,101,43,94,14829,74,91,17,21,64,101,5,50,3,0,13,9,85,77,0,927,"Brisbane - North",334,310,72,962,83,549,0,149,328,45,4,133,9,278,14,294,52,46,152,82,0,1704,24,66,41,122,0,948,0,27,0,569,492,0,0,291,0,177,57,93,12,314,197,127,163,16,0,1022,328,7315,15,22,11,5,0,72,0,1283,332,80571,94270,193,0,49,2022,9421,31,46,0,3,15,13575,166,0,4,3,86,0,19,43,433,11833,0,133,29,263,0,703,1076,26,9791,0,79,107,12215,17,205,381,152,0,1329,194,46,8902,0,65,16508,16,77,23,14,201,0,58,3,0,36,25,20,154,9712,131,533,7,7732,13,14,102,0,61,171,22,303,0,0,"302",0,8,194
10662,7,106,172,8,62,318,15732,59,673,106,14209,9,3,0,0,0,432,145,21,56,105,3,32,85,325,0,0,20,14,13,6,0,10174,1466,0,25,880,0,19153,7337,92,243,66,126,23863,58,112,13,26,173,62,3,58,0,0,11,28,129,105,0,1086,"Brisbane - South",493,740,60,1266,45,921,0,155,432,35,0,101,6,538,10,272,81,46,233,80,0,4569,71,115,59,77,0,1119,0,10,0,676,1046,0,0,748,0,628,88,72,3,451,302,158,463,6,8,1461,454,7487,23,28,4,5,3,112,0,1838,645,108678,129982,271,0,119,3319,12923,32,108,0,0,13,16819,72,0,0,3,125,0,27,67,878,14499,0,114,42,283,0,1065,1320,17,12603,3,105,102,16636,19,308,576,162,0,1472,1017,72,12484,0,84,28056,17,96,33,34,277,0,89,3,0,47,4,36,120,10379,334,724,6,9694,6,30,129,0,77,248,36,277,5,0,"303",0,25,282
1114,4,49,86,3,16,196,5381,20,324,29,4414,0,3,3,0,0,220,80,17,34,59,3,6,138,312,0,0,10,13,0,0,8,5976,885,0,3,499,0,4718,2554,11,131,18,100,8837,80,147,14,112,251,35,3,11,0,0,9,3,93,75,0,219,"Brisbane - West",199,634,10,492,3,226,0,42,242,7,0,76,6,181,9,109,170,36,113,30,0,2397,36,32,4,46,0,791,0,6,0,579,460,0,0,263,0,290,55,48,0,46,182,82,600,0,0,419,295,2155,17,10,0,69,13,33,0,562,724,34870,45924,85,0,41,2646,8015,11,44,0,0,3,5534,160,0,4,0,91,3,5,31,359,4601,0,40,11,39,3,1207,380,11,5013,0,61,73,3743,5,119,60,156,0,629,983,57,1460,0,46,12033,11,66,17,20,140,0,73,8,0,35,6,9,33,3200,130,208,3,3603,3,5,86,0,59,248,5,83,0,0,"304",0,4,65
3489,49,1759,1267,204,238,2015,36343,627,1501,193,22648,34,22,105,0,13,12562,969,1354,187,578,101,12,1103,6145,8,5,261,87,61,77,126,11389,35139,22,47,1213,8,46026,13602,41,3728,3350,973,40804,734,451,88,2048,1384,74,90,72,6,46,42,83,458,3743,0,571,"Brisbane Inner City",1656,5295,50,983,126,3027,0,520,1020,704,4,743,109,1895,99,679,431,287,4978,191,9,36645,551,65,23,316,0,16870,4,67,0,4019,4228,0,8,2804,16,9263,332,258,16,122,1013,2058,3698,43,20,1556,1042,6278,477,591,17,891,427,229,0,3486,1835,127427,243701,10740,0,137,14493,20514,67,3884,0,51,262,21799,1760,0,82,10,119,157,20,171,2641,14056,3,196,313,107,38,7118,1108,360,15180,3,291,590,18991,11,1551,178,2071,0,4298,13586,116,4650,0,137,83417,54,1078,72,620,10402,20,363,330,3,323,159,84,97,12287,1954,1016,35,8211,11,77,534,0,1986,1970,163,228,3,0,"305",3,557,811
3972,12,4,3,0,0,301,10103,0,783,85,8134,0,7,0,0,0,4,0,0,62,4,7,13,150,3,4,0,0,0,0,0,9,8762,22,0,0,873,0,10636,6308,23,105,0,4,12619,122,123,31,60,0,83,0,107,0,10,28,27,122,3,0,658,"Cairns",474,634,50,1203,3,624,0,55,624,3,0,3,0,625,0,188,310,0,3,43,0,1489,18,101,19,0,0,28,0,0,0,0,699,0,0,189,0,88,176,0,0,224,407,0,298,3,0,791,422,6737,0,0,0,4,4,54,0,1041,722,66861,83110,5,0,114,4126,11134,13,3,0,0,0,11801,0,0,12,3,156,0,34,138,210,9896,0,103,33,94,4,1679,1538,0,8709,3,311,118,9360,8,114,210,0,0,869,89,102,4868,0,61,14628,27,6,21,3,15,3,0,3,0,0,0,34,95,10186,110,605,0,6593,4,51,242,0,0,806,25,192,0,0,"306",0,0,253
3328,8,0,3,0,0,232,6339,8,724,33,4627,0,3,0,0,0,3,3,0,45,3,0,17,27,4,0,0,0,0,0,0,0,3156,19,0,0,247,0,4477,3194,8,13,0,3,4741,26,13,3,3,0,35,0,103,0,0,3,0,37,4,0,888,"Darling Downs - Maranoa",180,372,76,438,0,237,0,15,558,3,3,0,0,43,0,70,30,6,5,46,0,342,10,148,12,0,0,30,0,0,0,11,245,0,0,14,0,19,252,0,0,423,419,0,55,0,0,377,253,5436,0,0,0,0,0,133,0,507,335,33697,43040,3,0,139,3390,3866,0,0,0,0,0,7018,0,0,0,0,209,0,15,21,12,5638,0,62,0,39,0,365,1039,0,3289,4,86,110,3887,14,26,326,0,0,351,26,51,4583,0,11,5522,16,5,19,0,13,0,0,0,0,0,0,8,98,7447,71,445,0,2504,4,11,74,0,0,952,9,165,0,0,"307",0,0,68
6931,5,4,0,0,3,265,7937,3,719,70,6522,3,3,0,0,0,5,0,3,49,3,0,21,35,13,0,0,0,0,0,0,7,6602,29,0,0,602,0,9234,5721,25,23,3,3,10368,29,51,11,163,4,64,0,104,3,22,15,10,66,0,0,781,"Central Queensland",282,517,99,1110,9,454,0,46,635,0,0,0,0,311,0,267,64,0,10,37,0,2023,27,99,13,0,0,42,0,0,0,10,536,0,0,47,0,52,211,0,0,324,393,5,116,6,0,732,329,6776,0,0,0,21,15,780,0,957,488,63096,77761,6,0,104,3524,7938,20,10,0,0,0,14147,0,0,65,18,206,0,27,67,47,11521,0,106,27,190,11,612,1312,3,7010,0,107,86,8301,15,100,525,3,0,916,97,54,9162,0,47,11857,20,3,26,0,27,0,3,11,0,0,0,22,103,9506,631,834,0,5348,17,24,125,0,3,651,22,189,0,0,"308",0,4,166
9716,1607,50,107,3,19,664,24297,22,1390,157,21620,6,7,0,0,0,111,45,26,95,115,7,37,180,134,114,142,8,8,4,7,3,19887,560,0,16,1560,0,26615,11742,32,113,21,91,31474,157,228,33,60,72,105,0,143,132,9,28,10,221,43,0,1429,"Gold Coast",764,871,74,2457,27,1262,307,175,976,12,21,95,10,439,13,405,320,35,75,194,0,2358,49,141,46,76,7,653,0,9,0,386,1192,0,27,477,0,196,243,64,3,495,672,77,462,3,0,2172,1007,14744,15,3,7,7,0,107,0,2661,1227,167339,197384,61,252,184,6501,24271,30,49,6,0,10,28988,75,3,9,5,145,0,42,185,546,25112,0,233,34,243,12,2154,2474,12,23833,4,361,204,23703,25,284,477,66,7,1969,207,139,11426,288,179,35227,36,64,51,14,160,341,63,5,0,9,13,143,249,20063,216,1406,0,18920,23,52,347,14,38,842,33,406,0,3,"309",3,3,281
7696,5,72,142,4,47,179,10203,32,517,90,9129,4,0,3,0,0,104,29,7,28,73,0,20,42,79,0,0,6,0,7,0,3,9932,622,0,26,723,0,10471,6206,24,13,17,61,13528,30,109,11,9,29,44,7,66,0,0,3,8,48,40,0,1116,"Ipswich",342,212,50,1146,37,504,0,67,321,11,3,54,4,94,11,199,45,12,56,57,0,516,20,134,25,50,0,430,0,15,0,219,425,0,0,123,0,39,90,30,3,499,198,55,80,9,0,1110,249,9407,18,14,5,0,0,30,0,1343,373,78287,90693,73,0,74,1980,11467,17,27,0,0,9,13057,85,0,0,4,109,5,30,30,117,11548,0,108,6,154,3,423,1895,10,8179,3,73,101,9490,17,103,480,65,0,895,40,73,9140,0,35,14560,18,30,31,3,105,0,40,0,0,5,11,36,139,12281,34,602,0,6455,10,18,69,0,22,301,9,269,0,0,"310",0,8,111
5132,3,29,63,0,27,130,8926,23,454,97,8081,5,0,0,0,0,90,16,10,30,49,4,18,12,71,0,0,8,6,4,0,0,8070,415,0,5,647,0,10133,5424,37,44,9,46,12007,15,69,7,13,17,32,0,55,0,0,9,6,45,18,0,1238,"Logan - Beaudesert",288,110,49,1178,6,503,0,53,286,5,0,40,9,142,3,128,25,11,26,80,0,854,18,149,31,30,0,278,0,6,0,131,359,0,0,131,0,76,64,22,0,559,159,49,21,0,0,900,210,6936,14,5,3,0,3,44,0,1109,256,67759,78633,48,0,64,1460,9352,8,34,0,0,5,11301,40,0,7,0,98,0,12,22,256,9944,0,64,4,119,0,241,1393,7,9327,7,60,70,9186,15,64,402,75,0,640,79,56,6494,0,56,12787,18,25,26,10,91,0,27,3,0,9,11,27,190,9195,69,564,0,7505,6,16,51,0,15,187,14,268,0,0,"311",0,6,120
6832,5,3,3,0,8,250,6888,12,1084,61,5434,0,3,0,0,0,8,0,3,46,0,5,12,41,5,4,0,0,0,0,0,16,4434,39,0,0,364,0,7076,4946,26,33,0,6,7781,44,38,6,91,0,52,0,148,0,14,10,7,93,7,0,547,"Mackay - Isaac - Whitsunday",266,375,246,736,11,339,0,46,715,0,0,0,0,206,0,128,72,0,3,74,0,2510,32,90,13,0,0,33,0,0,0,3,428,0,0,78,0,48,203,0,0,196,486,7,125,4,0,621,277,5000,0,0,4,15,4,1462,0,809,571,51252,65470,5,0,196,3673,5669,12,3,0,0,0,13229,4,0,21,10,219,0,26,44,57,10739,0,82,12,108,0,622,1104,0,5364,0,114,67,6237,11,57,791,3,0,566,67,77,9949,0,29,8982,10,3,23,3,19,0,0,8,0,0,0,24,92,7501,522,858,3,4162,10,25,123,0,3,725,8,135,0,0,"312",0,0,130
2879,3,22,43,0,7,158,5248,8,340,63,4570,3,0,0,0,0,55,7,3,29,27,0,24,23,44,0,0,3,0,3,0,3,6523,233,0,4,475,0,5885,4172,20,8,11,20,8378,14,50,8,20,13,30,3,41,0,3,5,3,32,13,0,753,"Moreton Bay - North",237,154,30,870,11,256,0,38,356,5,3,38,3,94,7,84,51,6,24,54,0,481,5,66,14,22,0,194,0,7,0,108,292,0,0,110,0,38,65,29,0,327,194,24,60,3,0,502,238,5132,3,3,0,0,0,46,0,647,299,44259,52839,26,0,50,1707,7582,11,25,0,0,3,7367,34,0,3,3,60,0,10,26,117,6323,0,61,13,69,0,372,1408,4,6048,3,101,32,5280,10,51,157,29,0,435,26,32,3631,0,39,9060,5,19,16,6,62,0,10,3,0,6,3,16,135,7376,39,415,0,4678,7,15,53,0,12,223,5,172,0,0,"313",0,3,75
2184,12,38,52,0,26,79,4557,32,231,38,4150,10,0,0,0,0,50,9,8,8,43,0,12,23,56,0,0,9,4,3,0,3,4328,324,3,6,391,0,4957,2716,8,19,13,32,5869,9,33,3,8,16,18,3,20,4,0,3,3,22,18,0,441,"Moreton Bay - South",125,79,22,697,13,213,0,43,163,9,0,24,5,66,0,105,27,18,30,45,0,342,0,45,3,17,0,252,0,9,0,97,166,0,0,68,0,18,43,17,0,171,105,45,28,0,0,393,158,2966,9,7,7,0,0,12,0,483,168,34297,39903,55,0,35,890,5062,6,27,0,0,4,6719,43,0,0,0,41,0,16,22,101,5908,0,32,6,56,0,203,611,11,5108,0,38,37,4496,5,33,137,25,0,374,20,22,2681,0,33,6295,9,36,9,5,87,4,20,0,0,0,6,19,77,4047,25,335,0,4010,3,4,45,0,16,88,11,116,0,0,"314",0,4,59
2365,8,0,0,0,0,471,3524,8,1016,60,2149,0,3,0,0,0,0,3,0,86,0,3,10,26,0,0,0,0,0,3,0,12,1963,9,0,0,301,0,3005,2549,11,31,0,0,2860,34,17,6,39,0,48,0,185,0,3,12,17,114,0,0,392,"Queensland - Outback",153,1004,181,253,0,221,0,12,986,0,0,0,0,96,0,91,48,0,7,45,0,743,13,67,7,0,0,10,0,0,0,4,306,0,0,30,0,35,195,0,0,151,614,0,99,0,0,271,363,2017,0,0,0,7,3,275,0,470,915,18395,29580,7,0,211,5535,3363,4,0,0,0,0,5266,0,0,10,0,269,0,18,40,6,3619,0,47,18,67,0,462,565,0,1707,7,70,46,2156,5,26,286,0,0,316,89,55,3650,0,7,4537,12,7,17,0,6,0,0,3,0,0,0,11,73,4052,170,399,0,1005,5,24,81,0,0,832,9,66,0,0,"315",0,0,111
4091,6,4,14,0,0,362,12248,13,772,68,10662,0,0,0,0,0,20,6,3,40,12,0,27,88,22,0,0,0,0,0,0,0,11388,85,0,0,875,0,13739,6018,20,62,4,8,17900,112,130,12,21,0,53,0,88,0,3,15,3,145,9,0,1020,"Sunshine Coast",434,439,44,1269,0,562,0,74,519,4,0,16,0,287,0,236,169,3,11,94,0,1252,12,112,26,3,0,91,0,3,0,27,598,0,3,239,0,88,132,3,0,360,397,12,220,0,0,944,493,8345,0,0,0,3,5,45,0,1156,521,89904,104783,7,0,106,3476,13417,6,19,0,0,0,16133,11,0,4,0,96,0,18,117,298,14055,0,97,13,96,0,1125,1337,5,12484,8,176,125,12399,11,150,144,10,0,1008,99,60,4939,0,83,19605,13,12,42,5,46,3,4,0,0,4,6,54,185,11065,117,729,0,10123,14,8,185,0,12,609,4,276,0,0,"316",0,0,100
2942,4,0,3,0,0,211,5664,0,285,42,4934,0,3,0,0,0,0,0,0,24,3,0,23,36,4,0,0,0,0,0,0,0,5315,15,0,0,437,0,7769,3981,20,12,0,4,9815,44,52,11,16,3,21,0,46,0,0,15,14,41,0,0,534,"Toowoomba",278,391,35,746,0,454,0,59,285,0,0,0,0,61,0,119,42,0,0,33,0,212,3,60,13,0,0,16,0,0,0,3,458,0,0,31,0,13,44,0,0,233,204,3,137,0,0,390,182,4534,3,0,0,6,0,17,0,502,308,45835,53912,0,0,35,1902,6246,5,3,0,0,0,7824,0,0,0,0,75,0,46,36,29,6817,0,54,12,51,0,472,978,0,5235,0,61,65,6924,3,67,171,0,0,515,26,31,3567,0,38,10962,9,0,11,0,12,0,0,3,0,0,0,9,72,6137,17,410,0,4151,9,24,90,0,0,223,9,133,0,0,"317",0,0,158
5139,8,3,10,0,4,263,9028,3,611,73,7538,0,3,0,0,0,8,9,0,37,9,0,28,111,7,0,0,0,0,0,0,8,9770,39,0,0,807,0,11250,5687,25,30,0,0,13515,96,189,24,62,3,87,0,47,0,5,9,13,77,0,0,809,"Townsville",349,521,57,1116,3,560,0,104,445,4,3,7,0,171,0,229,213,3,6,49,0,720,12,172,18,3,0,39,0,0,0,17,722,0,0,120,0,77,157,3,0,272,371,6,395,0,0,827,236,6433,0,0,0,11,7,60,0,1032,725,69814,83730,0,0,71,3253,11961,17,4,0,0,0,12274,0,0,8,0,125,0,23,87,100,10460,0,125,29,176,3,1384,1160,0,7746,4,165,107,10059,7,153,268,5,0,1170,82,102,6218,0,68,15529,13,5,20,3,17,3,0,8,0,0,3,19,115,8706,85,633,0,6078,7,23,197,0,0,532,19,200,0,0,"318",0,0,159
4547,0,3,3,0,3,268,8365,0,530,79,6732,0,0,0,0,0,3,0,0,39,8,0,27,49,5,0,0,0,0,0,0,3,8379,21,0,0,620,0,8820,5530,17,22,3,0,10696,62,82,11,30,0,51,0,86,0,7,6,13,34,4,0,973,"Wide Bay",326,394,53,1163,4,470,0,67,583,3,0,0,0,203,0,183,92,0,3,39,0,493,4,154,13,0,0,25,0,0,0,0,537,0,0,30,0,17,164,0,0,375,353,0,109,4,0,654,342,8269,0,0,0,5,3,66,0,836,414,62268,74878,3,0,68,3344,9678,9,0,0,0,0,10266,0,0,11,0,159,0,36,53,50,8747,0,155,9,118,0,727,1596,0,8108,4,179,104,7869,16,77,237,4,0,845,38,46,5627,0,56,11909,13,3,22,3,24,0,0,3,0,0,4,19,155,11276,54,504,0,6379,11,11,122,0,0,794,14,223,0,0,"319",0,0,115
2609,2537,195,297,24,53,865,22632,94,868,176,16736,5,5,19,15,0,2462,200,165,63,163,3,15,531,855,286,735,35,19,8,22,7,14045,7607,4,13,1057,0,32153,10578,44,1866,533,261,34254,525,183,49,44,195,33,15,61,127,4,19,53,205,740,0,444,"Adelaide - Central and Hills",1091,2105,40,1212,26,2312,229,170,475,132,58,197,13,1412,16,180,392,64,857,114,0,22503,370,49,17,98,7,2872,0,12,0,802,2747,0,158,1942,0,6682,145,71,0,119,468,421,2120,13,3,1280,582,6901,126,65,0,4,0,146,0,2224,758,115505,172385,2457,181,154,6333,19245,23,515,20,0,53,16314,508,42,8,5,76,22,24,155,1855,12374,0,84,102,29,16,4281,1144,92,13732,3,138,171,18213,7,394,117,542,11,1315,6849,55,3287,74,67,52093,16,203,47,103,1615,835,86,0,0,39,43,46,90,10701,1371,723,15,9083,11,32,334,9,264,930,75,136,0,5,"401",57,54,379
8433,18,30,70,3,26,151,11773,36,618,71,10751,3,3,4,0,0,121,21,5,16,71,3,23,50,115,0,0,16,3,4,6,3,11945,425,0,11,670,0,10940,5660,96,71,8,35,16921,21,45,6,17,74,64,0,59,3,4,11,15,71,24,0,762,"Adelaide - North",404,267,79,1250,20,349,3,29,324,7,0,57,0,382,15,98,62,25,28,75,0,1609,24,82,29,60,0,408,0,4,0,269,486,0,13,256,0,106,68,35,3,359,167,39,121,4,0,1247,289,10830,7,6,3,3,0,92,0,1447,380,92678,104955,40,4,134,1947,13490,9,18,0,0,8,14327,66,4,0,4,97,0,37,26,394,12968,0,65,10,79,0,518,1595,9,11594,0,83,41,10125,17,61,274,42,3,461,174,68,9599,0,33,18247,21,35,32,11,65,0,25,0,0,14,5,23,102,13543,118,552,4,9461,3,23,89,0,36,258,21,147,0,3,"402",0,0,229
2915,87,21,63,0,11,158,8438,19,480,48,7685,5,0,0,0,0,82,12,4,13,67,0,17,45,58,4,5,4,4,4,0,0,10156,372,0,8,645,0,9046,4208,40,71,13,57,16085,39,51,7,14,34,35,0,46,4,0,16,11,65,19,0,440,"Adelaide - South",214,363,29,907,14,325,23,20,361,3,3,47,0,415,3,78,78,24,31,55,0,1747,9,42,17,52,3,320,0,8,0,203,480,0,8,304,0,181,68,27,0,111,227,43,274,3,3,652,336,5943,13,0,0,0,0,66,0,767,388,68676,79386,21,16,130,2146,11758,7,21,0,0,0,11120,67,0,0,4,56,0,31,51,260,9763,0,49,17,43,3,719,1002,7,8982,0,93,33,8215,6,57,115,53,0,362,305,40,3435,15,31,17735,14,33,18,10,72,10,40,0,0,9,5,27,82,8102,139,464,5,7263,3,18,94,0,14,239,11,157,0,0,"403",3,3,149
9772,73,31,90,3,26,141,13389,31,653,54,12490,5,5,0,0,0,97,20,12,22,87,0,21,121,71,3,6,9,3,11,3,0,8624,467,0,8,528,0,14605,4677,125,79,13,39,14656,91,55,21,21,34,124,3,62,3,3,17,11,58,35,0,695,"Adelaide - West",310,271,117,856,18,553,10,59,316,18,0,47,7,436,10,139,95,25,44,112,0,1918,21,71,57,63,0,383,0,13,3,215,432,0,16,283,0,219,62,26,0,315,226,37,203,5,0,1204,281,9231,8,0,3,4,0,125,0,1390,329,93398,105711,68,9,151,1861,10035,10,24,3,0,3,17524,45,4,3,0,112,3,55,64,367,15860,0,77,31,106,4,1055,1043,8,10011,0,150,34,13279,9,76,345,48,0,596,195,45,11161,15,33,16046,15,53,21,13,85,23,21,0,0,6,9,22,76,11554,183,564,5,8296,7,17,196,4,22,164,30,138,0,0,"404",3,0,299
2128,3,0,3,0,0,162,5193,0,336,12,3989,0,0,0,0,0,3,0,0,23,0,0,9,24,3,3,0,0,0,0,0,0,2999,13,0,0,125,0,3211,1517,10,10,0,0,4030,12,3,3,8,0,22,0,47,0,5,0,3,10,0,0,330,"Barossa - Yorke - Mid North",123,191,22,290,0,81,0,7,348,3,0,0,0,41,0,29,10,0,0,21,0,161,3,99,5,0,0,12,0,0,0,3,107,0,0,11,0,8,171,0,0,133,221,0,25,0,0,281,170,4418,0,0,0,0,0,12,0,343,190,26875,31785,0,0,39,2158,3350,3,0,0,0,0,4504,0,0,3,3,111,0,9,9,3,3882,0,43,4,35,0,192,511,0,2726,0,48,30,2914,0,9,85,0,0,162,12,10,2555,0,3,4396,0,0,8,0,6,0,0,0,0,0,0,6,29,5505,59,188,0,2237,0,0,33,0,0,740,4,50,0,0,"405",0,0,36
2232,4,0,0,0,0,133,3666,0,608,28,2797,0,0,0,0,0,0,0,0,38,0,4,5,24,8,0,0,0,0,0,0,0,2757,5,0,0,192,0,2981,2037,15,18,0,4,3533,18,12,8,9,0,33,0,75,0,0,30,5,50,0,0,206,"South Australia - Outback",182,413,129,302,0,149,0,15,406,0,0,4,0,58,0,33,12,0,0,27,0,841,8,47,0,0,0,17,0,0,0,0,176,0,3,14,0,23,97,0,0,86,314,0,47,0,0,347,194,2465,4,0,0,0,0,399,0,461,361,22375,29085,0,0,179,2471,3387,3,0,0,0,0,4958,0,3,3,3,130,0,24,10,17,3747,0,40,6,29,0,258,453,4,2437,0,31,20,2612,7,3,245,0,0,172,77,24,3294,0,14,4315,9,4,14,3,11,3,0,0,0,0,0,10,24,3591,221,310,0,1882,0,6,85,0,0,475,4,40,0,0,"406",0,0,106
3623,3,3,3,0,0,224,8561,0,539,45,6798,0,3,0,0,0,4,0,0,33,0,3,17,35,5,0,0,0,0,0,0,0,5577,14,0,0,309,0,5633,3451,15,15,0,4,6661,12,12,13,21,0,30,0,70,0,3,3,6,32,0,0,531,"South Australia - South East",264,249,35,545,0,172,0,10,545,0,3,5,0,42,0,38,21,0,0,31,0,111,4,127,14,0,0,20,0,0,0,0,234,0,0,10,0,0,240,0,0,239,323,0,40,0,0,480,303,7936,0,0,0,0,0,15,0,598,298,47555,56010,0,0,64,3098,6277,4,5,0,0,0,7502,0,0,0,8,138,0,18,33,9,6653,0,59,0,32,0,313,1416,4,5621,3,89,98,5156,7,20,177,3,0,305,3,35,4310,0,25,7261,8,0,7,0,11,0,0,6,0,0,0,20,63,10241,10,301,0,4669,4,10,45,0,0,975,11,69,0,0,"407",0,0,70
4115,4,3,0,0,0,173,6740,0,378,49,5650,0,4,0,0,0,4,0,0,27,6,0,7,41,5,3,0,0,0,0,0,0,5372,13,0,0,341,0,6364,3961,0,8,0,0,7983,40,20,6,15,0,48,0,53,0,3,3,3,42,3,0,382,"Bunbury",241,231,33,820,0,254,0,15,306,0,0,3,0,66,0,45,102,0,3,38,0,370,4,56,3,0,0,30,0,0,0,7,258,0,0,25,0,19,120,0,0,128,210,0,116,0,0,572,244,5977,0,0,0,3,0,107,0,698,248,48534,56728,3,0,49,2064,6135,0,4,0,0,0,9917,0,0,0,3,78,0,13,81,44,8668,0,48,3,23,4,660,1083,3,5645,0,133,80,5811,14,29,261,0,0,293,13,23,4805,0,26,8685,3,4,13,3,16,0,0,0,0,0,3,16,52,7743,91,644,0,4391,0,5,93,0,4,541,4,115,0,0,"501",0,0,51
