m_2013_14_median_employment_income_per_employed_person_aud, m_2017_18_median_employment_income_per_employed_person_aud, f_2012_13_median_employment_income_per_employed_person_aud, p_2012_13_median_employment_income_per_employed_person_aud, m_2017_18_employed_persons_000, f_2013_14_employed_persons_000, f_2011_12_employed_persons_000, m_2012_13_employed_persons_000, sa2_name16, p_2015_16_employed_persons_000, p_2011_12_median_employment_income_per_employed_person_aud, m_2011_12_employed_persons_000, p_2016_17_employed_persons_000, p_2012_13_employed_persons_000, f_2016_17_median_employment_income_per_employed_person_aud, m_2016_17_median_employment_income_per_employed_person_aud, m_2011_12_median_employment_income_per_employed_person_aud, p_2017_18_employed_persons_000, f_2016_17_employed_persons_000, f_2017_18_employed_persons_000, f_2012_13_employed_persons_000, f_2015_16_employed_persons_000, f_2013_14_median_employment_income_per_employed_person_aud, f_2011_12_median_employment_income_per_employed_person_aud, f_2017_18_median_employment_income_per_employed_person_aud, m_2012_13_median_employment_income_per_employed_person_aud, p_2013_14_median_employment_income_per_employed_person_aud, m_2015_16_employed_persons_000, m_2014_15_median_employment_income_per_employed_person_aud, p_2015_16_median_employment_income_per_employed_person_aud, f_2015_16_median_employment_income_per_employed_person_aud, p_2014_15_median_employment_income_per_employed_person_aud, p_2013_14_employed_persons_000, f_2014_15_employed_persons_000, p_2014_15_employed_persons_000, m_2016_17_employed_persons_000, p_2011_12_employed_persons_000, m_2015_16_median_employment_income_per_employed_person_aud, p_2016_17_median_employment_income_per_employed_person_aud, f_2014_15_median_employment_income_per_employed_person_aud, p_2017_18_median_employment_income_per_employed_person_aud, sa2_main16, m_2013_14_employed_persons_000, m_2014_15_employed_persons_000
59381.0,63577.0,40018.5,49355.5,5.696,3.384,2.453,3.189,"Mernda",8.897,48655.0,2.652,10.214,6.125,41706.0,61392.5,57800.0,11.028,4.923,5.335,2.931,4.322,40845.0,39530.0,43414.0,59080.0,49578.5,4.572,60534.0,50680.0,41402.5,50050.0,6.976,3.706,7.686,5.294,5.108,61256.0,50858.0,41181.0,52594.5,209041434,3.595,3.98
58149.0,64221.5,37000.0,46360.0,3.74,3.121,2.803,3.216,"South Morang (North)",6.815,45465.0,3.06,7.106,6.155,42332.0,61999.5,56403.0,7.276,3.409,3.531,2.942,3.239,38404.0,37260.5,43605.5,58697.0,46898.0,3.575,59622.5,50012.5,41063.0,48692.0,6.469,3.194,6.663,3.698,5.857,61563.5,51209.0,39766.0,52417.5,209041435,3.348,3.468
55838.0,60889.5,36380.5,44144.0,3.603,3.207,3.152,3.368,"South Morang (South)",6.746,44143.5,3.367,6.906,6.587,41300.5,59032.0,54149.0,7.023,3.391,3.415,3.215,3.292,37287.0,35820.0,42489.5,55000.0,45243.0,3.453,57050.0,47364.0,40116.0,46070.0,6.59,3.267,6.683,3.52,6.519,57752.5,48821.0,38685.0,50628.5,209041436,3.377,3.42
54340.0,57773.0,42256.0,48435.0,3.655,1.29,0.467,1.051,"Wollert",4.68,46756.0,0.553,5.86,1.958,41167.5,55664.0,52312.0,6.707,2.684,3.051,0.905,2.146,41982.0,39649.0,43577.0,54452.0,48438.0,2.533,54306.5,48348.0,41753.5,47509.0,2.778,1.678,3.64,3.176,1.019,55303.0,47919.0,40763.0,50261.0,209041437,1.49,1.966
56634.0,65241.0,40462.5,47767.5,2.291,1.962,1.93,2.127,"Airport West",4.224,46226.0,2.148,4.374,4.051,47962.0,63058.5,53213.5,4.508,2.156,2.213,1.923,2.069,42402.0,39515.0,49980.5,54999.0,49399.0,2.151,58670.0,53232.5,46730.0,51026.0,4.088,2.017,4.164,2.223,4.073,60854.0,54929.5,44421.5,56798.5,210011226,2.126,2.141
null,91597.5,null,null,0.004,null,null,null,"Essendon Airport",null,null,null,0.012,null,65565.0,87520.5,null,0.01,0.006,0.007,null,null,null,null,4475.0,null,null,null,null,null,null,null,null,null,null,0.009,null,null,80000.0,null,55000.0,210011227,null,null
52295.5,60998.0,36950.0,43897.0,2.617,2.407,2.408,2.676,"Keilor",4.947,42990.0,2.707,4.991,5.086,42125.0,58270.0,50551.0,5.017,2.388,2.401,2.412,2.358,37615.0,36558.0,43000.0,51008.0,44339.0,2.585,55197.0,48948.5,40907.0,46620.0,5.094,2.413,5.02,2.599,5.116,57620.5,48987.0,39559.0,51433.0,210011228,2.692,2.606
54484.0,62975.0,37424.5,44620.5,7.139,6.374,6.303,6.785,"Keilor East",13.456,43757.0,6.911,13.745,13.131,42807.5,60000.0,52182.5,13.802,6.627,6.663,6.35,6.488,38748.0,37144.0,44788.0,53110.5,45627.5,6.964,55642.5,49238.5,41794.0,47107.0,13.237,6.393,13.312,7.116,13.214,57894.0,50331.0,40056.5,52879.5,210011229,6.864,6.919
59906.0,68707.5,41147.0,49381.0,2.093,2.023,1.887,1.936,"Niddrie - Essendon West",4.146,47276.0,1.943,4.202,3.874,47087.5,66192.5,57438.0,4.248,2.121,2.155,1.935,2.13,41669.0,39303.0,48863.0,59097.5,49513.0,2.019,63520.5,54794.0,45595.0,51870.0,3.999,2.109,4.108,2.08,3.83,67698.0,54514.0,43808.0,56754.5,210011230,1.973,1.995
61468.0,71303.0,38487.0,47311.0,2.905,2.767,2.703,2.785,"Strathmore",5.622,47555.5,2.78,5.769,5.495,44284.0,68701.0,58721.5,5.791,2.874,2.89,2.713,2.788,40088.0,37648.5,47686.0,60006.0,48396.0,2.839,62619.0,53062.0,43649.0,50527.5,5.558,2.766,5.559,2.896,5.488,66945.5,54853.0,40770.0,56992.5,210011231,2.79,2.795
64506.0,77401.0,32717.5,44412.0,3.869,3.397,3.252,3.528,"Gisborne",7.305,44563.5,3.511,7.531,6.86,39541.5,73045.0,62055.5,7.607,3.665,3.74,3.331,3.583,35771.0,32639.5,41138.5,62615.0,47150.0,3.716,68443.0,51170.5,38247.0,49034.5,6.996,3.5,7.106,3.867,6.762,72635.0,53031.0,37047.0,55733.0,210021232,3.598,3.607
63219.5,69731.0,33016.5,43732.5,1.034,0.905,0.934,1.05,"Macedon",1.859,43527.0,1.041,1.939,1.946,41667.0,68368.0,60324.5,1.948,0.925,0.912,0.894,0.886,36016.0,32692.0,43437.0,59853.0,45406.0,0.974,64640.0,52458.0,41469.0,49843.5,1.95,0.892,1.889,1.009,1.98,66629.0,53489.5,38017.0,55595.0,210021233,1.042,0.998
61263.0,71493.5,33024.0,44400.5,1.28,1.248,1.214,1.254,"Riddells Creek",2.493,43739.5,1.245,2.55,2.505,41069.5,67031.0,58833.0,2.566,1.283,1.284,1.252,1.252,35209.0,31313.0,43053.0,61207.0,46000.0,1.238,64452.0,50164.0,39305.0,47896.5,2.482,1.237,2.463,1.27,2.46,65551.0,51701.0,37137.5,53030.0,210021234,1.238,1.224
53930.0,62790.5,31227.0,41787.0,2.998,2.382,2.34,2.797,"Romsey",5.283,41640.5,2.742,5.469,5.16,36306.0,59748.0,53289.0,5.614,2.561,2.615,2.364,2.479,32719.5,30700.0,39032.0,54114.0,43034.0,2.805,55805.0,45394.0,34795.5,44047.5,5.144,2.401,5.164,2.914,5.082,57384.0,47321.5,33773.0,49933.0,210021235,2.766,2.766
46646.0,55439.0,37753.0,41695.0,2.606,1.865,1.696,2.053,"Coburg North",4.377,39101.0,1.996,4.758,3.773,44526.5,52457.0,43066.0,4.926,2.244,2.323,1.726,2.03,38252.5,34370.5,46730.0,45296.0,42552.0,2.342,48405.0,46604.0,43776.0,45158.5,4.017,1.885,4.107,2.516,3.688,49353.5,48173.0,42090.0,50987.5,210031236,2.156,2.223
38896.0,45082.0,33233.0,36409.0,4.102,2.257,2.229,3.411,"Fawkner",6.098,35110.5,3.348,6.409,5.616,34915.5,42867.5,39034.0,6.768,2.55,2.666,2.204,2.379,33496.0,30755.5,37518.0,39234.0,36531.0,3.715,39504.5,38208.5,34832.0,36658.0,5.75,2.346,5.925,3.861,5.573,41526.0,39256.5,33745.0,41040.0,210031237,3.491,3.575
54104.0,63884.0,40622.0,46476.0,7.532,6.15,5.727,6.452,"Pascoe Vale",13.42,45223.0,6.365,14.144,12.442,46346.0,59936.0,50780.5,14.552,6.839,7.021,5.989,6.515,41718.0,39475.0,48956.5,53309.0,47861.0,6.901,56569.0,51467.0,44994.0,49473.0,12.843,6.296,13.018,7.305,12.091,58655.5,52816.5,43032.0,55385.5,210031239,6.694,6.724
42558.5,47547.0,34691.5,39106.0,7.17,4.659,4.419,5.855,"Glenroy",11.51,37614.0,5.819,12.288,10.413,39993.0,45445.5,40593.0,12.865,5.376,5.69,4.557,5.026,35409.5,33232.0,41146.0,42659.0,39257.0,6.487,43617.0,42190.0,38599.0,40256.0,10.692,4.758,10.85,6.916,10.242,45228.0,43063.5,37292.0,44573.0,210031438,6.035,6.09
66286.0,72238.0,40023.0,50600.5,0.888,0.836,0.842,0.854,"Gowanbrae",1.717,49968.0,0.849,1.762,1.697,44780.0,69306.0,63153.5,1.781,0.888,0.896,0.844,0.849,41768.0,40029.0,47966.0,65137.0,52128.5,0.868,68305.0,55366.0,47225.5,52994.5,1.686,0.848,1.685,0.878,1.692,69066.0,55222.5,43496.0,59571.0,210031439,0.847,0.842
46370.0,53213.0,36172.5,40430.0,1.583,1.174,1.153,1.436,"Hadfield",2.651,39741.0,1.447,2.773,2.595,41846.5,51531.5,45159.0,2.932,1.275,1.345,1.159,1.207,37662.0,35046.0,43852.5,45655.0,41410.0,1.443,47249.5,43674.0,38184.0,41613.0,2.614,1.186,2.622,1.499,2.596,50287.0,46955.0,36451.0,48723.0,210031440,1.437,1.437
58722.5,65168.5,36059.0,45858.5,4.108,3.589,3.643,3.942,"Sunbury",7.511,44602.0,3.919,7.722,7.531,41287.5,62589.5,57131.0,7.934,3.718,3.822,3.588,3.648,37323.0,34662.5,42828.0,58548.0,46388.0,3.868,60004.0,49236.5,39509.5,47118.0,7.489,3.648,7.514,4.003,7.564,62516.0,50585.5,38481.0,52493.0,210041240,3.898,3.861
57883.5,65054.5,36326.0,45565.0,8.549,7.142,7.08,7.723,"Sunbury - South",15.363,44567.0,7.768,16.032,14.804,40655.0,62014.5,55747.0,16.662,7.805,8.113,7.078,7.446,37081.0,35068.0,42995.5,56864.5,46195.5,7.914,59082.0,49685.0,39829.0,47573.0,14.855,7.25,15.064,8.225,14.842,61729.5,50340.5,38247.0,52853.0,210041241,7.713,7.806
36312.5,37213.5,26279.5,31397.0,3.679,1.952,1.889,2.999,"Broadmeadows",5.248,30998.5,2.963,5.609,4.901,29352.0,34926.0,34629.0,5.894,2.12,2.216,1.901,2.058,26971.0,26614.0,30116.0,35437.0,32045.0,3.187,36473.5,34108.5,29507.0,32673.5,4.999,2.027,5.133,3.484,4.849,36718.5,32100.5,28202.5,34440.0,210051242,3.043,3.11
34312.0,36415.5,26911.0,31122.0,4.18,2.249,2.209,3.762,"Campbellfield - Coolaroo",6.06,30886.0,3.815,6.291,5.958,28147.0,36864.0,33651.5,6.529,2.32,2.348,2.199,2.286,26534.5,27328.0,31220.0,34476.0,30917.5,3.775,34813.0,33223.0,28541.0,31461.0,6.002,2.287,6.028,3.977,6.022,37076.5,33191.0,27347.0,34382.5,210051243,3.75,3.739
51303.0,58166.0,36963.0,43659.0,5.186,4.635,4.699,5.277,"Gladstone Park - Westmeadows",9.818,42599.0,5.378,9.912,9.975,41472.0,56142.0,50130.0,9.996,4.789,4.809,4.696,4.707,37904.5,36164.5,42352.0,51417.5,44108.0,5.114,53033.5,46701.0,40165.5,45205.0,9.841,4.634,9.723,5.127,10.082,54480.0,48091.0,38374.0,49446.0,210051245,5.214,5.088
52982.0,60351.5,34525.0,41249.5,5.65,4.028,3.674,4.307,"Greenvale - Bulla",9.565,39999.0,4.197,10.242,8.107,40000.0,59172.0,50458.0,10.732,4.863,5.08,3.799,4.547,35496.0,32555.0,41171.0,51731.0,42433.0,5.011,54880.0,46466.0,38577.0,44846.0,8.516,4.206,8.921,5.374,7.871,56844.0,48290.5,37442.0,49927.0,210051246,4.488,4.714
36494.5,40601.0,27538.5,32193.0,3.577,2.367,2.343,3.491,"Meadow Heights",5.782,32128.5,3.486,5.906,5.841,29930.0,39258.5,35313.0,6.009,2.427,2.434,2.343,2.362,26967.5,27088.5,31318.0,35766.0,32098.0,3.419,37181.5,34209.0,28637.0,32494.5,5.816,2.402,5.852,3.479,5.831,38990.0,34680.0,27492.0,36365.0,210051247,3.45,3.448
41600.0,50000.0,27316.0,28800.0,0.037,0.025,0.025,0.028,"Melbourne Airport",0.055,31300.0,0.025,0.061,0.05,23933.5,45960.0,40376.0,0.073,0.029,0.03,0.026,0.027,27963.5,16000.0,32146.0,44795.0,31328.0,0.025,40012.5,31200.0,27026.0,33646.0,0.057,0.03,0.06,0.037,0.053,36654.0,40800.0,25625.0,39932.0,210051248,0.031,0.03
43391.0,44795.0,32855.0,38001.0,5.714,4.066,3.865,5.044,"Roxburgh Park - Somerton",9.265,37504.0,5.004,9.591,8.972,35174.0,43688.5,42461.0,10.115,4.176,4.401,3.923,4.093,32643.5,32234.5,36531.0,43656.0,37820.0,5.174,43023.0,39249.0,34088.5,38447.0,9.161,4.054,9.145,5.417,8.866,43990.0,39710.0,34219.0,40691.0,210051249,5.096,5.1
51254.0,57676.5,39414.5,44231.5,1.963,1.727,1.688,2.045,"Tullamarine",3.61,44148.0,2.058,3.583,3.748,42311.5,55510.5,49200.0,3.675,1.684,1.715,1.71,1.696,39938.0,39750.0,44219.5,49609.5,45160.0,1.912,51321.0,48341.0,42891.0,45868.0,3.705,1.717,3.689,1.896,3.744,54098.0,49232.0,40322.0,50750.5,210051250,1.98,1.975
47874.0,53327.0,34122.0,41382.5,2.579,2.062,2.047,2.523,"Craigieburn - Central",4.485,41160.0,2.535,4.573,4.585,37378.0,51320.0,48093.0,4.606,2.004,2.025,2.057,1.977,34149.5,34463.0,38324.5,48917.0,41358.5,2.511,49580.0,44744.0,36663.5,43050.0,4.619,2.042,4.571,2.575,4.578,51668.0,44541.0,36120.0,45567.0,210051441,2.561,2.533
54452.5,56977.0,36259.0,45410.0,3.633,2.589,2.343,2.995,"Craigieburn - North",5.899,45301.0,2.808,6.311,5.465,39060.0,55417.0,53748.0,6.615,2.883,2.986,2.471,2.697,37405.0,38035.0,40268.0,54691.0,45626.5,3.203,54471.0,47072.0,39569.5,45461.5,5.673,2.687,5.809,3.431,5.147,55814.5,47244.5,38011.0,48588.0,210051442,3.081,3.125
50569.0,53089.0,34885.0,42267.0,5.52,3.387,3.083,3.845,"Craigieburn - South",8.618,41063.0,3.74,9.31,7.011,38358.0,52435.0,48831.5,9.924,4.119,4.404,3.163,3.825,35740.5,32615.5,39908.0,50371.5,42908.0,4.795,51092.0,44984.0,37971.5,43913.0,7.477,3.574,7.951,5.193,6.818,51902.0,45419.5,37322.0,46593.0,210051443,4.093,4.375
53238.0,55123.5,38289.0,45853.0,4.756,2.281,1.372,2.256,"Craigieburn - West",6.778,45252.0,1.683,7.671,4.137,38266.0,53999.0,53505.0,8.454,3.379,3.698,1.88,3.016,37451.0,37861.5,38964.5,53300.5,44781.5,3.765,54209.0,46637.0,37924.0,46348.0,5.1,2.603,5.829,4.292,3.059,55207.0,46290.0,38247.0,47127.0,210051444,2.814,3.222
52186.0,59142.0,33319.0,38532.0,2.473,0.478,0.416,0.481,"Mickleham - Yuroke",1.945,40381.5,0.491,3.063,0.896,42866.5,58217.5,48226.0,4.489,1.385,2.02,0.413,0.915,34727.0,32655.0,43084.0,47967.0,42885.0,1.031,54034.5,48457.5,41093.5,47139.0,1.037,0.589,1.27,1.675,0.908,55587.5,50530.0,38894.0,51116.0,210051445,0.56,0.683
50707.0,55549.0,35293.0,42600.0,3.801,3.271,3.192,3.69,"Bayswater",7.061,42042.0,3.797,7.056,6.916,40626.0,54147.0,48706.5,7.233,3.311,3.431,3.229,3.286,37377.5,34756.0,43106.5,49930.0,44068.0,3.772,50839.5,46430.0,39264.0,44287.0,7.002,3.294,7.044,3.747,6.996,53024.0,47062.5,37440.0,49475.0,211011251,3.731,3.756
53128.0,60093.0,35072.0,43721.0,4.78,3.942,3.832,4.395,"Knoxfield - Scoresby",8.562,43177.5,4.299,8.946,8.285,40712.0,57710.0,52392.0,9.168,4.286,4.389,3.891,4.118,35833.0,35253.5,42670.5,53255.0,44585.0,4.443,54470.0,46816.5,38502.0,45087.0,8.302,4.029,8.389,4.655,8.138,57196.5,48647.0,36724.0,50537.0,211011254,4.365,4.361
58060.5,67956.0,35398.0,44732.0,2.213,2.072,2.052,2.221,"Lysterfield",4.286,44284.0,2.203,4.334,4.293,40217.0,66202.0,58978.0,4.337,2.129,2.124,2.073,2.103,36213.0,34681.0,40482.0,58930.0,45469.0,2.182,61790.0,48685.0,38015.0,46989.5,4.302,2.085,4.275,2.204,4.26,64179.5,50000.0,36499.0,51114.0,211011255,2.232,2.192
54598.0,61501.0,35136.0,43488.0,4.765,4.572,4.609,4.916,"Rowville - Central",9.422,42656.0,5.005,9.404,9.465,40633.0,59867.0,53899.5,9.412,4.615,4.644,4.555,4.618,36234.0,34257.0,42212.0,55202.0,43974.0,4.803,56471.0,47432.0,39199.0,45646.5,9.481,4.541,9.333,4.785,9.612,58578.0,48466.0,37464.0,50773.0,211011256,4.913,4.789
61990.5,67150.5,35805.0,46847.5,2.563,2.297,2.327,2.484,"Rowville - North",4.826,46015.0,2.502,4.912,4.801,40920.0,65301.5,60962.5,4.941,2.367,2.382,2.319,2.349,37685.0,34380.0,41800.0,60691.5,48509.0,2.472,63419.0,49443.0,39569.5,48455.5,4.772,2.329,4.805,2.547,4.824,64447.0,50980.0,38281.0,53463.0,211011257,2.469,2.477
59754.0,64506.0,36096.5,45969.0,3.461,3.223,3.203,3.517,"Rowville - South",6.687,45635.0,3.516,6.711,6.722,41893.5,62724.0,59198.5,6.733,3.257,3.268,3.203,3.247,37303.5,35550.0,44263.0,59048.0,47460.0,3.445,60019.5,50142.5,40865.5,48039.5,6.722,3.261,6.75,3.449,6.717,62067.5,51015.5,39195.5,52835.0,211011258,3.496,3.485
53392.0,60225.0,36392.0,44286.0,4.148,4.028,4.155,4.384,"Wantirna",8.104,42813.0,4.526,8.02,8.438,39756.0,57168.5,51784.0,8.056,3.883,3.903,4.056,3.936,36613.5,34591.0,41399.0,53142.5,44241.0,4.166,54500.0,46601.0,39154.0,45360.0,8.371,3.978,8.147,4.138,8.683,56665.0,47797.0,37844.0,49923.0,211011259,4.341,4.168
53819.0,57738.5,35382.0,42335.5,5.25,5.141,5.199,5.352,"Wantirna South",10.325,41938.0,5.509,10.348,10.509,39952.0,55634.0,51778.0,10.346,5.112,5.098,5.154,5.073,36000.0,34662.0,42290.0,51726.0,43460.0,5.253,54734.0,46044.0,38554.0,44989.0,10.44,5.106,10.367,5.232,10.706,55095.0,46793.0,37274.0,49045.0,211011260,5.293,5.261
51159.0,58315.0,36370.5,42880.0,6.745,6.07,5.941,6.594,"Boronia",12.678,42265.0,6.528,12.877,12.604,40937.0,55517.0,49276.0,13.109,6.235,6.359,6.011,6.137,37079.5,35599.0,43447.0,50256.0,43769.0,6.545,52449.0,47033.5,40291.5,45388.5,12.678,6.064,12.616,6.643,12.471,54416.0,48172.0,39107.0,50604.0,211011446,6.602,6.547
52453.0,59594.0,36728.0,43906.0,4.183,3.75,3.8,4.16,"Ferntree Gully (North)",7.919,43163.5,4.229,8.098,7.951,41354.0,56903.0,50443.5,8.123,3.926,3.941,3.792,3.825,38131.5,35624.5,42793.5,50856.0,44922.5,4.099,54032.0,47834.0,40813.5,46178.5,7.889,3.779,7.858,4.17,8.032,55902.0,48770.5,39349.0,50481.0,211011447,4.136,4.072
53386.0,60661.5,34824.0,43296.0,4.718,4.22,4.296,4.683,"Ferntree Gully (South) - Upper Ferntree Gully",8.844,42305.0,4.755,8.967,8.909,39695.5,59116.5,52004.0,9.135,4.308,4.419,4.228,4.289,37150.0,34753.0,41797.0,53060.0,45000.0,4.56,56228.5,47805.0,38896.5,46254.5,8.839,4.293,8.862,4.658,9.052,58655.0,48486.5,37297.0,50598.5,211011448,4.619,4.575
54878.0,63689.0,34655.0,43928.0,1.376,1.256,1.284,1.375,"The Basin",2.579,44074.0,1.422,2.652,2.628,39740.0,59282.0,54190.0,2.652,1.281,1.273,1.256,1.247,36904.0,35380.0,41495.5,55221.0,44605.0,1.335,55553.5,48386.0,40058.5,45895.0,2.621,1.246,2.591,1.371,2.701,59202.5,48153.0,38114.5,50639.0,211011449,1.37,1.341
54447.0,60664.0,34624.5,43051.0,4.62,4.473,4.508,4.705,"Donvale - Park Orchards",9.02,42237.0,4.746,9.104,9.188,38746.5,59236.0,53072.0,9.151,4.507,4.528,4.479,4.494,35189.0,34052.5,38733.5,54778.0,43552.5,4.525,56206.0,46912.5,38449.0,45093.0,9.159,4.526,9.108,4.589,9.249,59104.5,47326.5,36868.0,48534.0,211021261,4.682,4.586
56350.5,64304.0,34697.0,42792.0,3.184,3.103,3.084,3.288,"Warrandyte - Wonga Park",6.329,42990.0,3.309,6.238,6.377,37792.5,61787.0,55011.0,6.199,3.016,3.01,3.088,3.092,35065.0,33831.0,39988.0,55930.0,44161.5,3.233,57275.0,45918.0,37531.5,45090.5,6.388,3.099,6.363,3.225,6.398,58851.0,47495.0,36554.0,49862.5,211021262,3.283,3.261
53852.0,61577.5,36196.0,43989.0,3.684,3.329,3.337,3.65,"Bayswater North",7.0,43041.0,3.696,7.075,6.915,39621.0,59570.0,52143.0,7.102,3.405,3.419,3.268,3.34,37017.0,34583.5,41811.0,52880.0,44915.0,3.658,56204.0,48127.5,39762.0,46553.0,6.997,3.311,6.934,3.669,7.041,57605.0,49135.0,37962.0,50909.0,211031263,3.671,3.62
60702.0,67888.0,34611.0,44585.0,5.735,5.535,5.518,5.683,"Croydon Hills - Warranwood",11.35,42970.5,5.703,11.374,11.182,40940.0,65000.0,58194.0,11.391,5.632,5.656,5.499,5.631,35975.0,33315.0,42975.0,59276.5,45763.5,5.717,62851.0,48593.5,39851.0,47034.0,11.223,5.51,11.154,5.741,11.223,63784.0,50186.0,37360.0,52832.0,211031265,5.694,5.645
50000.0,56743.0,37148.5,43370.0,5.265,4.533,4.481,4.876,"Ringwood",9.673,42407.0,4.86,9.838,9.303,40365.0,54047.0,49256.0,10.213,4.741,4.948,4.428,4.733,36653.0,35928.0,42618.0,49800.0,43143.5,4.944,52000.0,46256.0,39345.0,44699.0,9.47,4.675,9.553,5.096,9.342,53485.0,47541.0,38287.0,49423.0,211031266,4.939,4.874
55607.0,62696.0,36920.0,44489.0,6.096,5.447,5.477,5.825,"Ringwood East",11.519,43912.0,5.866,11.75,11.25,42877.0,60579.0,52941.0,11.933,5.663,5.836,5.422,5.627,38765.0,36388.0,44644.0,54189.0,46182.0,5.886,57867.5,49260.0,40722.0,47597.0,11.317,5.514,11.385,6.081,11.34,59472.0,51043.5,39371.0,52890.0,211031267,5.866,5.872
60784.0,68924.0,37319.5,46245.0,2.88,2.777,2.74,2.956,"Ringwood North",5.672,45460.0,2.939,5.74,5.708,40963.0,67048.0,58788.0,5.718,2.842,2.837,2.759,2.812,37798.5,36288.0,41561.0,59838.5,46384.0,2.867,62110.5,50581.0,40201.0,48179.5,5.681,2.778,5.647,2.9,5.677,65310.0,51433.0,38356.0,52772.0,211031268,2.908,2.871
52819.5,60296.5,38000.0,44322.0,4.32,4.063,3.936,4.027,"Croydon - East",8.406,43232.0,4.05,8.708,8.008,41266.0,56617.0,50532.5,8.726,4.372,4.404,3.981,4.195,38286.0,36799.0,42743.0,51184.5,45040.5,4.207,54352.0,48168.5,41026.5,46428.0,8.125,4.111,8.207,4.333,7.987,56393.5,48807.0,39385.0,51416.0,211031450,4.063,4.097
53923.0,59592.0,36205.0,43051.0,3.711,3.468,3.273,3.422,"Croydon - West",7.179,41980.0,3.36,7.392,6.793,41423.0,57903.0,51177.0,7.494,3.746,3.781,3.375,3.603,36887.0,34658.0,43142.5,52453.0,44004.0,3.576,54763.5,47631.0,40163.0,45003.0,6.954,3.544,7.076,3.645,6.632,56400.0,49321.0,37419.0,50739.0,211031451,3.487,3.529
55929.0,63642.0,37090.0,45110.5,1.357,1.344,1.304,1.374,"Croydon South",2.696,42765.5,1.383,2.675,2.677,40226.5,62578.5,52998.5,2.709,1.345,1.35,1.302,1.375,37756.0,33703.5,43101.0,54483.0,45924.5,1.318,57947.0,49598.0,39752.0,47604.0,2.692,1.349,2.683,1.331,2.689,62537.5,51136.5,37947.0,52376.5,211031452,1.354,1.336
51568.0,57687.0,35062.0,42680.0,2.984,2.721,2.755,2.883,"Forest Hill",5.685,41458.0,2.86,5.765,5.649,39614.5,55588.0,49638.0,5.861,2.802,2.874,2.768,2.769,36180.0,34833.0,41814.0,51102.0,43905.0,2.914,53519.0,45783.5,37281.0,44337.5,5.598,2.752,5.647,2.961,5.619,54813.0,47084.0,36428.0,49072.0,211041269,2.885,2.896
58419.0,64715.5,39177.5,47372.0,5.021,4.606,4.429,4.819,"Mitcham (Vic.)",9.518,46469.5,4.689,9.736,9.38,44986.0,62241.0,57068.0,9.834,4.771,4.81,4.567,4.641,40304.5,38605.0,46170.0,57481.0,48511.0,4.875,59965.5,51621.5,43615.0,49434.0,9.404,4.628,9.44,4.972,9.12,61791.0,52277.0,41150.0,54299.0,211041270,4.796,4.814
53595.0,60000.0,38675.0,44309.0,3.569,3.044,3.035,3.317,"Nunawading",6.48,43219.0,3.311,6.769,6.299,43150.0,56545.5,50893.5,6.854,3.261,3.285,2.978,3.123,39649.0,36774.0,44358.0,51016.5,46267.0,3.352,54047.5,49165.0,41827.0,47170.0,6.328,3.079,6.449,3.508,6.348,56152.0,49984.0,40886.0,51674.5,211041271,3.277,3.368
55923.0,62138.0,34629.0,44112.5,3.09,2.812,2.833,2.971,"Vermont",5.717,42778.5,2.992,5.84,5.767,40480.5,59835.0,53647.0,5.92,2.797,2.831,2.793,2.792,37020.0,34061.0,42678.0,55050.0,45695.0,2.928,57847.0,48675.0,39235.0,46720.0,5.791,2.839,5.776,3.041,5.828,59703.0,48997.5,37423.5,51874.0,211041272,2.983,2.935
52364.0,56531.0,32803.5,41412.0,3.309,3.238,3.28,3.528,"Vermont South",6.453,41313.0,3.58,6.486,6.827,35537.0,55617.5,52224.5,6.513,3.208,3.212,3.296,3.186,34835.0,32200.5,37960.0,52226.0,41869.0,3.266,53450.0,43460.0,34845.0,42786.0,6.677,3.228,6.547,3.281,6.864,54910.0,43821.0,35114.0,46143.0,211041273,3.434,3.322
52630.0,60989.0,34374.0,42387.0,3.132,2.974,2.984,3.263,"Belgrave - Selby",6.161,41521.5,3.295,6.266,6.224,39371.5,59699.0,50009.5,6.203,3.074,3.069,2.968,2.995,34190.0,33579.5,40641.0,52026.0,43093.0,3.17,54662.0,47169.0,38356.0,44488.0,6.171,2.972,6.142,3.199,6.274,57831.0,48992.0,36015.0,50426.0,211051274,3.202,3.173
53835.5,63218.5,33257.0,42098.0,3.264,2.696,2.679,2.896,"Chirnside Park",5.847,41421.5,2.941,6.119,5.588,39319.0,60165.0,52308.5,6.323,3.0,3.064,2.691,2.817,34103.5,32500.5,40773.0,53860.0,42968.0,3.027,56101.5,46467.0,37121.0,44855.5,5.656,2.737,5.678,3.122,5.621,57939.0,48958.0,35721.5,50994.5,211051275,2.957,2.946
49155.0,54150.0,28725.0,37220.0,4.009,3.58,3.591,3.953,"Healesville - Yarra Glen",7.611,36114.5,3.992,7.774,7.546,33545.0,52357.0,45805.0,7.895,3.794,3.891,3.597,3.686,29335.0,28040.0,34972.5,47846.0,38118.5,3.917,50612.0,40860.0,32831.0,39769.5,7.493,3.662,7.555,3.979,7.583,50929.5,41814.5,30981.0,43693.0,211051276,3.91,3.893
