estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
null,null,null,319,null,"Watsonia",null,null,null,null,null,null,null,null,null,null,null,null,87,null,null,null,null,56,null,null,null,null,332,null,null,null,null,null,null,null,null,null,null,null,null,319,null,null,null,null,null,202,null,577,"209011204",null,null,1086,24,null,429,null,null,null,287,null,2019,null,6,null,null,null,null,null
null,null,null,439,null,"Endeavour Hills - South",null,null,null,null,null,null,null,null,null,null,null,null,216,null,null,null,null,98,null,null,null,null,707,null,null,null,null,null,null,null,null,null,null,null,null,186,null,null,null,null,null,360,null,536,"212021454",null,null,1425,19,null,926,null,null,null,462,null,2019,null,56,null,null,null,null,null
null,null,null,945,null,"Preston - East",null,null,null,null,null,null,null,null,null,null,null,null,252,null,null,null,null,125,null,null,null,null,698,null,null,null,null,null,null,null,null,null,null,null,null,354,null,null,null,null,null,775,null,1242,"209021428",null,null,1958,58,null,880,null,null,null,640,null,2019,null,40,null,null,null,null,null
null,null,null,220,null,"Wattle Glen - Diamond Creek",null,null,null,null,null,null,null,null,null,null,null,null,61,null,null,null,null,43,null,null,null,null,369,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,null,175,null,231,"209031215",null,null,920,16,null,481,null,null,null,280,null,2019,null,null,null,null,null,null,null
null,null,null,168,null,"Bundoora - West",null,null,null,null,null,null,null,null,null,null,null,null,108,null,null,null,null,33,null,null,null,null,244,null,null,null,null,null,null,null,null,null,null,null,null,97,null,null,null,null,null,128,null,283,"209041217",null,null,960,6,null,293,null,null,null,268,null,2019,null,7,null,null,null,null,null
null,null,null,1114,null,"Lalor",null,null,null,null,null,null,null,null,null,null,null,null,742,null,null,null,null,211,null,null,null,null,1511,null,null,null,null,null,null,null,null,null,null,null,null,340,null,null,null,null,null,904,null,1412,"209041219",null,null,3417,68,null,1910,null,null,null,1507,null,2019,null,162,null,null,null,null,null
null,null,null,385,null,"Mill Park - South",null,null,null,null,null,null,null,null,null,null,null,null,212,null,null,null,null,95,null,null,null,null,592,null,null,null,null,null,null,null,null,null,null,null,null,157,null,null,null,null,null,347,null,525,"209041221",null,null,1165,35,null,735,null,null,null,475,null,2019,null,49,null,null,null,null,null
null,null,null,425,null,"Wallan",null,null,null,null,null,null,null,null,null,null,null,null,232,null,null,null,null,261,null,null,null,null,1175,null,null,null,null,null,null,null,null,null,null,null,null,95,null,null,null,null,null,425,null,722,"209041224",null,null,1092,44,null,1466,null,null,null,545,null,2019,null,61,null,null,null,null,null
null,null,null,245,null,"Whittlesea",null,null,null,null,null,null,null,null,null,null,null,null,109,null,null,null,null,57,null,null,null,null,359,null,null,null,null,null,null,null,null,null,null,null,null,45,null,null,null,null,null,155,null,292,"209041225",null,null,929,19,null,465,null,null,null,239,null,2019,null,9,null,null,null,null,null
null,null,null,322,null,"Doreen",null,null,null,null,null,null,null,null,null,null,null,null,179,null,null,null,null,303,null,null,null,null,1474,null,null,null,null,null,null,null,null,null,null,null,null,146,null,null,null,null,null,364,null,868,"209041430",null,null,1176,29,null,1863,null,null,null,592,null,2019,null,46,null,null,null,null,null
null,null,null,213,null,"Bundoora - North",null,null,null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,23,null,null,null,null,230,null,null,null,null,null,null,null,null,null,null,null,null,120,null,null,null,null,null,113,null,347,"209041216",null,null,586,15,null,306,null,null,null,213,null,2019,null,9,null,null,null,null,null
null,null,null,502,null,"Epping - East",null,null,null,null,null,null,null,null,null,null,null,null,282,null,null,null,null,118,null,null,null,null,818,null,null,null,null,null,null,null,null,null,null,null,null,156,null,null,null,null,null,402,null,632,"209041431",null,null,1191,51,null,1038,null,null,null,562,null,2019,null,76,null,null,null,null,null
null,null,null,393,null,"Epping - South",null,null,null,null,null,null,null,null,null,null,null,null,201,null,null,null,null,84,null,null,null,null,590,null,null,null,null,null,null,null,null,null,null,null,null,80,null,null,null,null,null,348,null,534,"209041432",null,null,944,23,null,710,null,null,null,410,null,2019,null,43,null,null,null,null,null
null,null,null,501,null,"Mill Park - North",null,null,null,null,null,null,null,null,null,null,null,null,276,null,null,null,null,109,null,null,null,null,809,null,null,null,null,null,null,null,null,null,null,null,null,209,null,null,null,null,null,452,null,669,"209041220",null,null,1625,36,null,1046,null,null,null,692,null,2019,null,52,null,null,null,null,null
null,null,null,1055,null,"Thomastown",null,null,null,null,null,null,null,null,null,null,null,null,616,null,null,null,null,170,null,null,null,null,1237,null,null,null,null,null,null,null,null,null,null,null,null,260,null,null,null,null,null,853,null,1245,"209041223",null,null,3505,74,null,1540,null,null,null,1334,null,2019,null,133,null,null,null,null,null
null,null,null,290,null,"South Morang (South)",null,null,null,null,null,null,null,null,null,null,null,null,151,null,null,null,null,81,null,null,null,null,599,null,null,null,null,null,null,null,null,null,null,null,null,99,null,null,null,null,null,303,null,473,"209041436",null,null,1153,23,null,801,null,null,null,361,null,2019,null,30,null,null,null,null,null
null,null,null,133,null,"Keilor",null,null,null,null,null,null,null,null,null,null,null,null,103,null,null,null,null,33,null,null,null,null,251,null,null,null,null,null,null,null,null,null,null,null,null,49,null,null,null,null,null,140,null,212,"210011228",null,null,1211,12,null,323,null,null,null,337,null,2019,null,6,null,null,null,null,null
null,null,null,248,null,"Tullamarine",null,null,null,null,null,null,null,null,null,null,null,null,164,null,null,null,null,51,null,null,null,null,341,null,null,null,null,null,null,null,null,null,null,null,null,45,null,null,null,null,null,305,null,485,"210051250",null,null,958,13,null,418,null,null,null,318,null,2019,null,31,null,null,null,null,null
null,null,null,122,null,"Strathmore",null,null,null,null,null,null,null,null,null,null,null,null,50,null,null,null,null,29,null,null,null,null,190,null,null,null,null,null,null,null,null,null,null,null,null,56,null,null,null,null,null,104,null,175,"210011231",null,null,696,9,null,255,null,null,null,216,null,2019,null,null,null,null,null,null,null
null,null,null,41,null,"Macedon",null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,6,null,null,null,null,63,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,27,null,61,"210021233",null,null,303,null,null,86,null,null,null,56,null,2019,null,null,null,null,null,null,null
null,null,null,281,null,"Coburg North",null,null,null,null,null,null,null,null,null,null,null,null,114,null,null,null,null,43,null,null,null,null,284,null,null,null,null,null,null,null,null,null,null,null,null,81,null,null,null,null,null,231,null,324,"210031236",null,null,784,19,null,381,null,null,null,264,null,2019,null,21,null,null,null,null,null
null,null,null,432,null,"Fawkner",null,null,null,null,null,null,null,null,null,null,null,null,299,null,null,null,null,82,null,null,null,null,912,null,null,null,null,null,null,null,null,null,null,null,null,174,null,null,null,null,null,414,null,800,"210031237",null,null,1870,39,null,1154,null,null,null,654,null,2019,null,126,null,null,null,null,null
null,null,null,194,null,"Ringwood North",null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,18,null,null,null,null,223,null,null,null,null,null,null,null,null,null,null,null,null,63,null,null,null,null,null,88,null,190,"211031268",null,null,860,null,null,296,null,null,null,188,null,2019,null,11,null,null,null,null,null
null,null,null,41,null,"Gowanbrae",null,null,null,null,null,null,null,null,null,null,null,null,16,null,null,null,null,7,null,null,null,null,96,null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,null,43,null,66,"210031439",null,null,310,6,null,130,null,null,null,83,null,2019,null,null,null,null,null,null,null
null,null,null,525,null,"Pascoe Vale",null,null,null,null,null,null,null,null,null,null,null,null,227,null,null,null,null,119,null,null,null,null,929,null,null,null,null,null,null,null,null,null,null,null,null,264,null,null,null,null,null,416,null,951,"210031239",null,null,2266,34,null,1144,null,null,null,654,null,2019,null,37,null,null,null,null,null
null,null,null,924,null,"Glenroy",null,null,null,null,null,null,null,null,null,null,null,null,474,null,null,null,null,173,null,null,null,null,1305,null,null,null,null,null,null,null,null,null,null,null,null,213,null,null,null,null,null,725,null,1415,"210031438",null,null,2554,73,null,1593,null,null,null,896,null,2019,null,162,null,null,null,null,null
null,null,null,367,null,"Craigieburn - West",null,null,null,null,null,null,null,null,null,null,null,null,506,null,null,null,null,180,null,null,null,null,1676,null,null,null,null,null,null,null,null,null,null,null,null,178,null,null,null,null,null,642,null,1145,"210051444",null,null,726,64,null,2076,null,null,null,699,null,2019,null,246,null,null,null,null,null
null,null,null,169,null,"Mickleham - Yuroke",null,null,null,null,null,null,null,null,null,null,null,null,198,null,null,null,null,117,null,null,null,null,987,null,null,null,null,null,null,null,null,null,null,null,null,69,null,null,null,null,null,217,null,419,"210051445",null,null,248,28,null,1194,null,null,null,319,null,2019,null,87,null,null,null,null,null
null,null,null,441,null,"Bayswater",null,null,null,null,null,null,null,null,null,null,null,null,106,null,null,null,null,110,null,null,null,null,620,null,null,null,null,null,null,null,null,null,null,null,null,121,null,null,null,null,null,341,null,696,"211011251",null,null,1500,26,null,795,null,null,null,297,null,2019,null,21,null,null,null,null,null
null,null,null,903,null,"Broadmeadows",null,null,null,null,null,null,null,null,null,null,null,null,618,null,null,null,null,213,null,null,null,null,1256,null,null,null,null,null,null,null,null,null,null,null,null,219,null,null,null,null,null,1014,null,1293,"210051242",null,null,1309,96,null,1466,null,null,null,863,null,2019,null,230,null,null,null,null,null
null,null,null,305,null,"Knoxfield - Scoresby",null,null,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,99,null,null,null,null,658,null,null,null,null,null,null,null,null,null,null,null,null,162,null,null,null,null,null,274,null,492,"211011254",null,null,1595,20,null,894,null,null,null,327,null,2019,null,20,null,null,null,null,null
null,null,null,1037,null,"Campbellfield - Coolaroo",null,null,null,null,null,null,null,null,null,null,null,null,988,null,null,null,null,205,null,null,null,null,1487,null,null,null,null,null,null,null,null,null,null,null,null,296,null,null,null,null,null,977,null,1226,"210051243",null,null,2182,73,null,1777,null,null,null,1346,null,2019,null,267,null,null,null,null,null
null,null,null,936,null,"Cranbourne",null,null,null,null,null,null,null,null,null,null,null,null,361,null,null,null,null,333,null,null,null,null,1669,null,null,null,null,null,null,null,null,null,null,null,null,195,null,null,null,null,null,861,null,1596,"212031300",null,null,1834,113,null,2003,null,null,null,715,null,2019,null,109,null,null,null,null,null
null,null,null,1004,null,"Meadow Heights",null,null,null,null,null,null,null,null,null,null,null,null,974,null,null,null,null,245,null,null,null,null,1502,null,null,null,null,null,null,null,null,null,null,null,null,333,null,null,null,null,null,1075,null,1155,"210051247",null,null,1342,93,null,1838,null,null,null,1242,null,2019,null,247,null,null,null,null,null
null,null,null,521,null,"Gladstone Park - Westmeadows",null,null,null,null,null,null,null,null,null,null,null,null,421,null,null,null,null,142,null,null,null,null,882,null,null,null,null,null,null,null,null,null,null,null,null,191,null,null,null,null,null,608,null,801,"210051245",null,null,2391,51,null,1131,null,null,null,870,null,2019,null,78,null,null,null,null,null
null,null,null,420,null,"Greenvale - Bulla",null,null,null,null,null,null,null,null,null,null,null,null,348,null,null,null,null,108,null,null,null,null,810,null,null,null,null,null,null,null,null,null,null,null,null,216,null,null,null,null,null,341,null,427,"210051246",null,null,1166,27,null,1067,null,null,null,736,null,2019,null,70,null,null,null,null,null
null,null,null,551,null,"Cranbourne East",null,null,null,null,null,null,null,null,null,null,null,null,352,null,null,null,null,462,null,null,null,null,3281,null,null,null,null,null,null,null,null,null,null,null,null,314,null,null,null,null,null,690,null,1928,"212031301",null,null,2484,97,null,4302,null,null,null,864,null,2019,null,218,null,null,null,null,null
null,null,null,1064,null,"Roxburgh Park - Somerton",null,null,null,null,null,null,null,null,null,null,null,null,1316,null,null,null,null,240,null,null,null,null,2094,null,null,null,null,null,null,null,null,null,null,null,null,532,null,null,null,null,null,1250,null,1480,"210051249",null,null,1291,118,null,2710,null,null,null,1660,null,2019,null,350,null,null,null,null,null
null,null,null,272,null,"Craigieburn - Central",null,null,null,null,null,null,null,null,null,null,null,null,222,null,null,null,null,110,null,null,null,null,706,null,null,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,null,381,null,532,"210051441",null,null,594,40,null,840,null,null,null,370,null,2019,null,64,null,null,null,null,null
null,null,null,251,null,"Craigieburn - North",null,null,null,null,null,null,null,null,null,null,null,null,241,null,null,null,null,116,null,null,null,null,941,null,null,null,null,null,null,null,null,null,null,null,null,108,null,null,null,null,null,326,null,606,"210051442",null,null,383,42,null,1181,null,null,null,412,null,2019,null,105,null,null,null,null,null
null,null,null,582,null,"Craigieburn - South",null,null,null,null,null,null,null,null,null,null,null,null,579,null,null,null,null,194,null,null,null,null,1549,null,null,null,null,null,null,null,null,null,null,null,null,234,null,null,null,null,null,783,null,1124,"210051443",null,null,874,73,null,1969,null,null,null,859,null,2019,null,220,null,null,null,null,null
null,null,null,134,null,"Rowville - North",null,null,null,null,null,null,null,null,null,null,null,null,53,null,null,null,null,23,null,null,null,null,241,null,null,null,null,null,null,null,null,null,null,null,null,57,null,null,null,null,null,93,null,124,"211011257",null,null,667,13,null,334,null,null,null,190,null,2019,null,15,null,null,null,null,null
null,null,null,160,null,"Rowville - South",null,null,null,null,null,null,null,null,null,null,null,null,57,null,null,null,null,28,null,null,null,null,282,null,null,null,null,null,null,null,null,null,null,null,null,87,null,null,null,null,null,120,null,175,"211011258",null,null,912,11,null,406,null,null,null,247,null,2019,null,16,null,null,null,null,null
null,null,null,270,null,"Wantirna",null,null,null,null,null,null,null,null,null,null,null,null,95,null,null,null,null,80,null,null,null,null,587,null,null,null,null,null,null,null,null,null,null,null,null,120,null,null,null,null,null,219,null,436,"211011259",null,null,1608,22,null,748,null,null,null,328,null,2019,null,28,null,null,null,null,null
null,null,null,89,null,"Lysterfield",null,null,null,null,null,null,null,null,null,null,null,null,29,null,null,null,null,30,null,null,null,null,150,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,48,null,85,"211011255",null,null,320,null,null,219,null,null,null,109,null,2019,null,null,null,null,null,null,null
null,null,null,340,null,"Wantirna South",null,null,null,null,null,null,null,null,null,null,null,null,129,null,null,null,null,68,null,null,null,null,543,null,null,null,null,null,null,null,null,null,null,null,null,170,null,null,null,null,null,249,null,460,"211011260",null,null,2229,20,null,756,null,null,null,388,null,2019,null,14,null,null,null,null,null
null,null,null,186,null,"Donvale - Park Orchards",null,null,null,null,null,null,null,null,null,null,null,null,73,null,null,null,null,26,null,null,null,null,348,null,null,null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,null,128,null,285,"211021261",null,null,1436,5,null,478,null,null,null,281,null,2019,null,12,null,null,null,null,null
null,null,null,281,null,"Rowville - Central",null,null,null,null,null,null,null,null,null,null,null,null,131,null,null,null,null,66,null,null,null,null,556,null,null,null,null,null,null,null,null,null,null,null,null,135,null,null,null,null,null,227,null,377,"211011256",null,null,1323,13,null,747,null,null,null,367,null,2019,null,10,null,null,null,null,null
null,null,null,138,null,"Warrandyte - Wonga Park",null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,19,null,null,null,null,140,null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,null,69,null,131,"211021262",null,null,606,null,null,211,null,null,null,142,null,2019,null,6,null,null,null,null,null
null,null,null,863,null,"Boronia",null,null,null,null,null,null,null,null,null,null,null,null,198,null,null,null,null,207,null,null,null,null,1121,null,null,null,null,null,null,null,null,null,null,null,null,161,null,null,null,null,null,627,null,1198,"211011446",null,null,2733,71,null,1403,null,null,null,573,null,2019,null,51,null,null,null,null,null
null,null,null,179,null,"Cranbourne South",null,null,null,null,null,null,null,null,null,null,null,null,82,null,null,null,null,99,null,null,null,null,509,null,null,null,null,null,null,null,null,null,null,null,null,51,null,null,null,null,null,150,null,309,"212031303",null,null,870,19,null,641,null,null,null,222,null,2019,null,18,null,null,null,null,null
null,null,null,140,null,"Croydon South",null,null,null,null,null,null,null,null,null,null,null,null,33,null,null,null,null,32,null,null,null,null,203,null,null,null,null,null,null,null,null,null,null,null,null,26,null,null,null,null,null,116,null,168,"211031452",null,null,459,5,null,269,null,null,null,113,null,2019,null,8,null,null,null,null,null
null,null,null,521,null,"Ferntree Gully (North)",null,null,null,null,null,null,null,null,null,null,null,null,121,null,null,null,null,116,null,null,null,null,642,null,null,null,null,null,null,null,null,null,null,null,null,92,null,null,null,null,null,353,null,774,"211011447",null,null,1838,34,null,783,null,null,null,372,null,2019,null,29,null,null,null,null,null
null,null,null,332,null,"Croydon Hills - Warranwood",null,null,null,null,null,null,null,null,null,null,null,null,82,null,null,null,null,90,null,null,null,null,484,null,null,null,null,null,null,null,null,null,null,null,null,113,null,null,null,null,null,194,null,410,"211031265",null,null,1369,22,null,657,null,null,null,330,null,2019,null,13,null,null,null,null,null
null,null,null,422,null,"Ferntree Gully (South) - Upper Ferntree Gully",null,null,null,null,null,null,null,null,null,null,null,null,132,null,null,null,null,102,null,null,null,null,638,null,null,null,null,null,null,null,null,null,null,null,null,98,null,null,null,null,null,301,null,431,"211011448",null,null,1560,28,null,802,null,null,null,379,null,2019,null,21,null,null,null,null,null
null,null,null,583,null,"Ringwood",null,null,null,null,null,null,null,null,null,null,null,null,122,null,null,null,null,98,null,null,null,null,782,null,null,null,null,null,null,null,null,null,null,null,null,182,null,null,null,null,null,472,null,1106,"211031266",null,null,1892,38,null,962,null,null,null,372,null,2019,null,96,null,null,null,null,null
null,null,null,586,null,"Ringwood East",null,null,null,null,null,null,null,null,null,null,null,null,104,null,null,null,null,89,null,null,null,null,785,null,null,null,null,null,null,null,null,null,null,null,null,144,null,null,null,null,null,454,null,926,"211031267",null,null,2011,38,null,974,null,null,null,398,null,2019,null,64,null,null,null,null,null
null,null,null,209,null,"Belgrave - Selby",null,null,null,null,null,null,null,null,null,null,null,null,52,null,null,null,null,50,null,null,null,null,374,null,null,null,null,null,null,null,null,null,null,null,null,70,null,null,null,null,null,216,null,234,"211051274",null,null,739,8,null,496,null,null,null,184,null,2019,null,10,null,null,null,null,null
null,null,null,113,null,"The Basin",null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,29,null,null,null,null,178,null,null,null,null,null,null,null,null,null,null,null,null,23,null,null,null,null,null,102,null,113,"211011449",null,null,378,12,null,228,null,null,null,94,null,2019,null,null,null,null,null,null,null
null,null,null,393,null,"Bayswater North",null,null,null,null,null,null,null,null,null,null,null,null,88,null,null,null,null,110,null,null,null,null,537,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,null,276,null,406,"211031263",null,null,1022,33,null,680,null,null,null,270,null,2019,null,10,null,null,null,null,null
null,null,null,577,null,"Croydon - East",null,null,null,null,null,null,null,null,null,null,null,null,118,null,null,null,null,140,null,null,null,null,812,null,null,null,null,null,null,null,null,null,null,null,null,96,null,null,null,null,null,451,null,962,"211031450",null,null,1887,36,null,1002,null,null,null,337,null,2019,null,62,null,null,null,null,null
null,null,null,381,null,"Croydon - West",null,null,null,null,null,null,null,null,null,null,null,null,110,null,null,null,null,88,null,null,null,null,546,null,null,null,null,null,null,null,null,null,null,null,null,81,null,null,null,null,null,251,null,546,"211031451",null,null,1891,30,null,688,null,null,null,311,null,2019,null,35,null,null,null,null,null
null,null,null,270,null,"Forest Hill",null,null,null,null,null,null,null,null,null,null,null,null,77,null,null,null,null,40,null,null,null,null,352,null,null,null,null,null,null,null,null,null,null,null,null,100,null,null,null,null,null,181,null,356,"211041269",null,null,1366,11,null,456,null,null,null,228,null,2019,null,15,null,null,null,null,null
null,null,null,358,null,"Mitcham (Vic.)",null,null,null,null,null,null,null,null,null,null,null,null,74,null,null,null,null,45,null,null,null,null,459,null,null,null,null,null,null,null,null,null,null,null,null,128,null,null,null,null,null,235,null,488,"211041270",null,null,1447,18,null,618,null,null,null,269,null,2019,null,20,null,null,null,null,null
null,null,null,191,null,"Pearcedale - Tooradin",null,null,null,null,null,null,null,null,null,null,null,null,79,null,null,null,null,62,null,null,null,null,329,null,null,null,null,null,null,null,null,null,null,null,null,31,null,null,null,null,null,161,null,223,"212031308",null,null,659,15,null,451,null,null,null,206,null,2019,null,12,null,null,null,null,null
null,null,null,328,null,"Nunawading",null,null,null,null,null,null,null,null,null,null,null,null,56,null,null,null,null,32,null,null,null,null,363,null,null,null,null,null,null,null,null,null,null,null,null,83,null,null,null,null,null,183,null,403,"211041271",null,null,1223,15,null,472,null,null,null,223,null,2019,null,18,null,null,null,null,null
null,null,null,307,null,"Kilsyth",null,null,null,null,null,null,null,null,null,null,null,null,82,null,null,null,null,84,null,null,null,null,457,null,null,null,null,null,null,null,null,null,null,null,null,51,null,null,null,null,null,202,null,397,"211051277",null,null,1425,24,null,593,null,null,null,235,null,2019,null,33,null,null,null,null,null
null,null,null,565,null,"Lilydale - Coldstream",null,null,null,null,null,null,null,null,null,null,null,null,119,null,null,null,null,147,null,null,null,null,789,null,null,null,null,null,null,null,null,null,null,null,null,101,null,null,null,null,null,408,null,809,"211051278",null,null,2198,37,null,1008,null,null,null,441,null,2019,null,17,null,null,null,null,null
null,null,null,142,null,"Monbulk - Silvan",null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,null,null,32,null,null,null,null,214,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,94,null,174,"211051279",null,null,582,null,null,302,null,null,null,122,null,2019,null,6,null,null,null,null,null
null,null,null,214,null,"Mount Dandenong - Olinda",null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,48,null,null,null,null,304,null,null,null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,null,140,null,215,"211051282",null,null,840,8,null,420,null,null,null,158,null,2019,null,17,null,null,null,null,null
null,null,null,1027,null,"Dandenong North",null,null,null,null,null,null,null,null,null,null,null,null,457,null,null,null,null,201,null,null,null,null,1442,null,null,null,null,null,null,null,null,null,null,null,null,306,null,null,null,null,null,822,null,1289,"212041312",null,null,2959,73,null,1790,null,null,null,872,null,2019,null,130,null,null,null,null,null
null,null,null,196,null,"Vermont",null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,30,null,null,null,null,380,null,null,null,null,null,null,null,null,null,null,null,null,69,null,null,null,null,null,117,null,304,"211041272",null,null,1090,null,null,514,null,null,null,190,null,2019,null,20,null,null,null,null,null
null,null,null,132,null,"Vermont South",null,null,null,null,null,null,null,null,null,null,null,null,63,null,null,null,null,8,null,null,null,null,263,null,null,null,null,null,null,null,null,null,null,null,null,123,null,null,null,null,null,124,null,201,"211041273",null,null,1394,null,null,421,null,null,null,269,null,2019,null,9,null,null,null,null,null
