utility_median_emply_inc_job, fin_insur_num_jobs_000, pro_tech_servc_median_emply_inc_job, tot_num_jobs_000, whsl_trade_median_emply_inc_job, pro_tech_servc_num_jobs_000, agri_frsty_fish_median_emply_inc_job, admt_supp_num_jobs_000, arts_rec_num_jobs_000, oth_median_emply_inc_job, tot_median_emply_inc_job, cons_median_emply_inc_job, rtl_trade_num_jobs_000, fin_insur_median_emply_inc_job, agri_frsty_fish_num_jobs_000, hlth_care_soc_asst_num_jobs_000, pub_admt_safety_num_jobs_000, utility_num_jobs_000, info_med_telecommunications_num_jobs_000, whsl_trade_num_jobs_000, trns_pstl_whse_num_jobs_000, mining_num_jobs_000, accom_food_median_emply_inc_job, sa2_name, accom_food_num_jobs_000, trns_pstl_whse_median_emply_inc_job, admt_supp_median_emply_inc_job, rent_hiring_rlst_median_emply_inc_job, hlth_care_soc_asst_median_emply_inc_job, mining_median_emply_inc_job, arts_rec_median_emply_inc_job, edu_training_median_emply_inc_job, rtl_trade_median_emply_inc_job, info_med_telecommunications_median_emply_inc_job, cons_num_jobs_000, sa2_main16, manu_num_jobs_000, pub_admt_safety_median_emply_inc_job, oth_num_jobs_000, manu_median_emply_inc_job, rent_hiring_rlst_num_jobs_000, edu_training_num_jobs_000
101744.5,0.454,52068.0,9.224,60042.0,0.664,3289.0,0.625,0.204,26716.5,35478.5,52594.0,0.696,36815.0,0.112,0.953,0.703,0.08,0.148,0.344,0.574,0.02,6300.0,"Gisborne",0.504,70507.0,20204.5,35937.0,32995.0,96270.0,10722.0,30235.0,13514.0,38376.0,0.878,210021232,0.481,71332.5,0.237,57728.0,0.212,0.994
66040.0,0.117,54535.0,2.289,83733.0,0.237,9266.5,0.135,0.045,29091.5,34913.0,40912.5,0.164,54983.0,0.03,0.24,0.168,0.012,0.04,0.065,0.111,0.006,5270.0,"Macedon",0.158,91074.5,17745.0,25816.5,38239.0,89835.5,8889.0,32542.0,18162.0,43215.0,0.147,210021233,0.118,65064.0,0.058,51570.0,0.053,0.293
75556.0,0.147,46181.0,3.119,58590.0,0.211,8654.0,0.183,0.074,31736.0,35772.0,48117.0,0.232,33846.5,0.045,0.315,0.21,0.032,0.033,0.121,0.205,0.009,5953.0,"Riddells Creek",0.167,72158.0,24340.0,34146.5,37568.0,105247.0,6930.0,27683.0,15301.0,71488.0,0.3,210021234,0.218,68761.0,0.076,51981.0,0.077,0.351
55070.5,0.265,38706.0,6.647,49586.0,0.384,16961.0,0.524,0.144,34078.0,33289.0,41703.5,0.489,25417.0,0.181,0.628,0.445,0.052,0.096,0.266,0.526,0.018,8459.5,"Romsey",0.374,59532.0,11157.0,29298.5,34459.0,54037.0,14115.0,34556.0,18200.0,55376.5,0.672,210021235,0.47,65025.0,0.192,50000.0,0.169,0.51
58204.0,0.266,45943.5,6.36,52219.5,0.58,11186.0,0.648,0.142,27266.5,29020.0,34455.0,0.541,50895.0,0.026,0.749,0.41,0.043,0.216,0.26,0.181,null,7592.0,"Coburg North",0.458,52000.0,10527.0,38021.5,37107.5,null,14699.0,27859.5,20033.0,38644.5,0.288,210031236,0.291,64981.0,0.221,40640.0,0.103,0.745
54049.0,0.39,39749.0,8.388,34373.5,0.567,4807.0,1.116,0.138,20886.0,24148.0,37591.5,0.839,34625.0,0.016,0.876,0.46,0.05,0.164,0.342,0.3,0.01,8453.0,"Fawkner",0.766,50986.0,10829.0,29878.0,34003.0,97864.0,13245.0,27392.0,18879.5,33423.0,0.483,210031237,0.497,46158.0,0.257,37402.0,0.129,0.648
69355.0,1.104,52150.0,18.848,49715.5,1.782,3580.5,1.967,0.456,29785.5,33700.5,47940.0,1.607,50767.0,0.069,2.129,1.09,0.139,0.461,0.804,0.742,0.015,8185.0,"Pascoe Vale",1.4,60368.5,12322.5,35837.0,39942.0,61669.0,9947.0,34629.0,18886.0,60010.0,1.07,210031239,0.903,66135.0,0.5,49552.5,0.349,1.704
61260.5,0.824,39134.0,16.634,32172.0,1.275,4964.0,2.403,0.245,24935.5,24042.0,36565.0,1.456,36122.0,0.059,1.825,0.821,0.111,0.286,0.694,0.595,0.01,9077.5,"Glenroy",1.851,53848.0,10880.0,23638.5,33285.0,75155.0,15572.0,30766.5,20709.0,51262.5,0.822,210031438,0.916,53155.0,0.471,40214.0,0.271,1.063
66630.0,0.138,51922.0,2.229,48867.5,0.177,13150.0,0.207,0.053,25992.0,40023.0,61969.5,0.196,41584.0,0.007,0.218,0.124,0.015,0.043,0.117,0.154,0.008,11221.0,"Gowanbrae",0.118,68117.5,11798.0,29439.0,50842.0,235648.0,18400.0,33268.0,17567.0,71311.0,0.153,210031439,0.139,63526.0,0.059,64503.0,0.054,0.195
66174.0,0.195,42804.0,3.592,45703.0,0.277,1102.0,0.4,0.08,37021.5,31379.5,47517.0,0.386,24031.0,0.009,0.352,0.232,0.024,0.054,0.159,0.158,0.006,8800.0,"Hadfield",0.212,54901.0,12619.0,44739.0,42504.0,100987.0,7200.0,34694.0,20918.0,40407.0,0.236,210031440,0.224,60291.0,0.114,50024.0,0.061,0.282
69701.0,0.402,43740.5,9.785,48120.0,0.554,5929.5,0.854,0.177,31491.0,34578.0,41666.0,0.994,37587.0,0.06,0.999,0.659,0.078,0.102,0.444,0.736,0.02,6440.0,"Sunbury",0.66,61370.0,14560.0,39670.0,37529.5,101451.0,9676.0,35446.0,23426.0,51291.5,0.92,210041240,0.578,65232.0,0.292,55875.0,0.17,0.752
62465.5,0.898,43264.0,21.22,49568.0,1.233,15398.0,2.047,0.377,26574.0,34019.5,39520.0,1.929,30767.0,0.098,2.35,1.375,0.188,0.263,0.892,1.701,0.036,8791.0,"Sunbury - South",1.437,60106.0,14687.0,39050.0,33763.0,102360.0,11022.0,31571.0,23281.5,49502.0,1.776,210041241,1.252,65278.5,0.644,55170.0,0.438,1.565
38353.0,0.234,23857.0,7.395,26499.0,0.357,9818.0,1.428,0.085,14145.5,18124.0,29717.5,0.648,20547.0,0.029,0.659,0.368,0.054,0.055,0.357,0.349,null,8485.5,"Broadmeadows",0.744,45706.0,8184.0,18060.0,26564.0,null,11273.0,23095.5,17825.0,24583.0,0.363,210051242,0.634,31415.5,0.257,35200.0,0.109,0.334
22022.0,0.323,16181.0,7.662,36356.0,0.318,11172.0,1.266,0.077,22401.0,20922.0,28147.0,0.772,19955.0,0.021,0.587,0.433,0.066,0.06,0.416,0.403,null,7274.0,"Campbellfield - Coolaroo",0.598,41994.0,9053.0,29523.0,29215.0,null,13317.5,26478.0,18470.5,15898.0,0.445,210051243,0.77,29990.5,0.23,36456.5,0.114,0.385
48337.0,0.639,39460.0,12.509,45423.0,0.682,5700.0,1.45,0.239,25717.5,31561.0,46325.0,1.216,36583.0,0.04,1.138,0.681,0.063,0.145,0.655,0.97,0.007,9939.0,"Gladstone Park - Westmeadows",0.826,56137.0,12432.0,35987.0,36784.0,143415.0,9784.0,33740.0,20998.0,29912.0,0.894,210051245,0.889,56536.5,0.393,50953.0,0.261,0.882
60478.0,0.703,40824.0,13.151,50000.0,0.841,11319.0,1.348,0.202,26305.0,32425.0,40000.0,1.479,41183.5,0.032,1.109,0.628,0.092,0.201,0.653,0.927,0.014,7645.0,"Greenvale - Bulla",0.801,56211.0,14574.0,36118.0,35564.5,58482.0,9198.0,34476.0,16781.0,60699.0,1.118,210051246,0.83,59269.0,0.418,56722.0,0.301,0.941
44569.0,0.281,22831.0,6.962,35412.0,0.277,11875.0,1.085,0.086,17888.5,23006.5,28040.0,0.823,28586.5,0.017,0.579,0.382,0.043,0.074,0.308,0.381,0.006,6452.0,"Meadow Heights",0.462,45041.0,10784.0,21972.0,30370.0,63545.5,7109.0,27174.0,19722.0,31783.0,0.349,210051247,0.66,28865.0,0.23,43864.0,0.145,0.486
null,null,null,0.082,null,null,null,0.007,0.008,null,24440.0,25342.0,0.006,null,null,0.003,null,null,null,null,null,null,22100.0,"Melbourne Airport",0.019,null,21404.0,null,83514.0,null,32682.0,5557.0,12656.0,null,0.006,210051248,null,null,null,null,null,0.002
50133.0,0.538,34693.0,12.117,38316.5,0.608,12307.0,1.665,0.11,16801.0,24814.0,27997.0,1.341,36729.0,0.018,1.244,0.695,0.069,0.129,0.58,0.685,0.008,7687.5,"Roxburgh Park - Somerton",0.932,53543.0,11543.0,31137.0,34341.0,12359.0,11870.0,31445.0,18912.0,46848.5,0.643,210051249,0.997,38141.5,0.315,45326.5,0.2,0.788
49146.0,0.198,40134.0,4.744,40523.0,0.279,17399.0,0.578,0.085,25832.0,31034.0,41943.5,0.446,20941.0,0.013,0.442,0.243,0.038,0.068,0.259,0.405,null,14460.0,"Tullamarine",0.33,60444.0,14537.0,30486.5,34501.0,null,20924.0,27824.0,26413.0,27467.0,0.339,210051250,0.332,52217.0,0.175,45074.0,0.103,0.273
46616.0,0.211,32319.0,5.84,40221.0,0.252,26407.5,0.88,0.068,25692.0,28396.0,37787.5,0.638,34388.5,0.009,0.557,0.253,0.046,0.061,0.305,0.422,null,9295.5,"Craigieburn - Central",0.398,54594.0,11838.0,17784.0,31219.5,null,6982.5,29759.5,24280.0,46070.0,0.35,210051441,0.622,51300.0,0.159,45075.0,0.087,0.33
51187.0,0.376,41095.5,8.517,46697.0,0.427,11609.5,1.2,0.088,33166.0,29415.0,32897.0,0.878,42783.0,0.022,1.042,0.416,0.072,0.132,0.425,0.503,0.004,7621.0,"Craigieburn - North",0.593,55081.5,11362.0,26139.0,36548.0,83876.0,8999.0,31396.0,21646.0,53983.5,0.526,210051442,0.713,59273.0,0.206,50359.0,0.139,0.426
57824.5,0.574,37145.5,12.482,44578.0,0.665,19347.5,1.675,0.158,23294.0,28715.0,35355.5,1.353,40385.0,0.027,1.378,0.67,0.08,0.169,0.576,0.76,0.005,7668.0,"Craigieburn - South",0.915,55108.0,12562.5,29422.0,33732.5,48631.5,13621.0,29146.0,22509.0,48052.5,0.734,210051443,1.149,48604.0,0.348,47847.0,0.2,0.623
60992.0,0.465,41038.0,10.836,44466.0,0.625,18594.0,1.664,0.084,21985.0,28199.0,35345.0,1.095,43593.5,0.024,1.384,0.545,0.096,0.185,0.44,0.711,0.01,11052.0,"Craigieburn - West",0.782,53185.5,10856.0,31108.0,31543.5,49470.0,30827.5,27896.5,22395.5,55123.5,0.482,210051444,0.82,51628.0,0.262,46626.0,0.186,0.496
59704.5,0.243,39820.0,5.807,40698.0,0.282,18750.0,0.803,0.079,29214.5,31372.5,40329.5,0.607,36065.0,0.006,0.666,0.265,0.048,0.057,0.271,0.435,0.005,9242.0,"Mickleham - Yuroke",0.336,56542.0,10707.5,34615.0,36232.5,118184.0,11521.0,33152.0,23655.5,30559.0,0.435,210051445,0.454,56192.0,0.156,45000.0,0.092,0.302
69686.0,0.422,43762.0,9.325,44311.5,0.644,4887.5,0.957,0.167,23784.0,29920.0,38271.0,0.908,36053.0,0.035,1.162,0.414,0.054,0.164,0.564,0.268,0.004,8728.0,"Bayswater",0.584,50858.5,11557.5,29964.0,32392.0,45211.0,8220.0,29289.0,22650.0,44409.0,0.657,211011251,0.808,60486.5,0.351,45757.0,0.182,0.622
70401.0,0.483,45723.5,11.711,48824.5,0.924,9442.0,1.113,0.207,26749.0,30970.0,41692.0,1.247,40000.0,0.032,1.387,0.468,0.089,0.245,0.879,0.285,0.012,7623.0,"Knoxfield - Scoresby",0.752,54794.0,11678.0,38383.0,36144.0,114108.0,6919.5,26552.0,21204.5,51015.0,0.701,211011254,0.972,60912.0,0.432,51036.0,0.215,0.904
97388.5,0.244,41002.0,5.322,54991.0,0.405,10934.0,0.368,0.122,34062.5,33270.0,44520.0,0.697,49426.5,0.009,0.515,0.179,0.055,0.083,0.424,0.146,0.009,7200.0,"Lysterfield",0.269,46559.0,20689.0,31777.5,31791.0,39924.5,6681.5,26552.0,18551.5,58240.0,0.464,211011255,0.409,63825.0,0.21,62277.0,0.102,0.417
79786.5,0.582,46736.5,11.73,50016.5,0.866,22803.0,1.043,0.238,26864.0,33107.5,40580.0,1.384,39454.0,0.024,1.34,0.424,0.08,0.198,0.915,0.316,0.007,7924.0,"Rowville - Central",0.669,54790.0,14264.0,32790.5,34915.0,35331.0,9901.5,30548.0,22725.0,57850.0,0.801,211011256,0.952,63646.0,0.441,56548.5,0.232,0.899
61404.0,0.322,46951.0,6.086,53408.0,0.471,5540.0,0.476,0.114,30235.5,34290.5,44324.0,0.736,39729.0,0.016,0.632,0.251,0.038,0.102,0.521,0.152,0.007,6963.0,"Rowville - North",0.353,62077.5,15236.0,35339.5,36842.0,26379.0,9941.0,35048.0,21580.0,62489.0,0.41,211011257,0.495,69349.0,0.2,62535.5,0.111,0.479
79995.0,0.441,39999.0,8.4,53950.5,0.628,20257.0,0.769,0.16,34796.0,33585.5,45198.0,0.986,46812.0,0.012,0.887,0.285,0.052,0.142,0.638,0.244,0.011,8000.0,"Rowville - South",0.506,56114.0,14915.5,31924.0,36985.0,58322.5,8426.0,28146.0,20381.5,51943.0,0.588,211011258,0.739,62864.0,0.274,57683.0,0.139,0.632
80952.5,0.488,42596.5,10.038,51946.0,0.83,14257.5,0.891,0.192,27150.0,31609.0,43662.5,1.083,50822.0,0.022,1.306,0.429,0.06,0.237,0.629,0.242,0.014,7750.0,"Wantirna",0.592,55036.0,12729.5,29373.5,36668.0,40697.5,10396.5,21469.0,20595.0,63191.0,0.539,211011259,0.724,65253.0,0.348,49930.0,0.189,0.868
70275.0,0.734,41783.0,13.031,51407.0,1.227,8105.5,1.143,0.266,25300.0,29486.0,39483.0,1.401,41885.5,0.035,1.575,0.485,0.073,0.277,0.84,0.3,0.028,8735.5,"Wantirna South",0.761,56949.5,13165.5,28893.0,36870.5,71614.5,7914.0,20993.0,17810.0,44304.0,0.651,211011260,0.953,64747.0,0.421,48632.0,0.246,1.184
60489.0,0.68,45230.0,16.491,48153.5,1.154,5086.0,1.633,0.267,26199.0,32562.0,44728.0,1.735,36467.0,0.064,2.052,0.698,0.11,0.271,0.982,0.471,0.019,9356.5,"Boronia",0.873,51313.0,12490.0,26164.0,35146.0,64086.0,9744.0,33769.5,22152.0,48439.0,1.254,211011446,1.467,62336.5,0.577,50916.0,0.384,1.294
59018.0,0.414,43177.0,10.091,46688.0,0.725,5200.0,0.929,0.213,25982.0,33376.0,46092.0,1.12,31938.5,0.041,1.215,0.469,0.069,0.187,0.671,0.281,0.025,8288.0,"Ferntree Gully (North)",0.505,51854.5,14491.0,35436.0,34641.5,53321.0,10900.5,33569.0,23357.0,59784.0,0.791,211011447,0.812,64594.0,0.343,51172.5,0.176,0.81
72268.0,0.465,46657.0,11.407,52376.0,0.779,13515.5,1.059,0.207,26253.0,32290.0,47174.0,1.273,36687.0,0.033,1.27,0.49,0.065,0.221,0.783,0.341,0.009,7493.0,"Ferntree Gully (South) - Upper Ferntree Gully",0.669,50061.5,13936.0,33107.0,34177.0,59822.0,11773.5,31915.0,22953.0,52865.0,0.919,211011448,0.953,60167.0,0.395,49994.0,0.206,0.939
103505.0,0.128,43356.0,3.285,47500.0,0.195,15950.0,0.281,0.06,29327.0,31846.0,48617.0,0.325,36369.0,0.02,0.363,0.162,0.026,0.065,0.209,0.091,0.001,5280.5,"The Basin",0.149,50374.0,14591.0,49274.0,37314.5,29694.0,13346.5,30311.0,17149.5,14412.0,0.319,211011449,0.333,55431.0,0.122,47018.0,0.053,0.269
66316.0,0.662,46088.5,11.313,49556.0,1.23,4512.0,0.777,0.267,24741.0,28354.0,39175.0,1.294,52882.0,0.044,1.275,0.446,0.062,0.24,0.64,0.218,0.022,6007.0,"Donvale - Park Orchards",0.605,52353.0,16082.0,30235.5,35693.0,89900.0,8890.5,22105.5,15858.5,57660.0,0.737,211021261,0.563,58643.0,0.354,46513.0,0.277,1.152
76602.0,0.337,46257.0,7.492,51233.5,0.707,13900.0,0.416,0.176,25000.0,29290.0,42912.0,0.823,47431.0,0.038,0.824,0.322,0.046,0.16,0.381,0.126,0.005,7080.0,"Warrandyte - Wonga Park",0.366,53385.0,13986.0,28160.0,38982.0,125261.0,8518.0,18881.0,17347.0,29364.0,0.773,211021262,0.457,68944.0,0.227,40511.5,0.156,0.845
77575.5,0.334,43099.0,9.031,45000.0,0.597,6748.5,0.781,0.16,28980.0,32075.0,43487.5,1.025,36218.0,0.028,1.115,0.408,0.053,0.136,0.566,0.247,0.007,7918.5,"Bayswater North",0.48,57917.5,13041.0,33579.0,34886.0,83824.0,7761.0,32385.0,20303.0,58278.5,0.777,211031263,0.955,60373.0,0.352,49979.0,0.177,0.598
70286.0,0.602,46569.0,14.32,48977.0,1.186,6580.5,0.924,0.319,25506.0,32664.5,41152.0,1.59,45891.0,0.053,1.671,0.78,0.094,0.277,0.798,0.291,0.018,6305.0,"Croydon Hills - Warranwood",0.684,62311.0,18559.0,31880.0,36965.5,109610.0,9996.0,27510.0,18200.0,55384.0,1.166,211031265,0.956,74174.0,0.525,51988.0,0.291,1.618
61592.0,0.625,45954.5,13.108,45255.0,1.156,5119.5,1.232,0.223,22392.5,29270.5,42022.5,1.304,42595.5,0.053,1.607,0.591,0.1,0.306,0.7,0.27,0.016,8334.5,"Ringwood",0.839,53750.0,13569.0,24839.0,33181.5,57130.0,9603.0,30138.0,20172.5,45595.0,0.775,211031266,0.903,64576.5,0.464,42735.5,0.289,1.222
72605.0,0.731,47624.5,15.28,46443.0,1.376,10414.0,1.259,0.308,22358.0,31945.5,41694.0,1.32,47415.5,0.054,1.962,0.823,0.099,0.343,0.769,0.349,0.013,7802.0,"Ringwood East",0.829,56948.0,12565.0,27660.0,37295.0,101056.0,13319.0,29477.5,20206.0,56922.0,0.933,211031267,1.024,66863.0,0.566,45013.0,0.302,1.722
85606.0,0.359,47225.0,7.195,53588.0,0.676,9201.0,0.513,0.153,24245.0,31641.0,41054.5,0.752,47101.0,0.024,0.892,0.351,0.039,0.16,0.383,0.156,0.009,6122.5,"Ringwood North",0.347,59990.0,14704.0,37619.0,36465.0,93000.0,7639.0,24929.0,17000.0,55875.0,0.503,211031268,0.412,63550.0,0.246,51872.0,0.15,0.841
71969.0,0.478,39265.5,11.013,43188.5,0.775,9176.0,0.998,0.194,23662.0,33125.0,41824.5,0.968,37125.0,0.032,1.477,0.543,0.075,0.175,0.593,0.269,0.011,7833.0,"Croydon - East",0.562,57777.5,13122.5,31753.5,39583.0,103448.0,10578.0,29203.5,23705.0,55533.0,0.884,211031450,1.077,61907.5,0.412,44940.0,0.201,0.968
68314.0,0.543,44591.0,9.467,49727.5,0.734,13685.0,0.766,0.19,23828.0,30778.0,39016.0,0.913,28877.5,0.033,1.215,0.476,0.05,0.222,0.511,0.194,0.008,8219.5,"Croydon - West",0.479,51691.0,17086.5,29122.5,34209.0,71139.0,6542.0,29662.5,20450.5,52458.0,0.728,211031451,0.678,62269.0,0.331,44357.0,0.202,0.914
63587.0,0.139,38942.0,3.364,55951.5,0.235,14260.0,0.273,0.056,28098.0,32981.0,51331.5,0.315,34484.5,0.009,0.422,0.183,0.028,0.057,0.179,0.082,null,8505.5,"Croydon South",0.153,58659.0,10895.0,27453.0,39270.5,null,8716.0,28061.0,21367.0,27740.5,0.305,211031452,0.291,58323.0,0.127,51661.0,0.075,0.314
87159.0,0.415,50000.0,7.287,47315.0,0.67,7983.5,0.645,0.133,28299.5,29911.0,46562.0,0.789,53725.0,0.022,0.929,0.318,0.031,0.203,0.408,0.159,0.011,9069.0,"Forest Hill",0.524,53487.0,11735.0,30288.0,36688.0,153557.0,12026.5,24996.5,18000.0,64251.0,0.289,211041269,0.401,61723.0,0.24,48555.5,0.133,0.734
86458.0,0.737,50874.0,12.442,48641.0,1.356,4125.5,1.087,0.251,21576.0,34154.0,46049.0,1.13,56608.0,0.062,1.521,0.629,0.141,0.361,0.618,0.253,0.012,7806.0,"Mitcham (Vic.)",0.811,64070.5,13775.5,33450.5,37351.5,117956.0,8648.0,34901.0,19717.0,59630.0,0.604,211041270,0.654,67140.0,0.409,50000.0,0.226,1.236
81694.5,0.479,53767.0,8.767,42050.0,0.931,6743.0,0.803,0.156,26303.0,30116.5,40908.0,0.8,58999.0,0.02,1.102,0.391,0.054,0.23,0.464,0.181,0.008,7299.0,"Nunawading",0.661,57011.0,11835.0,31875.0,35996.5,86012.5,8310.0,26063.0,19357.0,58592.0,0.391,211041271,0.433,64114.0,0.289,49140.0,0.166,0.937
84940.0,0.384,46723.0,7.308,51342.0,0.771,9411.0,0.59,0.147,29777.0,32811.0,42178.5,0.701,55629.0,0.016,0.811,0.318,0.048,0.198,0.472,0.171,0.008,6877.0,"Vermont",0.446,56037.0,14852.0,31960.5,36705.0,98252.5,8646.0,26552.0,17459.5,56780.0,0.381,211041272,0.433,66367.0,0.243,55161.0,0.144,0.794
68399.0,0.411,50414.5,7.809,50153.0,0.78,8270.0,0.603,0.152,25889.5,28236.0,38842.5,0.909,49827.5,0.015,0.867,0.341,0.044,0.195,0.475,0.165,0.013,6975.0,"Vermont South",0.546,52329.0,14018.0,22336.5,37108.0,109090.0,8560.0,25501.0,17043.5,50645.5,0.346,211041273,0.463,56239.5,0.251,54934.5,0.149,0.815
77357.0,0.23,45223.0,7.488,51183.0,0.589,9338.0,0.546,0.199,30010.0,30882.0,40000.0,0.671,39102.0,0.078,0.854,0.381,0.062,0.177,0.386,0.207,0.007,7025.0,"Belgrave - Selby",0.384,51836.0,13737.0,32087.0,37923.0,123125.5,9360.0,34289.5,18708.0,26208.5,0.644,211051274,0.489,63718.0,0.315,46013.5,0.101,0.941
60395.5,0.37,40877.0,7.933,45400.0,0.52,20115.5,0.612,0.177,26246.5,31907.0,42207.0,0.88,29575.0,0.051,0.938,0.373,0.055,0.105,0.429,0.212,0.017,7661.0,"Chirnside Park",0.413,56139.0,13751.0,33607.0,34114.0,67807.0,8176.0,30692.0,22637.0,40301.5,0.814,211051275,0.626,63846.0,0.283,52965.5,0.157,0.639
62410.0,0.315,29700.0,9.519,43899.5,0.566,18742.0,0.633,0.224,27110.0,26501.0,37375.5,0.805,14798.0,0.305,1.006,0.395,0.099,0.095,0.399,0.241,0.032,8993.5,"Healesville - Yarra Glen",0.716,43557.0,10771.0,21890.0,34049.0,71406.0,9885.0,22480.0,22006.0,54422.0,0.95,211051276,1.006,64243.0,0.401,32451.0,0.197,0.791
65131.0,0.262,40488.5,6.495,50357.0,0.381,11919.0,0.516,0.116,23739.0,33778.0,42045.5,0.655,32944.0,0.042,0.79,0.28,0.06,0.074,0.372,0.178,0.014,7673.0,"Kilsyth",0.291,53647.0,12480.0,29434.5,37059.0,74338.0,8407.0,27532.0,26037.5,48866.5,0.63,211051277,0.707,66973.5,0.258,46497.5,0.139,0.548
64769.0,0.59,33812.0,14.068,48678.0,0.858,10918.0,1.024,0.295,26000.0,29177.5,42203.0,1.467,20700.0,0.232,1.578,0.645,0.084,0.188,0.803,0.361,0.028,7249.0,"Lilydale - Coldstream",0.832,58213.5,13070.5,39372.5,34178.0,86894.0,7301.0,24262.0,20928.0,43429.0,1.51,211051278,1.226,62615.0,0.559,47488.0,0.242,1.085
91548.0,0.132,25800.5,4.251,31260.5,0.232,8985.0,0.351,0.067,21869.5,24000.0,32867.0,0.372,16553.5,0.291,0.408,0.174,0.02,0.043,0.339,0.1,0.014,6241.0,"Monbulk - Silvan",0.209,46254.0,14875.5,26010.5,31862.0,73790.0,6041.0,21684.5,18038.0,31372.0,0.442,211051279,0.286,68886.0,0.165,43512.0,0.093,0.345
45549.0,0.199,37181.5,4.877,45991.5,0.275,15165.0,0.368,0.071,27158.0,32333.0,40886.0,0.479,22974.0,0.037,0.588,0.227,0.024,0.073,0.261,0.136,0.005,8098.0,"Montrose",0.226,59180.0,18032.0,25756.0,35425.0,30424.0,9567.0,22671.0,17378.0,59033.0,0.544,211051280,0.455,63221.0,0.184,52959.0,0.078,0.462
70200.0,0.667,47660.0,16.683,45165.0,1.142,17228.0,1.352,0.305,28431.5,32307.0,42154.5,1.745,34944.0,0.09,2.014,0.774,0.112,0.223,0.967,0.373,0.02,7491.5,"Mooroolbark",0.927,58391.0,14263.0,33156.0,34336.0,71052.0,8769.0,29873.5,23379.0,49038.5,1.516,211051281,1.55,65317.0,0.651,44846.0,0.322,1.441
74402.0,0.272,42243.0,7.02,50024.0,0.602,5685.0,0.511,0.17,30374.0,29499.0,37122.0,0.527,39522.0,0.088,0.828,0.349,0.043,0.159,0.36,0.173,0.012,6204.0,"Mount Dandenong - Olinda",0.435,48462.0,16941.5,19898.0,38099.5,153513.0,11406.0,27427.5,21989.0,30403.0,0.484,211051282,0.41,67094.0,0.207,52769.0,0.13,0.998
64690.5,0.265,33589.5,7.16,47081.0,0.402,6116.0,0.52,0.149,26781.0,30113.0,38042.5,0.656,17833.5,0.081,0.882,0.294,0.051,0.098,0.413,0.205,0.012,6572.0,"Mount Evelyn",0.311,49621.0,14114.0,37842.0,33207.0,60895.5,8541.0,27663.5,22987.0,40516.0,0.833,211051283,0.666,68377.0,0.283,45229.5,0.123,0.657
74765.0,0.262,49543.0,7.737,49920.0,0.597,13606.5,0.581,0.162,26319.0,33841.0,39150.0,0.725,38502.0,0.032,0.936,0.489,0.05,0.186,0.423,0.172,0.013,5760.0,"Upwey - Tecoma",0.377,58000.0,14668.0,32672.0,39076.0,82377.0,9381.5,34534.0,18997.5,42500.0,0.572,211051284,0.542,62439.5,0.252,53943.0,0.128,1.028
62113.5,0.169,41828.0,5.773,37028.5,0.336,7925.0,0.387,0.108,26323.0,29333.5,41647.0,0.56,19172.0,0.288,0.629,0.216,0.027,0.035,0.396,0.13,0.007,6944.0,"Wandin - Seville",0.268,46956.5,18204.0,31263.0,30919.0,42497.0,7821.0,24594.0,19981.5,27337.0,0.734,211051285,0.517,65018.5,0.246,45929.0,0.095,0.384
67410.0,0.353,28565.5,11.067,38103.0,0.467,14404.0,0.766,0.225,30070.0,27629.0,42149.0,1.017,17239.5,0.417,1.454,0.418,0.101,0.088,0.598,0.372,0.029,7599.5,"Yarra Valley",0.583,40876.5,16285.5,29132.0,28636.0,48444.0,11911.0,19529.0,22631.0,46748.0,1.176,211051286,0.989,57750.0,0.472,44441.0,0.175,0.922
78232.0,0.55,43206.5,13.592,54853.0,0.833,11288.0,1.28,0.301,25592.5,31558.0,44367.0,1.499,34261.0,0.058,1.456,0.554,0.094,0.198,0.801,0.409,0.021,6454.5,"Beaconsfield - Officer",0.847,57652.0,12111.0,29329.0,33916.5,110628.5,8715.0,37398.0,23144.0,45218.0,1.236,212011287,1.129,73738.5,0.459,51018.0,0.306,1.128
76082.5,0.211,28977.0,6.222,44203.0,0.347,13938.0,0.385,0.17,26134.0,29383.5,41281.0,0.553,16496.5,0.25,0.591,0.246,0.049,0.069,0.315,0.245,0.011,3808.0,"Bunyip - Garfield",0.304,42022.0,12821.5,39441.0,35700.0,53896.0,15216.0,29744.0,21728.5,40641.0,0.787,212011288,0.47,65620.0,0.272,51196.0,0.146,0.52
74475.0,0.423,36944.0,13.278,49281.5,0.837,4353.0,1.022,0.283,25266.0,29707.5,40678.0,1.253,20800.0,0.321,1.361,0.524,0.096,0.149,0.789,0.365,0.027,6349.0,"Emerald - Cockatoo",0.666,50317.0,14795.0,29251.5,32963.5,86536.0,11242.0,27594.0,19867.0,55351.0,1.387,212011289,1.091,65245.0,0.508,55374.5,0.338,1.296
52997.5,0.175,29274.0,5.49,47679.0,0.195,14666.5,0.422,0.146,27015.0,26678.0,38412.0,0.477,19231.0,0.506,0.481,0.17,0.06,0.03,0.267,0.285,0.031,8438.0,"Koo Wee Rup",0.321,37627.0,14451.0,29999.0,30774.0,67047.5,12938.5,31022.0,20867.0,49869.0,0.598,212011290,0.51,62003.5,0.169,49395.0,0.117,0.315
