yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_prt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_ttl_prsns_agd_nm, occptn_emplyd_prsns_prcntge_of_ttl_cnss_tchncns_trds_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_10_eqvlnt_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_fll_tme_stdyng_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_awy_wrk_stdyng_fl_tme_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_hlth_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_lbrrs_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_ttl_ppltn_and_ovr_nm, yth_15_19_yrs_enggmnt_wrkstdy_cnss_flly_enggd_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_wthn_a_lng_dy_cre, jobs_australia_year_ended_30_june_number_employee_manufacturing, labour_force_status_persons_aged_15_years_census_num, labour_force_status_persons_aged_15_years_census_unemployed_num, jbs_astrla_yr_endd_30_jne_nmbr_emplye_trnsprt_pstl_wrhsng, sa2_name_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_archte_and_bldng_pc, jobs_in_australia_year_ended_30_june_number_of_jobs_persons, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_go_pc, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_rntl_hrng_rl_estte_srvcs, children_attending_preschool_program_1_july_15_hours_num, jobs_australia_year_ended_30_june_number_employee_construction, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_infrmt_tchnlgy_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_scty_and_cltre_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_nm, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_crtfcte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_fnnce_insrnce_srvcs, youth_15_19_years_engagement_workstudy_census_fully_engaged_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_of_indqtly_dscrb_std, hghr_edctn_ln_prgrm_hlp_rpymnts_yr_endd_30_jne_txpyrs_rpymnt_nm, chldrn_enrld_prschl_prgm_4_5_yr_olds_1_jly_acrs_one_prvd_type_n, ocptn_emplyd_prsn_prcntge_of_tl_cns_cmnty_prsnl_srvce_wrks_pc, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_advncd_dplmdplma_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_hlth_cre_scl_assstnce, jobs_australia_year_ended_30_june_number_employee_jobs_total, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_ttl_in_a_nm, jbs_astrla_yr_endd_30_jne_nmbr_emplye_pblc_admnstrtn_sfty, jobs_in_australia_year_ended_30_june_number_of_jobs_males, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_crtve_arts_pc, yth_15_19_yrs_enggmnt_wrkstdy_cnss_stdyng_fll_tme_wrkng_pc, persons_non_school_qualifications_aged_15_years_census_pc, labour_force_status_persons_aged_15_years_census_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_accmmdtn_fd_srvcs, jbs_astrla_yr_endd_30_jne_nmbr_emplye_admnstrtve_spprt_srvcs, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_pstgrdte_dgre_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_ntrl_and_physcl_scn, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_fll_pc, prsn_n_schl_qlfctns_agd_15_yrs_cns_grdte_dplmgrte_crtfe_pc, jobs_australia_year_ended_30_june_number_employee_jobs_mining, jobs_in_australia_year_ended_30_june_number_of_jobs_females, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mngrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_11_eqvlnt_pc, yth_15_19_yrs_engmt_wrkstdy_cns_wrkng_fl_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_agrcltre_frstry_fshng, children_attending_preschool_program_1_july_less_15_hours_num, yth_15_19_yrs_enggmnt_wrkstdy_cnss_wrkng_prt_tme_stdyng_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_edctn_trnng, occptn_emplyd_prsns_prcntge_of_ttl_cnss_prfssnls_pc, highest_year_school_completed_persons_aged_15_years_census_8_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_indqtly_dscrbd_pc, chldrn_enrlld_prschl_prgrm_4_5_yr_olds_1_jly_in_a_nm, labour_force_status_persons_aged_15_years_census_stated_pc, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_mxd_prgrmms_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_arts_rcrtn_srvcs, jobs_australia_year_ended_30_june_number_employee_retail_trade, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_fd_hsptly_and_prsnl, lbr_frce_stts_prsns_agd_15_yrs_cnss_prtcptn_rte_pc, occptn_emplyd_prsns_prcntge_of_ttl_cnss_mchnry_oprtrs_drvrs_pc, ocptn_emplyd_prsn_prcntge_of_tl_cns_clr_admnstrve_wrks_pc, lbr_frce_stts_prsns_agd_15_yrs_cnss_unmplymnt_rte_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_whlsle_trde, nn_schl_qlfctn_fld_stdy_prsns_agd_15_yrs_cnss_edctn_pc, labour_force_status_persons_aged_15_years_census_employed_num, sa2_maincode_2016, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_engr_and_rltd_tchnlg, occptn_emplyd_prsns_prcntge_of_ttl_cnss_sls_wrkrs_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_12_eqvlnt_pc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_agrclte_envrmtl_and, yr, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_9_eqvlnt_pc, jbs_astrla_yr_endd_30_jne_nmbr_emplye_infrmtn_mda_tlcmmnctns, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_bchlr_dgre_pc, hghst_yr_schl_cmpltd_prsns_agd_15_yrs_cnss_of_sttd_pc, jbs_astrl_yr_end_30_jne_nmbr_emply_elctry_gs_wtr_wste_srvc, jbs_astrl_yr_end_30_jne_nmbr_emply_prfsnl_scntf_tchnl_srvc, n_schl_qlfctn_fld_stdy_prsn_agd_15_yrs_cns_mngt_and_cmre_pc, jobs_australia_year_ended_30_june_number_employee_jobs_services, prsns_nn_schl_qlfctns_agd_15_yrs_cnss_indqtly_dscrbd_pc
null,null,null,null,null,null,null,null,null,null,122,null,null,null,null,"Preston - West",null,null,null,39,null,153,null,null,null,43,null,null,null,null,null,11,null,null,null,null,174,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,null,140,null,null,null,null,null,null,null,null,null,null,null,null,"209021429",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,111,null,null,null,null,"Edithvale - Aspendale",null,null,null,69,null,184,null,null,null,77,null,null,null,null,null,29,null,null,null,null,220,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,150,null,null,null,null,null,null,null,null,null,null,null,null,"208031189",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,183,null,null,null,null,"Eltham",null,null,null,118,null,280,null,null,null,105,null,null,null,null,null,47,null,null,null,null,336,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,null,219,null,null,null,null,null,null,null,null,null,null,null,null,"209031209",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,"Mentone",null,null,null,61,null,162,null,null,null,76,null,null,null,null,null,30,null,null,null,null,188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,null,null,null,null,null,127,null,null,null,null,null,null,null,null,null,null,null,null,"208031190",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,83,null,null,null,null,"Moorabbin - Heatherton",null,null,null,35,null,106,null,null,null,39,null,null,null,null,null,12,null,null,null,null,129,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,null,null,null,null,null,94,null,null,null,null,null,null,null,null,null,null,null,null,"208031191",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,18,null,null,null,null,"Hurstbridge",null,null,null,22,null,45,null,null,null,32,null,null,null,null,null,6,null,null,null,null,60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,37,null,null,null,null,null,null,null,null,null,null,null,null,"209031210",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,57,null,null,null,null,"Bundoora - East",null,null,null,30,null,119,null,null,null,57,null,null,null,null,null,27,null,null,null,null,140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,108,null,null,null,null,null,null,null,null,null,null,null,null,"209011196",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,133,null,null,null,null,"Mordialloc - Parkdale",null,null,null,101,null,278,null,null,null,136,null,null,null,null,null,49,null,null,null,null,319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,216,null,null,null,null,null,null,null,null,null,null,null,null,"208031193",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,158,null,null,null,null,"Greensborough",null,null,null,103,null,299,null,null,null,148,null,null,null,null,null,40,null,null,null,null,347,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,241,null,null,null,null,null,null,null,null,null,null,null,null,"209011197",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,99,null,null,null,null,"Ivanhoe",null,null,null,48,null,144,null,null,null,60,null,null,null,null,null,14,null,null,null,null,172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,127,null,null,null,null,null,null,null,null,null,null,null,null,"209011200",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,47,null,null,null,null,"Kinglake",null,null,null,14,null,46,null,null,null,11,null,null,null,null,null,null,null,null,null,null,62,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,null,null,null,null,null,45,null,null,null,null,null,null,null,null,null,null,null,null,"209031211",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,138,null,null,null,null,"Montmorency - Briar Hill",null,null,null,114,null,276,null,null,null,144,null,null,null,null,null,44,null,null,null,null,328,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,211,null,null,null,null,null,null,null,null,null,null,null,null,"209011202",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,145,null,null,null,null,"Viewbank - Yallambie",null,null,null,90,null,293,null,null,null,135,null,null,null,null,null,47,null,null,null,null,329,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29,null,null,null,null,null,242,null,null,null,null,null,null,null,null,null,null,null,null,"209011203",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,171,null,null,null,null,"Reservoir - East",null,null,null,71,null,244,null,null,null,118,null,null,null,null,null,17,null,null,null,null,312,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,null,237,null,null,null,null,null,null,null,null,null,null,null,null,"209021207",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,215,null,null,null,null,"Reservoir - West",null,null,null,81,null,285,null,null,null,106,null,null,null,null,null,16,null,null,null,null,343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39,null,null,null,null,null,258,null,null,null,null,null,null,null,null,null,null,null,null,"209021208",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,17,null,null,null,null,"Panton Hill - St Andrews",null,null,null,20,null,46,null,null,null,28,null,null,null,null,null,11,null,null,null,null,53,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,31,null,null,null,null,null,null,null,null,null,null,null,null,"209031212",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,116,null,null,null,null,"Malvern - Glen Iris",null,null,null,76,null,182,null,null,null,100,null,null,null,null,null,12,null,null,null,null,219,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28,null,null,null,null,null,146,null,null,null,null,null,null,null,null,null,null,null,null,"208041194",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,51,null,null,null,null,"Plenty - Yarrambat",null,null,null,39,null,114,null,null,null,62,null,null,null,null,null,18,null,null,null,null,131,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,92,null,null,null,null,null,null,null,null,null,null,null,null,"209031213",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,36,null,null,null,null,"Research - North Warrandyte",null,null,null,43,null,75,null,null,null,58,null,null,null,null,null,10,null,null,null,null,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,61,null,null,null,null,null,null,null,null,null,null,null,null,"209031214",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,129,null,null,null,null,"Keilor East",null,null,null,110,null,293,null,null,null,171,null,null,null,null,null,56,null,null,null,null,351,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47,null,null,null,null,null,236,null,null,null,null,null,null,null,null,null,null,null,null,"210011229",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,"Niddrie - Essendon West",null,null,null,32,null,106,null,null,null,63,null,null,null,null,null,11,null,null,null,null,120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,null,null,null,null,null,89,null,null,null,null,null,null,null,null,null,null,null,null,"210011230",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,126,null,null,null,null,"Malvern East",null,null,null,90,null,219,null,null,null,106,null,null,null,null,null,22,null,null,null,null,252,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,null,null,null,null,null,165,null,null,null,null,null,null,null,null,null,null,null,null,"208041195",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,"Riddells Creek",null,null,null,19,null,38,null,null,null,18,null,null,null,null,null,17,null,null,null,null,45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,null,null,null,null,null,26,null,null,null,null,null,null,null,null,null,null,null,null,"210021234",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,101,null,null,null,null,"Heidelberg - Rosanna",null,null,null,66,null,221,null,null,null,121,null,null,null,null,null,23,null,null,null,null,249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,null,null,null,null,null,185,null,null,null,null,null,null,null,null,null,null,null,null,"209011198",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,38,null,null,null,null,"Romsey",null,null,null,69,null,138,null,null,null,105,null,null,null,null,null,26,null,null,null,null,169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,101,null,null,null,null,null,null,null,null,null,null,null,null,"210021235",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,"Heidelberg West",null,null,null,73,null,188,null,null,null,122,null,null,null,null,null,25,null,null,null,null,237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,null,162,null,null,null,null,null,null,null,null,null,null,null,null,"209011199",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,125,null,null,null,null,"Epping - West",null,null,null,78,null,238,null,null,null,171,null,null,null,null,null,28,null,null,null,null,321,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72,null,null,null,null,null,243,null,null,null,null,null,null,null,null,null,null,null,null,"209041433",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,32,null,null,null,null,"Ivanhoe East - Eaglemont",null,null,null,30,null,77,null,null,null,37,null,null,null,null,null,13,null,null,null,null,85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,57,null,null,null,null,null,null,null,null,null,null,null,null,"209011201",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,342,null,null,null,null,"Mernda",null,null,null,143,null,431,null,null,null,164,null,null,null,null,null,25,null,null,null,null,531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78,null,null,null,null,null,391,null,null,null,null,null,null,null,null,null,null,null,null,"209041434",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,59,null,null,null,null,"Watsonia",null,null,null,73,null,136,null,null,null,75,null,null,null,null,null,27,null,null,null,null,164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,null,null,null,null,null,95,null,null,null,null,null,null,null,null,null,null,null,null,"209011204",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,58,null,null,null,null,"Kingsbury",null,null,null,18,null,88,null,null,null,37,null,null,null,null,null,8,null,null,null,null,102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,null,84,null,null,null,null,null,null,null,null,null,null,null,null,"209021205",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,131,null,null,null,null,"South Morang (North)",null,null,null,66,null,201,null,null,null,93,null,null,null,null,null,21,null,null,null,null,248,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40,null,null,null,null,null,181,null,null,null,null,null,null,null,null,null,null,null,null,"209041435",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,141,null,null,null,null,"Wollert",null,null,null,96,null,339,null,null,null,231,null,null,null,null,null,49,null,null,null,null,417,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,null,null,null,325,null,null,null,null,null,null,null,null,null,null,null,null,"209041437",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,141,null,null,null,null,"Preston - East",null,null,null,64,null,220,null,null,null,93,null,null,null,null,null,24,null,null,null,null,252,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,191,null,null,null,null,null,null,null,null,null,null,null,null,"209021428",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,136,null,null,null,null,"Caroline Springs",null,null,null,86,null,299,null,null,null,187,null,null,null,null,null,34,null,null,null,null,357,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,null,270,null,null,null,null,null,null,null,null,null,null,null,null,"213041463",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,101,null,null,null,null,"Wattle Glen - Diamond Creek",null,null,null,82,null,180,null,null,null,96,null,null,null,null,null,23,null,null,null,null,221,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,null,null,null,143,null,null,null,null,null,null,null,null,null,null,null,null,"209031215",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,55,null,null,null,null,"Mill Park - South",null,null,null,43,null,133,null,null,null,100,null,null,null,null,null,6,null,null,null,null,169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,130,null,null,null,null,null,null,null,null,null,null,null,null,"209041221",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,262,null,null,null,null,"Wallan",null,null,null,100,null,327,null,null,null,112,null,null,null,null,null,23,null,null,null,null,400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55,null,null,null,null,null,300,null,null,null,null,null,null,null,null,null,null,null,null,"209041224",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,60,null,null,null,null,"Whittlesea",null,null,null,35,null,71,null,null,null,34,null,null,null,null,null,5,null,null,null,null,97,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,64,null,null,null,null,null,null,null,null,null,null,null,null,"209041225",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,410,null,null,null,null,"Doreen",null,null,null,148,null,461,null,null,null,123,null,null,null,null,null,28,null,null,null,null,563,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,81,null,null,null,null,null,418,null,null,null,null,null,null,null,null,null,null,null,null,"209041430",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,"Bundoora - North",null,null,null,27,null,69,null,null,null,36,null,null,null,null,null,15,null,null,null,null,81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,null,null,null,null,null,61,null,null,null,null,null,null,null,null,null,null,null,null,"209041216",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,20,null,null,null,null,"Bundoora - West",null,null,null,16,null,54,null,null,null,41,null,null,null,null,null,11,null,null,null,null,68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,53,null,null,null,null,null,null,null,null,null,null,null,null,"209041217",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,112,null,null,null,null,"Lalor",null,null,null,84,null,256,null,null,null,241,null,null,null,null,null,20,null,null,null,null,379,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,103,null,null,null,null,null,293,null,null,null,null,null,null,null,null,null,null,null,null,"209041219",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,30,null,null,null,null,"Tullamarine",null,null,null,12,null,64,null,null,null,36,null,null,null,null,null,10,null,null,null,null,76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,null,null,null,null,null,61,null,null,null,null,null,null,null,null,null,null,null,null,"210051250",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,87,null,null,null,null,"Mill Park - North",null,null,null,45,null,154,null,null,null,89,null,null,null,null,null,26,null,null,null,null,200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35,null,null,null,null,null,155,null,null,null,null,null,null,null,null,null,null,null,null,"209041220",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,81,null,null,null,null,"Thomastown",null,null,null,53,null,178,null,null,null,171,null,null,null,null,null,9,null,null,null,null,258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62,null,null,null,null,null,209,null,null,null,null,null,null,null,null,null,null,null,null,"209041223",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,90,null,null,null,null,"Craigieburn - North",null,null,null,66,null,164,null,null,null,106,null,null,null,null,null,19,null,null,null,null,219,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48,null,null,null,null,null,153,null,null,null,null,null,null,null,null,null,null,null,null,"210051442",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,102,null,null,null,null,"South Morang (South)",null,null,null,43,null,166,null,null,null,77,null,null,null,null,null,7,null,null,null,null,192,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,null,null,null,null,null,144,null,null,null,null,null,null,null,null,null,null,null,null,"209041436",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,34,null,null,null,null,"Keilor",null,null,null,31,null,84,null,null,null,62,null,null,null,null,null,10,null,null,null,null,108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,81,null,null,null,null,null,null,null,null,null,null,null,null,"210011228",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,46,null,null,null,null,"Rowville - North",null,null,null,27,null,97,null,null,null,52,null,null,null,null,null,14,null,null,null,null,108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,null,null,null,null,null,84,null,null,null,null,null,null,null,null,null,null,null,null,"211011257",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,76,null,null,null,null,"Rowville - South",null,null,null,36,null,114,null,null,null,51,null,null,null,null,null,15,null,null,null,null,144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,null,null,null,null,null,106,null,null,null,null,null,null,null,null,null,null,null,null,"211011258",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,62,null,null,null,null,"Wantirna",null,null,null,62,null,181,null,null,null,100,null,null,null,null,null,44,null,null,null,null,207,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,null,null,null,null,null,142,null,null,null,null,null,null,null,null,null,null,null,null,"211011259",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,89,null,null,null,null,"Wantirna South",null,null,null,60,null,175,null,null,null,82,null,null,null,null,null,33,null,null,null,null,202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,null,null,null,null,null,142,null,null,null,null,null,null,null,null,null,null,null,null,"211011260",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,71,null,null,null,null,"Strathmore",null,null,null,28,null,92,null,null,null,34,null,null,null,null,null,9,null,null,null,null,117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,null,null,null,null,null,90,null,null,null,null,null,null,null,null,null,null,null,null,"210011231",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,127,null,null,null,null,"Gisborne",null,null,null,102,null,253,null,null,null,149,null,null,null,null,null,46,null,null,null,null,319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59,null,null,null,null,null,218,null,null,null,null,null,null,null,null,null,null,null,null,"210021232",null,null,null,null,2019,null,null,null,null,null,null,null,null,null
