births_2017_18, births_2016_17, erp_change_number_2018_19, erp_change_per_cent_2018_19, deaths_2018_19, sa2_name_2016, internal_departures_2018_19, pop_density_2019_people_per_km2, gccsa_name_2016, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, internal_arrivals_2017_18, deaths_2017_18, internal_arrivals_2016_17, state_name_2016, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, net_overseas_migration_2016_17, sa3_name_2016, net_internal_migration_2018_19, net_overseas_migration_2018_19, overseas_arrivals_2016_17, area_km2, overseas_arrivals_2017_18, state_code_2016, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, erp_2012, erp_2011, erp_2010, erp_2016, erp_2015, erp_2014, erp_2013, sa4_name_2016, overseas_arrivals_2018_19, internal_departures_2017_18, natural_increase_2016_17, sa2_maincode_2016, sa4_code_2016, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, erp_2004, internal_arrivals_2018_19, gccsa_code_2016, net_overseas_migration_2017_18, births_2018_19, sa3_code_2016
38,41,-6,-0.109200000762939,17,"Panton Hill - St Andrews",464,18.7886009216309,"Greater Melbourne",21,10,26,9,381,12,292,"Victoria",297,21,5441,5496,5490,13,17,"Nillumbik - Kinglake",-43,16,25,292.197814941406,25,2,5357,5329,5374,5365,-5,5242,5227,5274,5409,5342,5300,5269,"Melbourne - North East",26,368,20,"209031212",209,8,5103,5184,5148,5286,5216,421,"2GMEL",16,38,20903
96,86,55,0.553900003433228,66,"Plenty - Yarrambat",709,342.926788330078,"Greater Melbourne",18,36,52,32,708,44,717,"Victoria",731,42,9882,9930,9985,-60,58,"Nillumbik - Kinglake",-18,55,87,29.117000579834,88,2,9047,9266,8722,8828,-14,9512,9401,9344,9794,9706,9666,9580,"Melbourne - North East",91,768,44,"209031213",209,29,7787,8033,7888,8476,8220,691,"2GMEL",56,84,20903
64,51,1,0.0142000000923872,12,"Research - North Warrandyte",645,141.681701660156,"Greater Melbourne",51,25,46,23,514,18,518,"Victoria",552,21,7044,7054,7055,-74,41,"Nillumbik - Kinglake",-88,38,61,49.7947006225586,61,2,6852,6867,6843,6838,-34,6878,6846,6859,7007,6954,6921,6900,"Melbourne - North East",63,588,30,"209031214",209,20,6956,6880,6917,6846,6853,557,"2GMEL",38,63,20903
178,145,28,0.192300006747246,83,"Wattle Glen - Diamond Creek",1184,543.868530273438,"Greater Melbourne",62,32,123,28,1005,55,889,"Victoria",928,61,14447,14561,14589,-59,51,"Nillumbik - Kinglake",-83,49,77,26.824499130249,78,2,13551,13783,12946,13267,-39,13987,13931,13902,14351,14221,14150,14058,"Melbourne - North East",81,1064,84,"209031215",209,26,12601,12517,12623,12787,12624,1101,"2GMEL",50,145,20903
92,83,116,1.36570000648499,29,"Bundoora - North",770,1826.08703613281,"Greater Melbourne",48,159,70,144,665,22,610,"Victoria",663,23,8229,8494,8610,-59,263,"Whittlesea - Wallan",-180,248,393,4.71500015258789,398,2,5048,5302,4643,4860,-53,6072,5642,5496,7959,7511,7065,6564,"Melbourne - North East",407,724,60,"209041216",209,130,2293,3759,3037,4265,3950,590,"2GMEL",254,77,20904
382,397,312,1.25999999046326,120,"Lalor",2193,2079.10791015625,"Greater Melbourne",244,276,250,249,1839,132,1817,"Victoria",1979,114,24421,24761,25073,-337,426,"Whittlesea - Wallan",-358,426,649,12.0594997406006,676,2,20345,20527,20172,20182,-162,21313,20782,20677,23874,23290,22612,22013,"Melbourne - North East",702,2176,283,"209041219",209,223,21412,20980,21237,20349,20603,1835,"2GMEL",427,364,20904
189,198,-39,-0.208000004291534,109,"Mill Park - North",1710,2299.353515625,"Greater Melbourne",95,129,96,117,1453,93,1262,"Victoria",1562,114,18710,18747,18708,-265,214,"Whittlesea - Wallan",-336,202,320,8.13619995117188,323,2,19360,19398,19275,19303,-300,18841,19046,19219,18712,18653,18710,18656,"Melbourne - North East",331,1718,84,"209041220",209,106,18680,18895,18853,19053,18938,1374,"2GMEL",206,204,20904
300,313,7,0.0324000008404255,135,"Thomastown",2211,1471.07287597656,"Greater Melbourne",109,237,162,215,1679,138,1526,"Victoria",2022,131,21533,21596,21603,-469,362,"Whittlesea - Wallan",-469,367,555,14.6851997375488,585,2,21398,21512,21422,21328,-496,21420,21430,21526,21485,21442,21432,21430,"Melbourne - North East",604,2148,182,"209041223",209,193,22546,22228,22382,21570,21869,1742,"2GMEL",370,244,20904
296,271,1209,6.55459976196289,59,"Wallan",1671,38.7084007263184,"Greater Melbourne",260,38,248,34,2062,48,1562,"Victoria",1120,56,17466,18445,19654,671,62,"Whittlesea - Wallan",890,59,93,507.745513916016,94,2,10938,11268,10330,10586,442,13090,12189,11643,16747,15686,14859,14058,"Melbourne - North East",97,1391,215,"209041224",209,31,7916,9042,8421,10044,9562,2561,"2GMEL",60,319,20904
99,82,143,1.63090002536774,70,"Whittlesea",647,29.9046993255615,"Greater Melbourne",6,14,10,13,710,89,631,"Victoria",477,87,8607,8768,8911,129,22,"Whittlesea - Wallan",115,22,34,297.979888916016,35,2,7004,7156,6778,6869,154,7762,7580,7381,8436,8221,8049,7920,"Melbourne - North East",36,581,-5,"209041225",209,12,5781,6208,5931,6700,6440,762,"2GMEL",22,76,20904
0,0,0,0.0,0,"Essendon Airport",0,0.0,"Greater Melbourne",0,0,0,0,0,0,0,"Victoria",0,0,0,0,0,0,0,"Keilor",0,0,0,3.35489988327026,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Melbourne - North West",0,0,0,"210011227",210,0,0,0,0,0,0,0,"2GMEL",0,0,21001
431,501,1541,6.12209987640381,49,"Doreen",2140,1847.09851074219,"Greater Melbourne",420,94,392,84,3096,39,2513,"Victoria",1534,46,23390,25171,26712,1241,155,"Whittlesea - Wallan",978,143,230,14.4616003036499,232,2,5166,6916,2733,4150,979,13588,11066,9109,21801,19641,17955,15902,"Melbourne - North East",237,1855,455,"209041430",209,75,466,815,559,1990,1398,3118,"2GMEL",148,469,20904
176,189,43,0.307000011205673,123,"Epping - East",1443,1808.57495117188,"Greater Melbourne",68,131,57,119,1257,119,1186,"Victoria",1325,98,13909,14008,14051,-166,219,"Whittlesea - Wallan",-229,204,325,7.76910018920898,327,2,11304,11740,10580,10934,-139,12857,12587,12035,13738,13480,13272,13087,"Melbourne - North East",335,1423,91,"209041431",209,106,9823,10075,9921,10342,10176,1214,"2GMEL",208,191,20904
126,114,-13,-0.148100003600121,135,"Epping - South",946,552.377197265625,"Greater Melbourne",-26,107,86,97,735,40,725,"Victoria",894,49,8763,8780,8767,-238,177,"Whittlesea - Wallan",-152,165,263,15.8713998794556,266,2,8540,8514,8578,8571,-169,8499,8433,8482,8690,8627,8557,8533,"Melbourne - North East",272,973,65,"209041432",209,86,8556,8646,8673,8588,8567,794,"2GMEL",169,109,20904
261,257,335,2.62330007553101,8,"Epping - West",1409,1781.22412109375,"Greater Melbourne",217,140,250,127,1405,11,1337,"Victoria",1019,12,12278,12770,13105,19,231,"Whittlesea - Wallan",-100,218,346,7.3572998046875,350,2,2310,3314,617,1378,318,7253,6340,4027,11484,10437,9351,8359,"Melbourne - North East",358,1386,245,"209041433",209,115,655,635,645,615,619,1309,"2GMEL",223,225,20904
280,245,145,1.0048999786377,65,"Broadmeadows",1853,1651.10803222656,"Greater Melbourne",204,261,201,236,1446,79,1319,"Victoria",1589,98,14225,14429,14574,-411,432,"Tullamarine - Broadmeadows",-463,404,644,8.82680034637451,650,2,11551,11791,11465,11461,-270,12486,12243,12048,13916,13529,13136,12759,"Melbourne - North West",665,1857,147,"210051242",210,212,12127,11823,11987,11518,11617,1390,"2GMEL",414,269,21005
468,430,1871,8.707200050354,30,"Mernda",1947,980.518920898438,"Greater Melbourne",448,151,431,136,3004,37,3074,"Victoria",1274,34,19617,21488,23359,1199,250,"Whittlesea - Wallan",1188,235,373,23.8230991363525,377,2,2102,3594,783,1120,1800,8412,6395,4872,17171,14699,12565,10628,"Melbourne - North East",386,1805,396,"209041434",209,123,831,774,781,779,777,3135,"2GMEL",241,478,20904
289,267,-67,-0.423099994659424,70,"Meadow Heights",1729,3409.58227539062,"Greater Melbourne",141,168,233,152,1357,56,1149,"Victoria",1599,46,15829,15837,15770,-492,279,"Tullamarine - Broadmeadows",-469,261,415,4.62519979476929,419,2,15580,15692,15167,15405,-450,15739,15767,15759,15779,15755,15764,15752,"Melbourne - North West",429,1849,221,"210051247",210,136,15929,15588,15761,15213,15310,1260,"2GMEL",267,211,21005
0,0,0,0.0,0,"Melbourne Airport",0,6.38479995727539,"Greater Melbourne",0,0,0,0,0,0,0,"Victoria",0,0,194,194,194,0,0,"Tullamarine - Broadmeadows",0,0,0,30.3847999572754,0,2,141,144,133,138,0,165,158,149,194,187,179,173,"Melbourne - North West",0,0,0,"210051248",210,0,149,144,148,137,142,0,"2GMEL",0,0,21005
196,216,206,1.55680000782013,25,"South Morang (North)",1154,980.203430175781,"Greater Melbourne",124,77,174,70,1084,22,1037,"Victoria",1027,26,13002,13232,13438,-66,127,"Whittlesea - Wallan",-37,119,189,13.709400177002,192,2,5912,6821,4163,5081,10,10880,9816,8649,12675,12240,11838,11465,"Melbourne - North East",196,1150,190,"209041435",209,62,514,1831,987,3374,2451,1117,"2GMEL",122,149,20904
84,84,102,0.983399987220764,43,"Strathmore",896,2527.265625,"Greater Melbourne",28,40,42,36,856,42,828,"Victoria",696,43,10206,10372,10474,62,65,"Keilor",13,61,97,4.14440011978149,98,2,9169,9378,8987,9036,132,9424,9397,9419,9968,9729,9578,9499,"Melbourne - North West",101,794,41,"210011231",210,32,8838,8803,8818,8907,8826,909,"2GMEL",62,71,21001
166,162,18,0.141800001263618,125,"South Morang (South)",1267,1641.939453125,"Greater Melbourne",15,94,41,84,1148,125,1110,"Victoria",1202,111,12662,12698,12716,-153,145,"Whittlesea - Wallan",-140,143,220,7.74450016021729,232,2,9802,10549,8410,8925,-92,12061,11842,11375,12558,12452,12354,12230,"Melbourne - North East",237,1301,51,"209041436",209,75,4815,6745,5780,7923,7495,1127,"2GMEL",148,140,20904
147,175,248,1.77610003948212,80,"Gisborne",1017,67.3326034545898,"Greater Melbourne",85,29,71,26,1068,76,950,"Victoria",781,70,13635,13963,14211,210,49,"Macedon Ranges",118,45,73,211.056900024414,73,2,10364,10769,9823,10031,169,11783,11380,11055,13312,12850,12404,12087,"Melbourne - North West",74,858,105,"210021232",210,24,9055,9310,9172,9710,9500,1135,"2GMEL",47,165,21002
368,307,627,2.56620001792908,54,"Roxburgh Park - Somerton",2268,2039.02294921875,"Greater Melbourne",273,269,298,243,2138,70,1910,"Victoria",1864,85,23753,24433,25060,-45,444,"Tullamarine - Broadmeadows",-62,416,662,12.2902002334595,670,2,18856,19589,17476,18123,46,20576,20090,19907,23041,22332,21727,21154,"Melbourne - North West",685,2183,222,"210051249",210,218,10152,13689,12040,16437,15162,2206,"2GMEL",427,327,21005
329,326,2349,17.1159992218018,24,"Wollert",904,298.245697021484,"Greater Melbourne",371,152,308,137,2439,21,1987,"Victoria",544,11,11503,13724,16073,1670,252,"Whittlesea - Wallan",1742,236,376,53.8917999267578,380,2,376,418,346,355,1443,1827,528,424,9493,7204,5149,3387,"Melbourne - North East",388,769,315,"209041437",209,124,389,338,356,323,348,2646,"2GMEL",243,395,20904
121,99,279,3.36960005760193,40,"Airport West",754,2301.17749023438,"Greater Melbourne",78,39,62,35,841,59,733,"Victoria",709,57,8032,8280,8559,126,63,"Keilor",142,59,94,3.71939992904663,95,2,6983,7067,6878,6920,24,7301,7234,7175,7903,7694,7521,7390,"Melbourne - North West",98,715,42,"210011226",210,31,6997,6952,6970,6870,6904,896,"2GMEL",60,118,21001
80,94,17,0.249099999666214,32,"Tullamarine",867,1772.7685546875,"Greater Melbourne",61,63,49,57,778,31,602,"Victoria",700,31,6758,6825,6842,-82,95,"Tullamarine - Broadmeadows",-141,97,145,3.85949993133545,157,2,6605,6605,6583,6594,-98,6550,6545,6580,6698,6674,6636,6576,"Melbourne - North West",160,860,63,"210051250",210,50,6744,6685,6718,6581,6630,726,"2GMEL",100,93,21005
68,79,48,0.529500007629395,49,"Keilor",717,520.385986328125,"Greater Melbourne",20,24,25,22,611,43,553,"Victoria",569,43,9052,9065,9113,-49,39,"Keilor",-8,36,58,17.511999130249,59,2,8800,8767,8937,8836,-16,8662,8634,8678,8993,8886,8806,8724,"Melbourne - North West",60,660,36,"210011228",210,19,9341,9150,9257,9000,9080,709,"2GMEL",37,69,21001
466,466,471,1.9213000535965,242,"Glenroy",2670,2820.66333007812,"Greater Melbourne",234,412,234,374,2374,232,2112,"Victoria",2313,262,23834,24515,24986,-207,678,"Moreland - North",-403,640,1017,8.85820007324219,1028,2,19326,19823,18812,19033,-201,20983,20568,20196,23153,22479,21969,21404,"Melbourne - North West",1052,2581,204,"210031438",210,339,18553,18398,18446,18625,18521,2267,"2GMEL",654,476,21003
108,121,118,0.722400009632111,72,"Mount Waverley - North",1698,2537.32250976562,"Greater Melbourne",53,368,44,338,1367,64,1282,"Victoria",1576,91,16219,16334,16452,-333,430,"Monash",-327,392,735,6.48400020599365,742,2,15078,15379,14722,14926,-294,15699,15657,15579,16053,15903,15822,15759,"Melbourne - South East",760,1700,30,"212051323",212,305,14479,14498,14484,14612,14548,1371,"2GMEL",404,125,21205
291,291,567,2.01740002632141,245,"Keilor East",1818,2632.5791015625,"Greater Melbourne",30,141,18,127,1745,273,1646,"Victoria",1587,224,27758,28106,28673,105,233,"Keilor",317,220,349,10.8915996551514,352,2,25146,25269,24945,25026,59,25636,25394,25344,27399,26960,26449,25964,"Melbourne - North West",361,1640,67,"210011229",210,116,25899,25363,25672,24954,25144,2135,"2GMEL",225,275,21001
86,90,144,1.89370000362396,30,"Niddrie - Essendon West",789,2764.47705078125,"Greater Melbourne",41,41,56,37,766,30,710,"Victoria",671,32,7414,7604,7748,69,67,"Keilor",39,64,101,2.80270004272461,102,2,6280,6350,6089,6153,39,6594,6472,6458,7250,7069,6896,6742,"Melbourne - North West",105,697,58,"210011230",210,34,5903,5951,5929,6005,5979,828,"2GMEL",65,71,21001
31,36,5,0.138699993491173,19,"Macedon",314,49.4724006652832,"Greater Melbourne",12,7,19,6,306,12,256,"Victoria",249,14,3565,3606,3611,11,11,"Macedon Ranges",-17,10,17,72.9901962280273,17,2,3391,3374,3459,3432,7,3354,3308,3329,3525,3476,3443,3394,"Melbourne - North West",17,295,22,"210021233",210,6,3516,3472,3499,3452,3474,297,"2GMEL",11,31,21002
32,40,38,0.887600004673004,16,"Riddells Creek",320,51.8174018859863,"Greater Melbourne",29,8,16,7,365,16,296,"Victoria",272,12,4240,4281,4319,12,14,"Macedon Ranges",-3,12,20,83.3503036499023,20,2,3749,3801,3648,3697,24,3929,3882,3842,4174,4113,4066,4008,"Melbourne - North West",20,353,28,"210021234",210,6,3471,3500,3475,3565,3554,317,"2GMEL",13,45,21002
102,125,246,2.44970011711121,48,"Romsey",788,16.4685001373291,"Greater Melbourne",59,15,56,14,852,46,672,"Victoria",578,40,9866,10042,10288,96,24,"Macedon Ranges",163,24,37,624.709594726562,38,2,8336,8585,8098,8207,94,8994,8832,8750,9663,9389,9248,9091,"Melbourne - North West",39,756,85,"210021235",210,13,7425,7656,7509,7989,7839,951,"2GMEL",24,107,21002
120,136,198,2.28430008888245,68,"Coburg North",895,1817.58544921875,"Greater Melbourne",64,85,42,77,916,78,817,"Victoria",718,77,8410,8668,8866,82,140,"Moreland - North",3,131,209,4.87790012359619,211,2,6490,6700,6293,6434,99,6969,6852,6784,8112,7789,7474,7171,"Melbourne - North West",216,834,59,"210031236",210,69,6404,6305,6381,6273,6293,898,"2GMEL",134,132,21003
251,263,312,2.08439993858337,124,"Fawkner",1309,3005.03466796875,"Greater Melbourne",109,235,108,213,1050,143,971,"Victoria",1168,129,14756,14968,15280,-258,359,"Moreland - North",-160,363,550,5.08479976654053,575,2,12674,12970,12250,12481,-197,13316,13171,13106,14460,14185,13876,13527,"Melbourne - North West",598,1308,134,"210031237",210,191,12297,12164,12219,12167,12181,1149,"2GMEL",362,233,21003
435,388,538,2.03640007972717,152,"Pascoe Vale",2710,3859.60131835938,"Greater Melbourne",237,285,256,258,2715,179,2247,"Victoria",2110,183,25638,26419,26957,73,467,"Moreland - North",-141,442,698,6.98439979553223,710,2,20311,20887,19436,19927,137,22091,21506,21298,24829,23913,23257,22609,"Melbourne - North West",727,2642,205,"210031239",210,231,19181,19069,19102,19153,19070,2569,"2GMEL",452,389,21003
42,46,9,0.288500010967255,17,"Gowanbrae",281,2055.17236328125,"Greater Melbourne",25,11,32,10,245,10,234,"Victoria",234,14,3091,3120,3129,-20,17,"Moreland - North",-32,16,26,1.52250003814697,27,2,2516,2711,2053,2319,0,2907,2886,2769,3042,2999,2956,2928,"Melbourne - North West",27,265,32,"210031439",210,9,526,1355,1001,1779,1543,249,"2GMEL",17,42,21003
300,277,-16,-0.0929000005125999,91,"Campbellfield - Coolaroo",1806,946.02099609375,"Greater Melbourne",150,197,188,178,1527,112,1332,"Victoria",1749,105,17183,17221,17205,-442,306,"Tullamarine - Broadmeadows",-461,295,466,18.1867008209229,470,2,16222,16455,15921,15997,-417,16760,16735,16587,17122,17013,16921,16836,"Melbourne - North West",492,1969,172,"210051243",210,160,16125,16040,16117,15917,15948,1345,"2GMEL",292,241,21005
228,211,76,0.407400012016296,118,"Gladstone Park - Westmeadows",1631,1344.13500976562,"Greater Melbourne",104,95,135,86,1415,93,1151,"Victoria",1274,108,18476,18656,18732,-106,143,"Tullamarine - Broadmeadows",-174,146,220,13.9361000061035,237,2,18049,17980,18148,18115,-123,17829,17771,17894,18353,18135,17997,17894,"Melbourne - North West",241,1521,103,"210051245",210,77,18851,18505,18696,18165,18266,1457,"2GMEL",151,222,21005
255,228,796,4.1072998046875,57,"Greenvale - Bulla",1371,210.371795654297,"Greater Melbourne",210,79,197,72,2077,58,1683,"Victoria",913,42,18210,19380,20176,849,131,"Tullamarine - Broadmeadows",465,121,194,95.9064025878906,196,2,12535,12902,12028,12248,770,13732,13543,13243,17123,15629,14584,13991,"Melbourne - North West",200,1228,186,"210051246",210,63,9950,10573,10178,11636,11173,1836,"2GMEL",124,267,21005
153,120,-26,-0.293300002813339,32,"Craigieburn - Central",1272,2227.48583984375,"Greater Melbourne",86,120,119,110,994,34,780,"Victoria",973,29,8833,8866,8840,-277,186,"Tullamarine - Broadmeadows",-300,188,284,3.96860003471375,301,2,8096,8118,7987,8033,-193,8417,8335,8238,8749,8654,8610,8524,"Melbourne - North West",308,1271,91,"210051441",210,98,6842,7547,7204,7909,7801,972,"2GMEL",191,118,21005
364,337,1103,5.65240001678467,41,"Craigieburn - South",2112,1730.36901855469,"Greater Melbourne",300,237,335,214,2652,29,2179,"Victoria",1599,39,18269,19514,20617,535,392,"Tullamarine - Broadmeadows",437,366,584,11.9147996902466,589,2,11147,11606,10271,10727,580,13477,12691,12006,16999,16009,15261,14422,"Melbourne - North West",603,2117,298,"210051443",210,192,8654,9176,8892,10028,9656,2549,"2GMEL",375,341,21005
432,427,1641,8.84109973907471,39,"Craigieburn - West",1941,3252.19750976562,"Greater Melbourne",386,318,394,288,2511,38,2275,"Victoria",1256,44,16797,18561,20202,867,513,"Tullamarine - Broadmeadows",762,493,784,6.21180009841919,791,2,1266,2124,228,624,1019,6073,4247,3251,14882,12328,10244,8135,"Melbourne - North West",811,1644,383,"210051444",210,271,55,54,53,141,60,2703,"2GMEL",503,425,21005
177,129,3866,52.5200004577637,19,"Mickleham - Yuroke",510,158.947692871094,"Greater Melbourne",317,33,166,29,2587,11,1259,"Victoria",176,9,4836,7361,11227,2307,53,"Tullamarine - Broadmeadows",3498,51,80,70.63330078125,81,2,1231,1330,1192,1245,1083,1723,1579,1468,3580,2762,2209,1863,"Melbourne - North West",84,280,120,"210051445",210,27,873,988,916,1130,1065,4008,"2GMEL",52,336,21005
244,214,183,1.3911999464035,15,"Craigieburn - North",1598,998.936401367188,"Greater Melbourne",192,148,227,133,1238,17,1133,"Victoria",978,22,12716,13154,13337,-25,245,"Tullamarine - Broadmeadows",-238,229,365,13.3512001037598,369,2,5833,7019,3404,4749,155,9223,8479,7726,12124,11518,10899,10095,"Melbourne - North West",377,1263,192,"210051442",210,120,120,1079,496,2292,1591,1360,"2GMEL",236,207,21005
181,189,8,0.0425000004470348,64,"Croydon Hills - Warranwood",1684,1985.56677246094,"Greater Melbourne",99,65,119,59,1508,62,1348,"Victoria",1527,72,18788,18839,18847,-170,98,"Maroondah",-190,99,149,9.49199962615967,161,2,18455,18728,18233,18263,-179,18619,18613,18728,18752,18697,18692,18664,"Melbourne - Outer East",164,1678,117,"211031265",211,51,17649,17702,17710,18084,17845,1494,"2GMEL",102,163,21103
154,188,175,1.35699999332428,79,"Bayswater",1512,1624.97814941406,"Greater Melbourne",87,98,83,88,1465,71,1242,"Victoria",1336,97,12732,12896,13071,-73,151,"Knox",-61,149,230,8.04380035400391,242,2,11213,11361,10973,11124,-94,11807,11635,11458,12584,12415,12219,11995,"Melbourne - Outer East",247,1538,91,"211011251",211,79,10728,10792,10746,10867,10831,1451,"2GMEL",154,166,21101
171,178,429,2.55890011787415,55,"Knoxfield - Scoresby",1649,1126.36010742188,"Greater Melbourne",127,103,109,93,1743,62,1568,"Victoria",1294,67,16298,16765,17194,195,161,"Knox",143,159,244,15.2650995254517,256,2,13260,13389,13103,13164,274,13858,13471,13436,15752,15140,14645,14236,"Melbourne - Outer East",262,1548,111,"211011254",211,83,13242,13113,13181,13066,13076,1792,"2GMEL",163,182,21101
53,50,10,0.142599999904633,10,"Lysterfield",516,379.744812011719,"Greater Melbourne",35,15,28,14,497,25,406,"Victoria",423,24,6950,7013,7023,13,24,"Knox",-47,22,36,18.4939994812012,36,2,6492,6695,6198,6380,-17,6837,6807,6796,6917,6898,6884,6869,"Melbourne - Outer East",37,484,26,"211011255",211,12,5516,5923,5692,6090,6020,469,"2GMEL",22,45,21101
187,186,125,0.861100018024445,118,"Ferntree Gully (North)",1385,2096.17602539062,"Greater Melbourne",45,49,90,44,1273,97,1240,"Victoria",1302,143,14399,14517,14642,-49,81,"Knox",5,75,120,6.98509979248047,121,2,13193,13579,13079,13099,-62,13939,13815,13769,14337,14214,14120,14041,"Melbourne - Outer East",124,1322,43,"211011447",211,39,13461,13288,13352,13121,13180,1390,"2GMEL",77,163,21101
167,178,-20,-0.125499993562698,47,"Rowville - Central",1655,1941.39245605469,"Greater Melbourne",128,91,118,82,1365,49,1181,"Victoria",1400,60,15913,15940,15920,-234,150,"Knox",-287,139,223,8.2003002166748,225,2,15955,15991,15980,15873,-219,15832,15839,15998,15864,15835,15839,15837,"Melbourne - Outer East",230,1599,118,"211011256",211,73,16110,16120,16095,16017,16096,1368,"2GMEL",143,175,21101
75,93,-11,-0.13120000064373,20,"Rowville - North",685,2008.25183105469,"Greater Melbourne",61,42,44,38,545,31,545,"Victoria",648,19,8392,8383,8372,-118,69,"Knox",-137,65,103,4.16879987716675,103,2,8409,8507,7965,8292,-103,8352,8350,8491,8352,8342,8347,8351,"Melbourne - Outer East",107,663,74,"211011257",211,34,5094,6982,6235,7575,7127,548,"2GMEL",65,81,21101
191,183,142,0.925899982452393,95,"Ferntree Gully (South) - Upper Ferntree Gully",1418,1691.60314941406,"Greater Melbourne",88,52,111,47,1416,80,1141,"Victoria",1269,114,15253,15336,15478,-110,82,"Knox",-27,81,123,9.14990043640137,129,2,15012,15201,14651,14840,-128,15148,15133,15177,15230,15192,15179,15170,"Melbourne - Outer East",133,1526,69,"211011448",211,41,14986,14785,14873,14560,14638,1391,"2GMEL",82,183,21101
103,101,3,0.0274000000208616,30,"Rowville - South",944,1172.43298339844,"Greater Melbourne",74,56,69,51,713,34,716,"Victoria",884,32,10988,10963,10966,-182,87,"Knox",-158,87,132,9.35319995880127,139,2,11026,11214,10720,10838,-168,11191,11241,11265,11000,11044,11099,11153,"Melbourne - Outer East",143,895,69,"211011258",211,45,9472,10179,9802,10493,10337,786,"2GMEL",88,104,21101
46,70,-6,-0.13400000333786,16,"The Basin",426,782.32421875,"Greater Melbourne",36,9,29,8,346,17,327,"Victoria",366,23,4463,4478,4472,-27,14,"Knox",-54,12,21,5.71630001068115,21,2,4397,4413,4376,4388,-39,4417,4418,4418,4441,4423,4419,4418,"Melbourne - Outer East",21,373,47,"211011449",211,7,4533,4441,4485,4372,4401,372,"2GMEL",13,52,21101
356,349,109,0.502600014209747,115,"St Albans - North",2608,3341.51025390625,"Greater Melbourne",219,306,229,278,2175,127,1815,"Victoria",2178,119,21437,21686,21795,-464,506,"Brimbank",-584,474,754,6.52250003814697,762,2,19102,19343,18746,18884,-363,19887,19800,19562,21064,20490,20220,20037,"Melbourne - West",780,2639,230,"213011334",213,248,19101,18841,18988,18824,18748,2024,"2GMEL",484,334,21301
146,149,51,0.349500000476837,137,"Wantirna",1566,1762.85754394531,"Greater Melbourne",-2,122,34,112,1465,112,1104,"Victoria",1278,99,14489,14592,14643,-124,188,"Knox",-138,191,287,8.30640029907227,305,2,14329,14334,14361,14383,-174,14326,14320,14339,14425,14376,14355,14338,"Melbourne - Outer East",313,1589,50,"211011259",211,99,14733,14561,14707,14383,14524,1428,"2GMEL",193,135,21101
284,326,285,1.21539998054504,195,"Boronia",2565,2107.23510742188,"Greater Melbourne",126,100,71,91,2478,213,2183,"Victoria",2159,185,23248,23449,23734,-28,165,"Knox",4,155,246,11.2630996704102,249,2,21028,21227,20629,20802,24,21567,21461,21312,22918,22430,22047,21740,"Melbourne - Outer East",255,2506,141,"211011446",211,81,20673,20653,20649,20568,20564,2569,"2GMEL",158,321,21101
131,170,142,0.753199994564056,133,"Wantirna South",1806,1422.21789550781,"Greater Melbourne",10,178,-25,161,1635,156,1485,"Victoria",1654,179,18673,18853,18995,-73,271,"Knox",-145,277,415,13.355899810791,439,2,18309,18304,18278,18238,-169,18175,18176,18270,18580,18437,18326,18243,"Melbourne - Outer East",455,1708,-9,"211011260",211,144,18014,18164,18180,18191,18199,1661,"2GMEL",278,143,21101
131,127,18,0.106700003147125,137,"Donvale - Park Orchards",1301,812.150329589844,"Greater Melbourne",-23,101,3,93,1172,128,1145,"Victoria",1175,125,16806,16877,16895,-43,119,"Manningham - East",-67,108,202,20.8027992248535,204,2,16172,16222,15992,16064,-30,16190,16152,16223,16715,16520,16399,16282,"Melbourne - Outer East",209,1215,2,"211021261",211,83,15852,15816,15842,15878,15798,1234,"2GMEL",111,114,21102
63,64,-1,-0.00939999986439943,41,"Warrandyte - Wonga Park",780,232.893600463867,"Greater Melbourne",20,32,14,29,713,49,675,"Victoria",706,53,10645,10658,10657,-52,52,"Manningham - East",-72,51,79,45.7591018676758,80,2,10443,10467,10411,10425,-31,10508,10502,10480,10613,10560,10538,10524,"Melbourne - Outer East",83,765,11,"211021262",211,27,9872,10152,10006,10334,10193,708,"2GMEL",51,61,21102
169,157,47,0.376899987459183,90,"Bayswater North",1223,1263.19506835938,"Greater Melbourne",68,39,54,35,1071,115,912,"Victoria",916,123,12351,12470,12517,4,64,"Maroondah",-82,61,96,9.90900039672852,96,2,11577,11770,11219,11353,-4,11866,11819,11819,12257,12126,12033,11952,"Melbourne - Outer East",100,1067,34,"211031263",211,32,11032,11116,11054,11203,11188,1141,"2GMEL",61,158,21103
250,267,373,2.01749992370605,167,"Ringwood",2309,1903.13305664062,"Greater Melbourne",77,205,95,186,2051,155,1916,"Victoria",2005,141,18289,18488,18861,-217,321,"Maroondah",-23,319,488,9.91049957275391,507,2,15701,16175,15222,15411,-89,16882,16594,16410,17931,17654,17410,17152,"Melbourne - Outer East",524,2268,126,"211031266",211,167,15380,15330,15350,15211,15247,2286,"2GMEL",321,244,21103
